mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	2/4	1	1	B.I{	B	I		I	I						{	M	0	0	5, 9, 6		5	5	5	0	1.0	0.5	0.0	1.0
2	1	3/8	3/8	2/4	1	1	V	B	I		V	V							M	0	0	6, 10, 7		6	6	2	0	1.0	0.25	0.0	1.0
3	2	0	0	2/4	1	1	I	B	I		I	I							M	0	0	5, 9, 6		5	5	7	0	1.0	0.6875	0.0	1.0
3	2	3/8	3/8	2/4	1	1	V	B	I		V	V							M	0	0	6, 10, 7		6	6	3	0	1.0	0.25	0.0	1.0
4	3	0	0	2/4	1	1	I6	B	I		I6	I		6					M	0	0	9, 6, 5		5	9	5	0	1.0	0.5	0.0	1.0
4	3	1/4	1/4	2/4	1	1	V	B	I		V	V							M	0	0	6, 10, 7		6	6	7	0	1.0	0.4375	0.0	1.0
5	4	0	0	2/4	1	1	I	B	I		I	I							M	0	0	5, 9, 6		5	5	4	0	1.0	0.5	0.0	1.0
5	4	1/4	1/4	2/4	1	1	V	B	I		V	V							M	0	0	6, 10, 7		6	6	6	0	1.0	0.375	0.0	1.0
6	5	0	0	2/4	1	1	I6	B	I		I6	I		6					M	0	0	9, 6, 5		5	9	10	0	1.0	0.875	0.0	1.0
7	6	0	0	2/4	1	1	V	B	I		V	V							M	0	0	6, 10, 7		6	6	12	0	1.0	0.9375	0.0	1.0
8	7	0	0	2/4	1	1	V.IV	B	V		IV	IV							M	0	0	5, 9, 6		5	5	7	0	1.0	0.5	0.0	1.0
8	7	1/4	1/4	2/4	1	1	ii	B	V		ii	ii							m	0	0	8, 5, 9		8	8	6	0	1.0	0.5	0.0	1.0
9	8	0	0	2/4	1	1	V	B	V		V	V							M	0	0	7, 11, 8		7	7	7	0	1.0	0.5	0.0	1.0
9	8	1/4	1/4	2/4	1	1	I6	B	V		I6	I		6					M	0	0	10, 7, 6		6	10	6	0	1.0	0.5	0.0	1.0
10	9	0	0	2/4	1	1	vi	B	V		vi	vi							m	0	0	9, 6, 10		9	9	6	0	1.0	0.5	0.0	1.0
10	9	1/4	1/4	2/4	1	1	IV65	B	V		IV65	IV		65					Mm7	0	0	9, 6, 3, 5		5	9	2	1	0.6666666666666666	0.1875	0.0625	0.75
10	9	3/8	3/8	2/4	1	1	ii65	B	V		ii65	ii		65					mm7	0	0	5, 9, 6, 8		8	5	3	0	1.0	0.25	0.0	1.0
11	10	0	0	2/4	1	1	V|HC.TEN}	B	V		V	V					HC.TEN	}	M	0	0	7, 11, 8		7	7	8	0	1.0	0.875	0.0	1.0
12	11	0	0	2/4	1	1	V2	B	V		V2	V		2					Mm7	0	0	5, 7, 11, 8		7	5	6	0	1.0	0.5	0.0	1.0
12	11	1/4	1/4	2/4	1	1	V6	B	V		V6	V		6					M	0	0	11, 8, 7		7	11	6	0	1.0	0.5	0.0	1.0
13	12	0	0	2/4	1	1	I6	B	V		I6	I		6					M	0	0	10, 7, 6		6	10	4	0	1.0	0.5	0.0	1.0
13	12	1/4	1/4	2/4	1	1	IV(9)	B	V		IV(9)	IV			9				M	0	0	5, 9, 6	7	5	5	2	0	1.0	0.25	0.0	1.0
13	12	3/8	3/8	2/4	1	1	ii	B	V		ii	ii							m	0	0	8, 5, 9		8	8	2	0	1.0	0.25	0.0	1.0
14	13	0	0	2/4	1	1	iii(9)	B	V		iii(9)	iii			9				m	0	0	10, 7, 11	5	10	10	2	0	1.0	0.25	0.0	1.0
