mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	6/4	1	1	c.i					c	i		i	i							m	1	1	0, -3, 1		0	0	0	6	0.0	0.0	1.25	0.0
2	1	1/2	1/2	6/4	1	1	ii%65					c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	6/4	1	1	i64					c	i		i64	i		64					m	1	1	1, 0, -3		0	1	0	2	0.0	0.0	0.5	0.0
2	1	1	1	6/4	1	1	ii%43					c	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4	0	2	0.0	0.0	0.625	0.0
2	1	5/4	5/4	6/4	1	1	ii%65					c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1	0	2	0.0	0.0	0.375	0.0
3	2	0	0	6/4	1	1	V					c	i		V	V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.625	0.0
3	2	1/4	1/4	6/4	1	1	V2					c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.375	0.0
3	2	1/2	1/2	6/4	1	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.5	0.0
3	2	3/4	3/4	6/4	1	1	V2					c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.5	0.0
3	2	1	1	6/4	1	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0	0.625	0.0
3	2	5/4	5/4	6/4	1	1	V43					c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	2	0.0	0.0	0.375	0.0
4	3	0	0	6/4	1	1	i\\					c	i		i	i						\\	m	1	1	0, -3, 1		0	0	2	6	0.25	0.0	2.0	0.0
4	3	1	1	6/4	1	1	V6/III					c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2	0	3	0.0	0.0	0.75	0.0
4	3	5/4	5/4	6/4	1	1	V65/III					c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2	2	1	0.6666666666666666	0.1875	0.0625	0.75
5	4	0	0	6/4	1	1	III					c	i		III	III							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.625	0.0
5	4	1/4	1/4	6/4	1	1	V65/III					c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2	0	2	0.0	0.0	0.375	0.0
5	4	1/2	1/2	6/4	1	1	III					c	i		III	III							M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	3/4	3/4	6/4	1	1	i					c	i		i	i							m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
5	4	1	1	6/4	1	1	ii65/III					c	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4	0	2	0.0	0.0	0.625	0.0
5	4	5/4	5/4	6/4	1	1	ii7/III					c	i		ii7/III	ii		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1	1	1	0.5	0.125	0.25	0.3333333333333333
6	5	0	0	6/4	1	1	V/III					c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
6	5	3/4	3/4	6/4	1	1	V					c	i		V	V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
6	5	1	1	6/4	1	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0	0.625	0.0
6	5	5/4	5/4	6/4	1	1	V43					c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2	0	2	0.0	0.0	0.375	0.0
7	6	0	0	6/4	1	1	i					c	i		i	i							m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.0	0.5	0.0
7	6	1/4	1/4	6/4	1	1	v.iio					c	v		iio	ii	o						o	1	1	3, 0, -3		3	3	1	2	0.3333333333333333	0.0	0.5	0.0
7	6	1/2	1/2	6/4	1	1	V7					c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	2	0.3333333333333333	0.0	0.625	0.0
7	6	3/4	3/4	6/4	1	1	i					c	v		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
7	6	1	1	6/4	1	1	V					c	v		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.625	0.0
7	6	5/4	5/4	6/4	1	1	V7					c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	1	0.5	0.125	0.25	0.3333333333333333
8	7	0	0	6/4	1	1	I\\					c	v		I	I						\\	M	1	1	1, 5, 2		1	1	0	6	0.0	0.0	2.75	0.0
10	8	0	0	6/4	1	1	i.V					c	i		V	V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
10	8	1/2	1/2	6/4	1	1	ii%43					c	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4	0	2	0.0	0.0	0.5	0.0
10	8	3/4	3/4	6/4	1	1	i64					c	i		i64	i		64					m	1	1	1, 0, -3		0	1	0	2	0.0	0.0	0.5	0.0
10	8	1	1	6/4	1	1	V2					c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	0	4	0.0	0.0	1.0	0.0
11	9	0	0	6/4	1	1	i6					c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	3	2	0.6	0.25	0.75	0.25
