mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
20	18	0	0	6/8	1	1	ii					G	ii		ii	ii							m	0	1	5, 2, 6		5	5	2	3	0.4	0.125	0.625	0.16666666666666666
20	18	3/8	3/8	6/8	1	1	V65					G	ii		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	1	4	0.2	0.125	0.375	0.25
20	18	5/8	5/8	6/8	1	1	V7					G	ii		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
21	19	0	0	6/8	1	1	i					G	ii		i	i							m	0	1	3, 0, 4		3	3	3	3	0.5	0.1875	0.3125	0.375
21	19	1/4	1/4	6/8	1	1	I.V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
21	19	3/8	3/8	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	3	3	0.5	0.1875	0.3125	0.375
21	19	5/8	5/8	6/8	1	1	V43/V					G	I		V43/V	V		43		V			Mm7	0	0	4, 1, 3, 7		3	4	0	3	0.0	0.0	0.25	0.0
22	20	0	0	6/8	1	1	V					G	I		V	V							M	0	0	2, 6, 3		2	2	2	2	0.5	0.25	0.25	0.5
22	20	1/4	1/4	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.25	0.0
22	20	3/8	3/8	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	1	4	0.2	0.0625	0.6875	0.08333333333333333
23	21	0	0	6/8	1	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	0.75	0.0
23	21	1/4	1/4	6/8	1	1	IV6					G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
23	21	3/8	3/8	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	3	0.25	0.125	0.375	0.25
23	21	5/8	5/8	6/8	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
24	22	0	0	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
24	22	1/4	1/4	6/8	1	1	V43					G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
24	22	3/8	3/8	6/8	1	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1	5	1	3	0.25	0.125	0.375	0.25
24	22	5/8	5/8	6/8	1	1	V7/IV					G	I		V7/IV	V		7		IV			Mm7	0	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
25	23	0	0	6/8	1	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
25	23	1/8	1/8	6/8	1	1	V/V					G	I		V/V	V				V			M	0	0	3, 7, 4		3	3	2	2	0.5	0.25	0.25	0.5
25	23	3/8	3/8	6/8	1	1	V65/V					G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	1	3	0.25	0.125	0.375	0.25
25	23	5/8	5/8	6/8	1	1	V7/V					G	I		V7/V	V		7		V			Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
26	24	0	0	6/8	1	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
26	24	3/8	3/8	6/8	1	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.375	0.0
26	24	5/8	5/8	6/8	1	1	V43					G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
27	25	0	0	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	3	2	0.6	0.1875	0.3125	0.375
27	25	1/4	1/4	6/8	1	1	vi					G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
27	25	3/8	3/8	6/8	1	1	ii65					G	I		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	3	0.0	0.0	0.25	0.0
27	25	1/2	1/2	6/8	1	1	V					G	I		V	V							M	0	0	2, 6, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
28	26	0	0	6/8	1	1	I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
28	26	1/4	1/4	6/8	1	1	V43					G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
28	26	3/8	3/8	6/8	1	1	iii					G	I		iii	iii							m	0	0	5, 2, 6		5	5	0	2	0.0	0.0	0.25	0.0
28	26	1/2	1/2	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.25	0.0
28	26	5/8	5/8	6/8	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
29	27	0	0	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
29	27	1/8	1/8	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
29	27	1/4	1/4	6/8	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
29	27	3/8	3/8	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
29	27	1/2	1/2	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.25	0.0
29	27	5/8	5/8	6/8	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
30	28	0	0	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
30	28	1/8	1/8	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	28	1/4	1/4	6/8	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
30	28	3/8	3/8	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
30	28	1/2	1/2	6/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.25	0.0
30	28	5/8	5/8	6/8	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
31	29	0	0	6/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	2	2	0.5	0.1875	0.3125	0.375
31	29	1/4	1/4	6/8	1	1	vi					G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	0.3125	0.0
31	29	3/8	3/8	6/8	1	1	ii65	0.153018	-3.11207	/		G	I		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	2	0.0	0.0	0.1875	0.0
31	29	1/2	1/2	6/8	1	1	V					G	I		V	V							M	0	0	2, 6, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
32	30	0	0	6/8	1	1	I\\				1	G	I		I	I						\\	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
32	30	3/8	3/8	6/8	1	1	V65				1	G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
32	30	5/8	5/8	6/8	1	1	V7				1	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
33	30	0	0	6/8	1	1	I\\				2	G	I		I	I						\\	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
