mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
20	19	0	0	2/4	1	1	IV7					d	v		IV7	IV		7					Mm7	1	1	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
20	19	1/8	1/8	2/4	1	1	V6					d	v		V6	V		6					M	1	1	8, 5, 4		4	8	1	2	0.3333333333333333	0.0625	0.1875	0.25
20	19	1/4	1/4	2/4	1	1	V65					d	v		V65	V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	2	0.3333333333333333	0.0625	0.1875	0.25
20	19	3/8	3/8	2/4	1	1	V2					d	v		V2	V		2					Mm7	1	1	2, 4, 8, 5		4	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
21	20	0	0	2/4	1	1	i6					d	v		i6	i		6					m	1	1	0, 4, 3		3	0	4	7	0.36363636363636365	0.3125	0.6875	0.3125
22	21	0	0	2/4	1	1	#vi%7					d	v		#vi%7	#vi	%	7					%7	1	1	6, 3, 0, 4		6	6	0	2	0.0	0.0	0.25	0.0
22	21	1/8	1/8	2/4	1	1	iio					d	v		iio	ii	o						o	1	1	5, 2, -1		5	5	2	4	0.3333333333333333	0.125	0.375	0.25
22	21	3/8	3/8	2/4	1	1	ii%43					d	v		ii%43	ii	%	43					%7	1	1	-1, 3, 5, 2		5	-1	0	3	0.0	0.0	0.25	0.0
23	22	0	0	2/4	1	1	V					d	v		V	V							M	1	1	4, 8, 5		4	4	3	3	0.5	0.125	0.375	0.25
23	22	1/4	1/4	2/4	1	1	i6					d	v		i6	i		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.0	0.25	0.0
23	22	3/8	3/8	2/4	1	1	V43					d	v		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	2	0.0	0.0	0.25	0.0
24	23	0	0	2/4	1	1	i					d	v		i	i							m	1	1	3, 0, 4		3	3	2	2	0.5	0.125	0.3125	0.2857142857142857
24	23	3/16	3/16	2/4	1	1	ii65	-1.53018	-2.95905	/		d	v		ii65	ii		65					mm7	1	1	2, 6, 3, 5		5	2	0	1	0.0	0.0	0.0625	0.0
24	23	1/4	1/4	2/4	1	1	V					d	v		V	V							M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.4375	0.0
24	23	7/16	7/16	2/4	1	1	V7	-1.6832	-2.65302	/		d	v		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	1	0	1.0	0.0625	0.0	1.0
25	24	0	0	2/4	1	1	I\\					d	v		I	I						\\	M	1	1	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
26	24	0	1/8	2/4	1	1	i.V					d	i		V	V							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
26	24	1/8	1/4	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	4	0.3333333333333333	0.125	0.375	0.25
27	25	0	0	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	3	4	0.42857142857142855	0.125	0.375	0.25
27	25	1/4	1/4	2/4	1	1	V43					d	i		V43	V		43					Mm7	1	1	4, 1, 3, 7		3	4	2	4	0.3333333333333333	0.125	0.375	0.25
28	26	0	0	2/4	1	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.0	0.25	0.0
28	26	1/8	1/8	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
28	26	1/4	1/4	2/4	1	1	iv.V					d	iv		V	V							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
28	26	3/8	3/8	2/4	1	1	V43					d	iv		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
29	27	0	0	2/4	1	1	i6					d	iv		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
29	27	1/8	1/8	2/4	1	1	V					d	iv		V	V							M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	0.375	0.25
29	27	3/8	3/8	2/4	1	1	V65					d	iv		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	28	0	0	2/4	1	1	i					d	iv		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0	0.25	0.0
30	28	1/8	1/8	2/4	1	1	iv					d	iv		iv	iv							m	1	1	0, -3, 1		0	0	4	5	0.4444444444444444	0.3125	0.4375	0.4166666666666667
31	29	0	0	2/4	1	1	#viio7					d	iv		#viio7	#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	0	2	0.0	0.0	0.25	0.0
31	29	1/8	1/8	2/4	1	1	i6					d	iv		i6	i		6					m	1	1	-2, 2, 1		1	-2	4	5	0.4444444444444444	0.3125	0.4375	0.4166666666666667
32	30	0	0	2/4	1	1	vi%7/ii					d	iv		vi%7/ii	vi	%	7		ii			%7	1	1	-1, -4, -7, -3		-1	-1	2	0	1.0	0.25	0.0	1.0
32	30	1/8	1/8	2/4	1	1	iio					d	iv		iio	ii	o						o	1	1	3, 0, -3		3	3	4	5	0.4444444444444444	0.3125	0.4375	0.4166666666666667
33	31	0	0	2/4	1	1	V7					d	iv		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
33	31	1/8	1/8	2/4	1	1	VI					d	iv		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.125	0.0
33	31	3/16	3/16	2/4	1	1	ii%65					d	iv		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	2	0.0	0.0	0.125	0.0
33	31	1/4	1/4	2/4	1	1	V					d	iv		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.4375	0.0
33	31	7/16	7/16	2/4	1	1	V7	-1.83622	-2.5	/		d	iv		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	0	1.0	0.0625	0.0	1.0
34	32	0	0	2/4	1	1	i\\					d	iv		i	i						\\	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
34	32	1/8	1/8	2/4	1	1	VII.V					d	VII		V	V							M	1	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	32	1/4	1/4	2/4	1	1	V65					d	VII		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5	2	4	0.3333333333333333	0.125	0.375	0.25
35	33	0	0	2/4	1	1	I					d	VII		I	I							M	1	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
35	33	1/4	1/4	2/4	1	1	V43					d	VII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2	3	3	0.5	0.25	0.25	0.5
36	34	0	0	2/4	1	1	I6					d	VII		I6	I		6					M	1	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
36	34	1/8	1/8	2/4	1	1	I					d	VII		I	I							M	1	0	0, 4, 1		0	0	3	6	0.3333333333333333	0.1875	0.5625	0.25
37	35	0	0	2/4	1	1	IV6					d	VII		IV6	IV		6					M	1	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
37	35	1/8	1/8	2/4	1	1	I					d	VII		I	I							M	1	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
37	35	3/8	3/8	2/4	1	1	V65/IV					d	VII		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
38	36	0	0	2/4	1	1	IV					d	VII		IV	IV							M	1	0	-1, 3, 0		-1	-1	3	3	0.5	0.25	0.25	0.5
38	36	1/4	1/4	2/4	1	1	ii43					d	VII		ii43	ii		43					mm7	1	0	3, 0, 2, -1		2	3	1	5	0.16666666666666666	0.0625	0.4375	0.125
39	37	0	0	2/4	1	1	I6					d	VII		I6	I		6					M	1	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
39	37	1/8	1/8	2/4	1	1	ii65					d	VII		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
39	37	1/4	1/4	2/4	1	1	V					d	VII		V	V							M	1	0	1, 5, 2		1	1	0	3	0.0	0.0	0.4375	0.0
39	37	7/16	7/16	2/4	1	1	V7	-1.83622	-2.65302	/		d	VII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1	1	0	1.0	0.0625	0.0	1.0
40	38	0	0	2/4	1	1	I\\					d	VII		I	I						\\	M	1	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
40	38	1/8	1/8	2/4	1	1	i.VII	-0.2	-2.5	/		d	i		VII	VII							M	1	1	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
40	38	1/4	1/4	2/4	1	1	V65/III					d	i		V65/III	V		65		III			Mm7	1	1	4, 1, -2, 0		0	4	2	4	0.3333333333333333	0.125	0.375	0.25
41	39	0	0	2/4	1	1	III					d	i		III	III							M	1	1	-1, 3, 0		-1	-1	1	4	0.2	0.0625	0.4375	0.125
41	39	1/4	1/4	2/4	1	1	III+6					d	i		III+6	III	+	6					+	1	1	3, 7, -1		-1	3	2	4	0.3333333333333333	0.125	0.375	0.25
42	40	0	0	2/4	1	1	VI					d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.4375	0.125
42	40	1/4	1/4	2/4	1	1	VI6					d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	2	4	0.3333333333333333	0.125	0.375	0.25
43	41	0	0	2/4	1	1	iio					d	i		iio	ii	o						o	1	1	4, 1, -2		4	4	1	4	0.2	0.0625	0.4375	0.125
43	41	1/4	1/4	2/4	1	1	ii6					d	i		ii6	ii		6					m	1	1	1, 5, 4		4	1	2	4	0.3333333333333333	0.125	0.375	0.25
44	42	0	0	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
44	42	1/4	1/4	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	4	0.3333333333333333	0.125	0.375	0.25
45	43	0	0	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	2	0.5	0.1875	0.3125	0.375
45	43	1/4	1/4	2/4	1	1	iv6					d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.0625	0.4375	0.125
46	44	0	0	2/4	1	1	V\\					d	i		V	V						\\	M	1	1	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
46	44	1/8	1/8	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.375	0.25
46	44	3/8	3/8	2/4	1	1	i64					d	i		i64	i		64					m	1	1	3, 2, -1		2	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
47	45	0	0	2/4	1	1	IV7					d	i		IV7	IV		7					Mm7	1	1	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
47	45	1/8	1/8	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	4	0.3333333333333333	0.125	0.375	0.25
47	45	3/8	3/8	2/4	1	1	V2					d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
48	46	0	0	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
48	46	1/8	1/8	2/4	1	1	iv6					d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	2	4	0.3333333333333333	0.125	0.375	0.25
48	46	3/8	3/8	2/4	1	1	iv2					d	i		iv2	iv		2					mm7	1	1	-1, 1, -2, 2		1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
49	47	0	0	2/4	1	1	V43					d	i		V43	V		43					Mm7	1	1	4, 1, 3, 7		3	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
49	47	1/8	1/8	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.25	0.0
49	47	1/4	1/4	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.4375	0.125
50	48	0	0	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
50	48	1/8	1/8	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	0.375	0.25
50	48	3/8	3/8	2/4	1	1	V43					d	i		V43	V		43					Mm7	1	1	4, 1, 3, 7		3	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
51	49	0	0	2/4	1	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
51	49	1/8	1/8	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	0.375	0.25
51	49	3/8	3/8	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	1	2	0.3333333333333333	0.0625	0.1875	0.25
52	50	0	0	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.0625	0.4375	0.125
52	50	1/4	1/4	2/4	1	1	V65/iv					d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2	6	2	4	0.3333333333333333	0.125	0.375	0.25
53	51	0	0	2/4	1	1	iv					d	i		iv	iv							m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.125	0.375	0.25
53	51	1/4	1/4	2/4	1	1	V65/iv					d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2	6	2	4	0.3333333333333333	0.125	0.375	0.25
54	52	0	0	2/4	1	1	iv6					d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
54	52	1/8	1/8	2/4	1	1	iv					d	i		iv	iv							m	1	1	1, -2, 2		1	1	4	5	0.4444444444444444	0.3125	0.4375	0.4166666666666667
55	53	0	0	2/4	1	1	#vii%7					d	i		#vii%7	#vii	%	7					%7	1	1	7, 4, 1, 5		7	7	0	2	0.0	0.0	0.25	0.0
55	53	1/8	1/8	2/4	1	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	4	5	0.4444444444444444	0.3125	0.4375	0.4166666666666667
56	54	0	0	2/4	1	1	vi%7					d	i		vi%7	vi	%	7					%7	1	1	-2, -5, -8, -4		-2	-2	2	0	1.0	0.25	0.0	1.0
56	54	1/8	1/8	2/4	1	1	iio					d	i		iio	ii	o						o	1	1	4, 1, -2		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
56	54	3/8	3/8	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	1	0.6666666666666666	0.1875	0.0625	0.75
57	55	0	0	2/4	1	1	V7					d	i		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
57	55	1/8	1/8	2/4	1	1	vi%7					d	i		vi%7	vi	%	7					%7	1	1	-2, -5, -8, -4		-2	-2	2	0	1.0	0.25	0.0	1.0
57	55	1/4	1/4	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	2	0.5	0.125	0.3125	0.2857142857142857
57	55	7/16	7/16	2/4	1	1	i	-6.88581	-2.65302	/		d	i		i	i							m	1	1	2, -1, 3		2	2	0	1	0.0	0.0	0.0625	0.0
58	56	0	0	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
58	56	1/8	1/8	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.375	0.25
58	56	3/8	3/8	2/4	1	1	i64					d	i		i64	i		64					m	1	1	3, 2, -1		2	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
59	57	0	0	2/4	1	1	IV7					d	i		IV7	IV		7					Mm7	1	1	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
59	57	1/8	1/8	2/4	1	1	V65					d	i		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	4	0.3333333333333333	0.125	0.375	0.25
59	57	3/8	3/8	2/4	1	1	V2					d	i		V2	V		2					Mm7	1	1	1, 3, 7, 4		3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
60	58	0	0	2/4	1	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
60	58	1/8	1/8	2/4	1	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	4	5	0.4444444444444444	0.3125	0.4375	0.4166666666666667
61	59	0	0	2/4	1	1	vi%7					d	i		vi%7	vi	%	7					%7	1	1	-2, -5, -8, -4		-2	-2	2	0	1.0	0.25	0.0	1.0
61	59	1/8	1/8	2/4	1	1	iio					d	i		iio	ii	o						o	1	1	4, 1, -2		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
61	59	3/8	3/8	2/4	1	1	ii%43					d	i		ii%43	ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	0	3	0.0	0.0	0.25	0.0
62	60	0	0	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	4	4	0.5	0.25	0.25	0.5
62	60	1/4	1/4	2/4	1	1	i6					d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	4	4	0.5	0.25	0.25	0.5
63	61	0	0	2/4	1	1	i					d	i		i	i							m	1	1	2, -1, 3		2	2	2	2	0.5	0.125	0.3125	0.2857142857142857
63	61	3/16	3/16	2/4	1	1	ii%65					d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	0	1	0.0	0.0	0.0625	0.0
63	61	1/4	1/4	2/4	1	1	V					d	i		V	V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.4375	0.0
63	61	7/16	7/16	2/4	1	1	V7	-1.53018	-2.5	/		d	i		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	1	0	1.0	0.0625	0.0	1.0
64	62	0	0	2/4	1	1	i\\				1	d	i		i	i						\\	m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
65	62	0	0	2/4	1	1	i\\				2	d	i		i	i						\\	m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	2.0	0.0
