mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
5	4	1/2	1/2	4/4	1	1	g.i6{	g	i		i6	i		6				{	m	1	1	-2, 2, 1		1	-2	2	4	0.3333333333333333	0.25	0.75	0.25
6	5	0	0	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	1	3	0.25	0.125	0.875	0.125
6	5	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	1	4	0.2	0.0625	0.9375	0.0625
7	6	0	0	4/4	1	1	V6	g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	1.0	0.0
7	6	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	1	4	0.2	0.125	0.875	0.125
8	7	0	0	4/4	1	1	v.i6	g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.25	0.75	0.25
8	7	1/2	1/2	4/4	1	1	V	g	v		V	V							M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	0.625	0.0
8	7	3/4	3/4	4/4	1	1	V7	g	v		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	1	1	0.5	0.125	0.25	0.3333333333333333
9	8	0	0	4/4	1	1	I|PAC}	g	v		I	I					PAC	}	M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	1.0	0.0
10	8	0	1/2	4/4	1	1	iv.i6{	g	iv		i6	i		6				{	m	1	1	-3, 1, 0		0	-3	2	2	0.5	0.25	0.25	0.5
11	9	0	0	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
11	9	1/2	1/2	4/4	1	1	V65	g	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	1	5	0.16666666666666666	0.125	0.875	0.125
12	10	0	0	4/4	1	1	i|IAC}	g	iv		i	i					IAC	}	m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.0	1.0	0.0
12	10	1/2	1/2	4/4	1	1	III.V{	g	III		V	V						{	M	1	0	-1, 3, 0		-1	-1	3	5	0.375	0.375	0.875	0.3
13	11	1/2	1/2	4/4	1	1	V65	g	III		V65	V		65					Mm7	1	0	3, 0, -3, -1		-1	3	1	5	0.16666666666666666	0.125	0.875	0.125
