mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	3/8	1	1	G.I{					G	I		I	I						{	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.625	0.0
2	1	1/8	1/8	3/8	1	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	1	0.0	0.0	0.125	0.0
2	1	1/4	1/4	3/8	1	1	V					G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
3	2	0	0	3/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	0.75	0.0
4	3	0	0	3/8	1	1	V65					G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	5	0.0	0.0	0.75	0.0
5	4	0	0	3/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
6	5	0	0	3/8	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
6	5	1/4	1/4	3/8	1	1	IM65					G	I		IM65	I	M	65					MM7	0	0	5, 2, 6, 1		1	5	0	2	0.0	0.0	0.25	0.0
7	6	0	0	3/8	1	1	IV	0.337233	-2.37443	/		G	I		IV	IV							M	0	0	0, 4, 1		0	0	2	2	0.5	0.25	0.25	0.5
7	6	1/4	1/4	3/8	1	1	ii7					G	I		ii7	ii		7					mm7	0	0	3, 0, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
8	7	0	0	3/8	1	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2	3	0.4	0.1875	0.3125	0.375
