mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	1	1	g.i	g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
2	1	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	0	2	0.0	0.0	0.5	0.0
2	1	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2.0	3.0	0	2	0.0	0.0	0.5	0.0
2	1	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
3	2	0	0	3/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	2	0.0	0.0	0.625	0.0
3	2	1/4	1/4	3/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	1	0.5	0.125	0.25	0.3333333333333333
3	2	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
4	3	0	0	3/4	1	1	ii%65	g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3.0	0.0	0	2	0.0	0.0	0.5	0.0
4	3	1/4	1/4	3/4	1	1	V(64)	g	i		V(64)	V			64				M	1	1	2, 1, -2		2.0	2.0	0	2	0.0	0.0	0.5	0.0
4	3	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.5	0.0
5	4	0	0	3/4	1	1	i\\	g	i		i	i						\\	m	1	1	1, -2, 2		1.0	1.0	3	5	0.375	0.125	1.375	0.08333333333333333
6	5	0	0	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	0.5	0.0
