mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	E.I{				E	I		I	I						{	M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.75	0.0
1	1	1/4	1/4	3/4	1	1	IV				E	I		IV	IV							M	0	0	3, 7, 4		3.0	3.0	1	2	0.3333333333333333	0.0	0.625	0.0
1	1	1/2	1/2	3/4	1	1	ii6				E	I		ii6	ii		6					m	0	0	3, 7, 6		6.0	3.0	1	1	0.5	0.125	0.25	0.3333333333333333
2	2	0	0	3/4	1	1	iii7				E	I		iii7	iii		7					mm7	0	0	8, 5, 9, 6		8.0	8.0	1	2	0.3333333333333333	0.0	0.5	0.0
2	2	1/4	1/4	3/4	1	1	I6				E	I		I6	I		6					M	0	0	8, 5, 4		4.0	8.0	0	6	0.0	0.0	1.75	0.0
3	3	0	0	3/4	1	1	ii7				E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6.0	6.0	1	2	0.3333333333333333	0.0	0.5	0.0
3	3	1/4	1/4	3/4	1	1	V43				E	I		V43	V		43					Mm7	0	0	6, 3, 5, 9		5.0	6.0	0	5	0.0	0.0	1.375	0.0
4	4	0	0	3/4	1	1	I|IAC}				E	I		I	I					IAC	}	M	0	0	4, 8, 5		4.0	4.0	2	9	0.18181818181818182	0.0	2.625	0.0
5	5	1/2	1/2	3/4	1	1	IV64				E	I		IV64	IV		64					M	0	0	4, 3, 7		3.0	4.0	0	2	0.0	0.0	0.375	0.0
6	6	0	0	3/4	1	1	vii%7				E	I		vii%7	vii	%	7					%7	0	0	9, 6, 3, 7		9.0	9.0	0	2	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/4	1	1	V6				E	I		V6	V		6					M	0	0	9, 6, 5		5.0	9.0	0	7	0.0	0.0	2.125	0.0
7	7	0	0	3/4	1	1	V43/V				E	I		V43/V	V		43		V			Mm7	0	0	7, 4, 6, 10		6.0	7.0	0	2	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.625	0.0
7	7	1/2	1/2	3/4	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	0	2	0.0	0.0	0.375	0.0
8	8	0	0	3/4	1	1	V|HC.SIM}				E	I		V	V					HC.SIM	}	M	0	0	5, 9, 6		5.0	5.0	1	7	0.125	0.0	3.75	0.0
9	9	0	0	3/4	1	1	V{				E	I		V	V						{	M	0	0	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.5	0.0
9	9	1/4	1/4	3/4	1	1	V2				E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	2	4	0.3333333333333333	0.1875	1.0625	0.15
10	10	0	0	3/4	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	4	5	0.4444444444444444	0.375	1.875	0.16666666666666666
11	11	0	0	3/4	1	1	ii7				E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6.0	6.0	1	4	0.2	0.0	1.0	0.0
11	11	1/4	1/4	3/4	1	1	V(64)	-0.912893	-4.70616	/	E	I		V(64)	V			64				M	0	0	5, 4, 8		5.0	5.0	0	2	0.0	0.0	0.875	0.0
11	11	1/2	1/2	3/4	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.375	0.0
12	12	0	0	3/4	1	1	I|IAC}	0	-4.09756	/	E	I		I	I					IAC	}	M	0	0	4, 8, 5		4.0	4.0	2	5	0.2857142857142857	0.0	1.5	0.0
13	13	0	0	3/4	1	1	ii.ii%43{	-1.44541	-4.40186	/	E	ii		ii%43	ii	%	43				{	%7	0	1	2, 6, 8, 5		8.0	2.0	1	6	0.14285714285714285	0.1875	1.8125	0.09375
14	14	0	0	3/4	1	1	V				E	ii		V	V							M	0	1	7, 11, 8		7.0	7.0	0	2	0.0	0.0	0.625	0.0
14	14	1/4	1/4	3/4	1	1	i6				E	ii		i6	i		6					m	0	1	3, 7, 6		6.0	3.0	0	2	0.0	0.0	0.375	0.0
14	14	1/2	1/2	3/4	1	1	VI				E	ii		VI	VI							M	0	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.5	0.0
15	15	0	0	3/4	1	1	ii%65				E	ii		ii%65	ii	%	65					%7	0	1	5, 2, 6, 8		8.0	5.0	0	4	0.0	0.0	0.75	0.0
15	15	1/4	1/4	3/4	1	1	V	0	-3.26074	/	E	ii		V	V							M	0	1	7, 11, 8		7.0	7.0	1	5	0.16666666666666666	0.125	1.75	0.06666666666666667
16	16	0	0	3/4	1	1	i|PAC}				E	ii		i	i					PAC	}	m	0	1	6, 3, 7		6.0	6.0	2	6	0.25	0.125	2.125	0.05555555555555555
17	17	0	0	3/4	1	1	I.V65{	0.0760745	-5.31475	/	E	I		V65	V		65				{	Mm7	0	0	9, 6, 3, 5		5.0	9.0	0	4	0.0	0.0	1.5	0.0
17	17	1/2	1/2	3/4	1	1	V7	0.0760745	-5.23868	/	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	2	0.3333333333333333	0.1875	0.3125	0.375
18	18	0	0	3/4	1	1	I	-0.228223	-4.63008	/	E	I		I	I							M	0	0	4, 8, 5		4.0	4.0	2	3	0.4	0.125	0.875	0.125
18	18	1/2	1/2	3/4	1	1	V6				E	I		V6	V		6					M	0	0	9, 6, 5		5.0	9.0	1	2	0.3333333333333333	0.0	0.5	0.0
19	19	0	0	3/4	1	1	vi				E	I		vi	vi							m	0	0	7, 4, 8		7.0	7.0	2	2	0.5	0.125	0.375	0.25
19	19	1/4	1/4	3/4	1	1	V65/V				E	I		V65/V	V		65		V			Mm7	0	0	10, 7, 4, 6		6.0	10.0	1	3	0.25	0.125	1.125	0.1
20	20	0	0	3/4	1	1	V|HC}				E	I		V	V					HC	}	M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	1.0	0.0
20	20	1/2	1/2	3/4	1	1	V2				E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	1	2	0.3333333333333333	0.0	0.5	0.0
21	21	0	0	3/4	1	1	V65/IV{				E	I		V65/IV	V		65		IV		{	Mm7	0	0	8, 5, 2, 4		4.0	8.0	0	5	0.0	0.0	1.5	0.0
21	21	1/2	1/2	3/4	1	1	V7/IV				E	I		V7/IV	V		7		IV			Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	2	0.3333333333333333	0.0625	0.4375	0.125
22	22	0	0	3/4	1	1	IV				E	I		IV	IV							M	0	0	3, 7, 4		3.0	3.0	1	2	0.3333333333333333	0.0	0.625	0.0
22	22	1/4	1/4	3/4	1	1	ii				E	I		ii	ii							m	0	0	6, 3, 7		6.0	6.0	0	2	0.0	0.0	0.375	0.0
22	22	1/2	1/2	3/4	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5.0	5.0	1	2	0.3333333333333333	0.0	0.5	0.0
