mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
14	14	0	0	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0	0.5	0.0
14	14	1/4	1/4	3/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.25	0.0
14	14	1/2	1/2	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.5	0.0
15	15	0	0	3/4	1	1	VI		g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.25	0.75	0.25
15	15	1/2	1/2	3/4	1	1	III.ii7		g	III		ii7	ii		7					mm7	1	0	0, -3, 1, -2		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
16	16	0	0	3/4	1	1	V		g	III		V	V							M	1	0	-1, 3, 0		-1	-1	2	6	0.25	0.25	1.25	0.16666666666666666
17	17	0	0	3/4	1	1	III6		g	III		III6	III		6					M	1	0	6, 3, 2		2	6	5	4	0.5555555555555556	0.625	0.625	0.5
18	18	0	0	3/4	1	1	vi		g	III		vi	vi							m	1	0	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
18	18	1/4	1/4	3/4	1	1	V65		g	III		V65	V		65					Mm7	1	0	3, 0, -3, -1		-1	3	1	2	0.3333333333333333	0.125	0.375	0.25
18	18	1/2	1/2	3/4	1	1	I		g	III		I	I							M	1	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0	0.5	0.0
19	19	0	0	3/4	1	1	ii65		g	III		ii65	ii		65					mm7	1	0	-3, 1, -2, 0		0	-3	1	2	0.3333333333333333	0.125	0.375	0.25
19	19	1/4	1/4	3/4	1	1	V		g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.625	0.0
19	19	1/2	1/2	3/4	1	1	V7		g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	1	0.5	0.125	0.25	0.3333333333333333
20	20	0	0	3/4	1	1	I\\	1	g	III		I	I						\\	M	1	0	-2, 2, -1		-2	-2	3	4	0.42857142857142855	0.375	1.125	0.25
21	20	0	0	3/4	1	1	I	2	g	III		I	I							M	1	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
21	20	1/4	1/4	3/4	1	1	i.III	2	g	i		III	III							M	1	1	-2, 2, -1		-2	-2	6	10	0.375	0.75	2.25	0.25
23	22	1/4	1/4	3/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.5	0.0
23	22	1/2	1/2	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
24	23	0	0	3/4	1	1	VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	2	0.0	0.0	0.5	0.0
24	23	1/4	1/4	3/4	1	1	ii%43		g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
24	23	1/2	1/2	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	3	0.0	0.0	0.5	0.0
25	24	0	0	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
25	24	1/4	1/4	3/4	1	1	v.i		g	v		i	i							m	1	1	2, -1, 3		2	2	6	10	0.375	0.75	2.25	0.25
27	26	1/4	1/4	3/4	1	1	i6		g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
27	26	1/2	1/2	3/4	1	1	i		g	v		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
28	27	0	0	3/4	1	1	VIM7		g	v		VIM7	VI	M	7					MM7	1	1	-2, 2, -1, 3		-2	-2	1	2	0.3333333333333333	0.125	0.375	0.25
28	27	1/4	1/4	3/4	1	1	ii%43		g	v		ii%43	ii	%	43					%7	1	1	-2, 2, 4, 1		4	-2	2	2	0.5	0.25	0.25	0.5
28	27	1/2	1/2	3/4	1	1	ii%65		g	v		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	0	4	0.0	0.0	0.5	0.0
29	28	0	0	3/4	1	1	V		g	v		V	V							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
29	28	1/4	1/4	3/4	1	1	i6		g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.25	0.0
29	28	3/8	3/8	3/4	1	1	V43		g	v		V43	V		43					Mm7	1	1	4, 1, 3, 7		3	4	0	2	0.0	0.0	0.25	0.0
29	28	1/2	1/2	3/4	1	1	i		g	v		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0	0.5	0.0
30	29	0	0	3/4	1	1	ii%65		g	v		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	1	2	0.3333333333333333	0.125	0.375	0.25
30	29	1/4	1/4	3/4	1	1	V(#64)		g	v		V(#64)	V			#64				M	1	1	3, 2, 4	6	3	3	0	3	0.0	0.0	0.875	0.0
30	29	1/2	1/2	3/4	1	1	V7		g	v		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	1	0.0	0.0	0.125	0.0
31	30	0	0	3/4	1	1	I\\		g	v		I	I						\\	M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
31	30	1/4	1/4	3/4	1	1	i.i		g	i		i	i							m	1	1	1, -2, 2		1	1	6	10	0.375	0.75	2.25	0.25
33	32	1/4	1/4	3/4	1	1	iv64		g	i		iv64	iv		64					m	1	1	1, 0, -3		0	1	2	4	0.3333333333333333	0.25	0.75	0.25
34	33	0	0	3/4	1	1	ii%2		g	i		ii%2	ii	%	2					%7	1	1	1, 3, 0, -3		3	1	0	2	0.0	0.0	0.5	0.0
34	33	1/4	1/4	3/4	1	1	III64		g	i		III64	III		64					M	1	1	-1, -2, 2		-2	-1	3	5	0.375	0.375	0.625	0.375
35	34	0	0	3/4	1	1	VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
35	34	1/4	1/4	3/4	1	1	ii%43		g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
35	34	5/8	5/8	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	2	0.0	0.0	0.25	0.0
36	35	0	0	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.0625	0.4375	0.125
36	35	1/4	1/4	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.9375	0.0625
37	36	0	0	3/4	1	1	V\\		g	i		V	V						\\	M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
37	36	1/4	1/4	3/4	1	1	v		g	i		v	v							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
38	37	0	0	3/4	1	1	#vi%2		g	i		#vi%2	#vi	%	2					%7	1	1	2, 4, 1, -2		4	2	0	2	0.0	0.0	0.5	0.0
38	37	1/4	1/4	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	2	6	0.25	0.25	0.75	0.25
39	38	0	0	3/4	1	1	III+7		g	i		III+7	III	+	7					+7	1	1	-2, 2, 6, -4		-2	-2	1	3	0.25	0.125	0.375	0.25
39	38	1/4	1/4	3/4	1	1	#vi%43		g	i		#vi%43	#vi	%	43					%7	1	1	-2, 2, 4, 1		4	-2	0	2	0.0	0.0	0.25	0.0
39	38	3/8	3/8	3/4	1	1	V43		g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
39	38	1/2	1/2	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0	0.5	0.0
40	39	0	0	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	3	0.0	0.0	0.5	0.0
40	39	1/4	1/4	3/4	1	1	V(4)		g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	2	0.0	0.0	0.625	0.0
40	39	1/2	1/2	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	1	1	0.5	0.125	0.25	0.3333333333333333
41	40	0	0	3/4	1	1	i\\		g	i		i	i						\\	m	1	1	1, -2, 2		1	1	6	12	0.3333333333333333	0.75	2.75	0.21428571428571427
43	42	1/4	1/4	3/4	1	1	iv64		g	i		iv64	iv		64					m	1	1	1, 0, -3		0	1	2	4	0.3333333333333333	0.25	0.75	0.25
44	43	0	0	3/4	1	1	ii%2		g	i		ii%2	ii	%	2					%7	1	1	1, 3, 0, -3		3	1	0	2	0.0	0.0	0.5	0.0
44	43	1/4	1/4	3/4	1	1	III64		g	i		III64	III		64					M	1	1	-1, -2, 2		-2	-1	3	5	0.375	0.375	0.625	0.375
45	44	0	0	3/4	1	1	VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	1	2	0.3333333333333333	0.125	0.5	0.2
45	44	1/4	1/4	3/4	1	1	ii%43		g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	0	1	0.0	0.0	0.125	0.0
45	44	3/8	3/8	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
45	44	1/2	1/2	3/4	1	1	ii%43		g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	1	2	0.3333333333333333	0.0	0.5	0.0
46	45	0	0	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	3	0.0	0.0	0.5	0.0
46	45	1/4	1/4	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.625	0.0
46	45	1/2	1/2	3/4	1	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	1	0.5	0.125	0.25	0.3333333333333333
47	46	0	0	3/4	1	1	i\\	1	g	i		i	i						\\	m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
48	20	0	0	3/4	1	1	III	1	g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.25	0.0
49	46	0	0	3/4	1	1	i\\	2	g	i		i	i						\\	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.5	0.0
