mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	1	1	a.i	0	-2.6	/	a	i		i	i							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.25	0.75	0.25
2	1	1/4	1/4	2/2	1	1	V43	0	-3.56504	/	a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	1	5	0.16666666666666666	0.0	0.5	0.0
2	1	1/2	1/2	2/2	1	1	i6				a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	2/2	1	1	ii%65				a	i		ii%65	ii	%	65					%7	1	1	2, -1, 3, 5		5	2	2	4	0.3333333333333333	0.125	0.375	0.25
3	2	0	0	2/2	1	1	V				a	i		V	V							M	1	1	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
3	2	1/4	1/4	2/2	1	1	i\\				a	i		i	i						\\	m	1	1	3, 0, 4		3	3	1	7	0.125	0.0	1.5	0.0
3	2	3/4	3/4	2/2	1	1	viio6/VII	-0.152149	-4.24971	/	a	i		viio6/VII	vii	o	6		VII			o	1	1	3, 0, 6		6	3	2	4	0.3333333333333333	0.125	0.375	0.25
4	3	0	0	2/2	1	1	VII	-0.152149	-1.96748	/	a	i		VII	VII							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
4	3	1/4	1/4	2/2	1	1	v6				a	i		v6	v		6					m	1	1	1, 5, 4		4	1	1	3	0.25	0.0	0.5	0.0
4	3	1/2	1/2	2/2	1	1	VIM7				a	i		VIM7	VI	M	7					MM7	1	1	-1, 3, 0, 4		-1	-1	0	4	0.0	0.0	1.0	0.0
4	3	3/4	3/4	2/2	1	1	iv6				a	i		iv6	iv		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
5	4	0	0	2/2	1	1	v7				a	i		v7	v		7					mm7	1	1	4, 1, 5, 2		4	4	0	4	0.0	0.0	1.0	0.0
5	4	1/4	1/4	2/2	1	1	III6				a	i		III6	III		6					M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.5	0.0
5	4	1/2	1/2	2/2	1	1	ii7	0.152149	-3.94541	/	a	i		ii7	ii		7					mm7	1	1	5, 2, 6, 3		5	5	3	3	0.5	0.5	0.75	0.4
5	4	7/8	7/8	2/2	1	1	iio6	-2.44829	-2.95905	/	a	i		iio6	ii	o	6					o	1	1	2, -1, 5		5	2	0	2	0.0	0.0	0.25	0.0
6	5	0	0	2/2	1	1	III.I				a	III		I	I							M	1	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0	0.5	0.0
6	5	1/4	1/4	2/2	1	1	ii65				a	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1	0	3	0.0	0.0	0.5	0.0
6	5	1/2	1/2	2/2	1	1	V				a	III		V	V							M	1	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
7	6	0	0	2/2	1	1	I\\				a	III		I	I						\\	M	1	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.25	1.75	0.125
7	6	1/2	1/2	2/2	1	1	iv/IV				a	III		iv/IV	iv				IV			m	1	0	-2, -5, -1		-2	-2	5	0	1.0	1.0	0.0	1.0
7	6	3/4	3/4	2/2	1	1	V2				a	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1	3	1	0.75	0.375	0.125	0.75
8	7	0	0	2/2	1	1	ii6				a	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
8	7	1/2	1/2	2/2	1	1	V43				a	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2	6	2	0.75	1.3125	0.1875	0.875
9	8	0	0	2/2	1	1	i\\				a	III		i	i						\\	m	1	0	0, -3, 1		0	0	7	1	0.875	0.875	0.125	0.875
9	8	1/2	1/2	2/2	1	1	iv65				a	III		iv65	iv		65					mm7	1	0	-4, 0, -3, -1		-1	-4	1	2	0.3333333333333333	0.125	0.375	0.25
9	8	3/4	3/4	2/2	1	1	ii%65				a	III		ii%65	ii	%	65					%7	1	0	-1, -4, 0, 2		2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
10	9	0	0	2/2	1	1	i				a	III		i	i							m	1	0	0, -3, 1		0	0	1	1	0.5	0.25	0.375	0.4
10	9	1/4	1/4	2/2	1	1	i2				a	III		i2	i		2					mm7	1	0	-2, 0, -3, 1		0	-2	2	2	0.5	0.08333333333333333	0.2916666666666667	0.2222222222222222
10	9	1/2	1/2	2/2	1	1	ii%43				a	III		ii%43	ii	%	43					%7	1	0	-4, 0, 2, -1		2	-4	0	4	0.0	0.0	1.0	0.0
11	9	0	0	2/2	1	1	V\\				a	III		V	V						\\	M	1	0	1, 5, 2		1	1	5	1	0.8333333333333334	2.0	0.5	0.8
12	9	0	1/2	2/2	1	1	v.i				a	v		i	i							m	1	1	4, 1, 5		4	4	2	5	0.2857142857142857	0.25	0.75	0.25
13	10	1/4	1/4	2/2	1	1	VII6	-0.68467	-3.33682	/	a	v		VII6	VII		6					M	1	1	6, 3, 2		2	6	1	5	0.16666666666666666	0.0	0.5	0.0
13	10	1/2	1/2	2/2	1	1	i6				a	v		i6	i		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	0.5	0.0
13	10	3/4	3/4	2/2	1	1	ii%65	-0.532521	-3.64112	/	a	v		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6	3	2	4	0.3333333333333333	0.125	0.375	0.25
14	11	0	0	2/2	1	1	V				a	v		V	V							M	1	1	5, 9, 6		5	5	1	3	0.25	0.0	0.5	0.0
