mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	1	0	0	3/2	1	1	E.I				E	I		I	I							M	0	0	4, 8, 5		4	4	2	5	0.2857142857142857	0.25	1.375	0.15384615384615385
2	1	1/2	1/2	3/2	1	1	ii65				E	I		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	3/2	1	1	I64				E	I		I64	I		64					M	0	0	5, 4, 8		4	5	0	2	0.0	0.0	0.5	0.0
2	1	1	1	3/2	1	1	IV6	-0.456447	-5.01046	/	E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.625	0.0
2	1	5/4	5/4	3/2	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	2	0.0	0.0	0.375	0.0
3	2	0	0	3/2	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	2	6	0.25	0.125	1.625	0.07142857142857142
3	2	3/4	3/4	3/2	1	1	V43/V	-1.82579	-3.1086	/	E	I		V43/V	V		43		V			Mm7	0	0	7, 4, 6, 10		6	7	0	3	0.0	0.0	0.75	0.0
3	2	1	1	3/2	1	1	V	0	-4.63008	/	E	I		V	V							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.875	0.0
3	2	5/4	5/4	3/2	1	1	vi6				E	I		vi6	vi		6					m	0	0	4, 8, 7		7	4	0	3	0.0	0.0	0.625	0.0
4	3	0	0	3/2	1	1	V\\				E	I		V	V						\\	M	0	0	5, 9, 6		5	5	1	8	0.1111111111111111	0.0	2.75	0.0
4	3	3/4	3/4	3/2	1	1	V2				E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5	3	0	2	0.0	0.0	0.5	0.0
4	3	1	1	3/2	1	1	I6				E	I		I6	I		6					M	0	0	8, 5, 4		4	8	1	2	0.3333333333333333	0.0	0.625	0.0
4	3	5/4	5/4	3/2	1	1	V43				E	I		V43	V		43					Mm7	0	0	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.375	0.0
5	4	0	0	3/2	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	4	5	0.4444444444444444	0.25	1.25	0.16666666666666666
5	4	3/4	3/4	3/2	1	1	vi				E	I		vi	vi							m	0	0	7, 4, 8		7	7	1	2	0.3333333333333333	0.0	0.5	0.0
5	4	1	1	3/2	1	1	I64	-0.68467	-3.94541	/	E	I		I64	I		64					M	0	0	5, 4, 8		4	5	0	2	0.0	0.0	0.625	0.0
5	4	5/4	5/4	3/2	1	1	V2				E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5	3	0	2	0.0	0.0	0.375	0.0
6	5	0	0	3/2	1	1	I6				E	I		I6	I		6					M	0	0	8, 5, 4		4	8	3	7	0.3	0.25	2.75	0.08333333333333333
6	5	3/4	3/4	3/2	1	1	ii65	-0.228223	-4.47794	/	E	I		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
7	6	0	0	3/2	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5	5	2	2	0.5	0.375	0.625	0.375
7	6	1/2	1/2	3/2	1	1	v6				E	I		v6	v		6					m	0	0	2, 6, 5		5	2	0	2	0.0	0.0	0.75	0.0
7	6	3/4	3/4	3/2	1	1	V2/IV	-0.912893	-5.01046	/	E	I		V2/IV	V		2		IV			Mm7	0	0	2, 4, 8, 5		4	2	0	2	0.0	0.0	0.5	0.0
7	6	1	1	3/2	1	1	IV6				E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	1	3	0.25	0.0	0.875	0.0
7	6	5/4	5/4	3/2	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.625	0.0
8	7	0	0	3/2	1	1	I	0.304298	-5.31475	/	E	I		I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	1.5	0.0
8	7	1/2	1/2	3/2	1	1	V\\	-0.0760745	-5.23868	/	E	I		V	V						\\	M	0	0	5, 9, 6		5	5	1	4	0.2	0.0	0.75	0.0
8	7	3/4	3/4	3/2	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	2	2	0.5	0.25	0.25	0.5
8	7	1	1	3/2	1	1	V.V43				E	V		V43	V		43					Mm7	0	0	7, 4, 6, 10		6	7	0	2	0.0	0.0	0.25	0.0
8	7	9/8	9/8	3/2	1	1	I				E	V		I	I							M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.25	0.0
8	7	5/4	5/4	3/2	1	1	V6				E	V		V6	V		6					M	0	0	10, 7, 6		6	10	2	2	0.5	0.25	0.25	0.5
9	8	0	0	3/2	1	1	V				E	V		V	V							M	0	0	6, 10, 7		6	6	2	6	0.25	0.25	1.5	0.14285714285714285
9	8	1/2	1/2	3/2	1	1	I6				E	V		I6	I		6					M	0	0	9, 6, 5		5	9	0	2	0.0	0.0	0.5	0.0
9	8	3/4	3/4	3/2	1	1	ii65				E	V		ii65	ii		65					mm7	0	0	4, 8, 5, 7		7	4	0	2	0.0	0.0	0.5	0.0
9	8	1	1	3/2	1	1	V(4)				E	V		V(4)	V			4				M	0	0	6, 5, 7		6	6	0	3	0.0	0.0	1.0	0.0
9	8	5/4	5/4	3/2	1	1	V	0	-4.78223	/	E	V		V	V							M	0	0	6, 10, 7		6	6	0	2	0.0	0.0	0.5	0.0
10	9	0	0	3/2	1	1	I\\				E	V		I	I						\\	M	0	0	5, 9, 6		5	5	0	15	0.0	0.0	6.125	0.0
12	10	0	0	3/2	1	1	I				E	V		I	I							M	0	0	5, 9, 6		5	5	3	7	0.3	0.375	2.375	0.13636363636363635
12	10	3/4	3/4	3/2	1	1	IV6				E	V		IV6	IV		6					M	0	0	8, 5, 4		4	8	2	2	0.5	0.25	0.25	0.5
12	10	1	1	3/2	1	1	IV				E	V		IV	IV							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.5	0.2
12	10	5/4	5/4	3/2	1	1	vi.i				E	vi		i	i							m	0	1	7, 4, 8		7	7	0	2	0.0	0.0	0.375	0.0
13	11	0	0	3/2	1	1	V				E	vi		V	V							M	0	1	8, 12, 9		8	8	0	2	0.0	0.0	0.75	0.0
13	11	1/4	1/4	3/2	1	1	V7				E	vi		V7	V		7					Mm7	0	1	8, 12, 9, 6		8	8	0	1	0.0	0.0	0.25	0.0
13	11	1/2	1/2	3/2	1	1	VI				E	vi		VI	VI							M	0	1	3, 7, 4		3	3	1	3	0.25	0.0	0.5	0.0
13	11	3/4	3/4	3/2	1	1	ii.III+				E	ii		III+	III	+						+	0	1	3, 7, 11		3	3	1	2	0.3333333333333333	0.125	0.375	0.25
13	11	1	1	3/2	1	1	i6				E	ii		i6	i		6					m	0	1	3, 7, 6		6	3	1	2	0.3333333333333333	0.0	0.625	0.0
13	11	5/4	5/4	3/2	1	1	V43				E	ii		V43	V		43					Mm7	0	1	8, 5, 7, 11		7	8	0	2	0.0	0.0	0.375	0.0
14	12	0	0	3/2	1	1	i	0.912893	-4.93438	/	E	ii		i	i							m	0	1	6, 3, 7		6	6	1	2	0.3333333333333333	0.0	0.625	0.0
14	12	1/4	1/4	3/2	1	1	V7(6)				E	ii		V7(6)	V		7	6				Mm7	0	1	7, 11, 3, 5		7	7	0	1	0.0	0.0	0.25	0.0
14	12	3/8	3/8	3/2	1	1	V7				E	ii		V7	V		7					Mm7	0	1	7, 11, 8, 5		7	7	0	1	0.0	0.0	0.125	0.0
14	12	1/2	1/2	3/2	1	1	VI				E	ii		VI	VI							M	0	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
14	12	3/4	3/4	3/2	1	1	ii65				E	ii		ii65	ii		65					mm7	0	1	5, 9, 6, 8		8	5	1	2	0.3333333333333333	0.125	0.375	0.25
14	12	1	1	3/2	1	1	V				E	ii		V	V							M	0	1	7, 11, 8		7	7	0	2	0.0	0.0	0.625	0.0
14	12	5/4	5/4	3/2	1	1	V2				E	ii		V2	V		2					Mm7	0	1	5, 7, 11, 8		7	5	1	1	0.5	0.125	0.25	0.3333333333333333
15	13	0	0	3/2	1	1	I.V6/V				E	I		V6/V	V		6		V			M	0	0	10, 7, 6		6	10	2	6	0.25	0.25	1.875	0.11764705882352941
15	13	3/4	3/4	3/2	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5	5	3	4	0.42857142857142855	0.5	1.0	0.3333333333333333
16	14	0	0	3/2	1	1	I6				E	I		I6	I		6					M	0	0	8, 5, 4		4	8	1	3	0.25	0.125	1.375	0.08333333333333333
16	14	1/2	1/2	3/2	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.75	0.0
16	14	3/4	3/4	3/2	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	3	4	0.42857142857142855	0.5	1.0	0.3333333333333333
17	15	0	0	3/2	1	1	vi				E	I		vi	vi							m	0	0	7, 4, 8		7	7	0	2	0.0	0.0	0.5	0.0
