mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	1/16	5/16	4/4	1	1	A.I				A	I		I	I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.125	0.0
1	0	1/8	3/8	4/4	1	1	viio6	0	-3	/	A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
1	0	1/4	1/2	4/4	1	1	I6				A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
1	0	3/8	5/8	4/4	1	1	I	0	-3	/	A	I		I	I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
1	0	1/2	3/4	4/4	1	1	V(4)				A	I		V(4)	V			4				M	0	0	4, 3, 5		4	4	0	2	0.0	0.0	0.25	0.0
1	0	5/8	7/8	4/4	1	1	V	0	-4.3	/	A	I		V	V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
2	1	0	0	4/4	1	1	vi				A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	2	0.0	0.0	0.25	0.0
2	1	1/8	1/8	4/4	1	1	IV6				A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
2	1	1/4	1/4	4/4	1	1	V65				A	I		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	5	0.0	0.0	0.5	0.0
2	1	1/2	1/2	4/4	1	1	I				A	I		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.25	0.0
2	1	5/8	5/8	4/4	1	1	IVM7				A	I		IVM7	IV	M	7					MM7	0	0	2, 6, 3, 7		2	2	0	3	0.0	0.0	0.25	0.0
2	1	3/4	3/4	4/4	1	1	V	0	-3.9	/	A	I		V	V							M	0	0	4, 8, 5		4	4	1	4	0.2	0.0625	0.6875	0.08333333333333333
3	2	0	0	4/4	1	1	I\\				A	I		I	I						\\	M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.75	0.0
3	2	1/4	1/4	4/4	1	1	vi6	0	-4.9	/	A	I		vi6	vi		6					m	0	0	3, 7, 6		6	3	1	3	0.25	0.0625	0.4375	0.125
3	2	1/2	1/2	4/4	1	1	viio7	0	-5.6	/	A	I		viio7	vii	o	7					o7	0	0	8, 5, 2, -1		8	8	2	3	0.4	0.1875	0.4375	0.3
3	2	3/4	3/4	4/4	1	1	V6	0	-4.9	/	A	I		V6	V		6					M	0	0	8, 5, 4		4	8	0	1	0.0	0.0	0.25	0.0
