mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	4/4	1	1	E.I{	-1.46134	-3.39105	/	E	I		I	I						{	M	0	0	4, 8, 5		4	4	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
2	1	0	0	4/4	1	1	V6				E	I		V6	V		6					M	0	0	9, 6, 5		5	9	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
2	1	1/2	1/2	4/4	1	1	vi7				E	I		vi7	vi		7					mm7	0	0	7, 4, 8, 5		7	7	1	3	0.25	0.0625	0.4375	0.125
2	1	3/4	3/4	4/4	1	1	IV6				E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
3	2	0	0	4/4	1	1	V7				E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	1	4	0.2	0.0625	0.4375	0.125
3	2	1/4	1/4	4/4	1	1	I64				E	I		I64	I		64					M	0	0	5, 4, 8		4	5	3	3	0.5	0.1875	0.1875	0.5
3	2	1/2	1/2	4/4	1	1	I6				E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	2	0.0	0.0	0.25	0.0
3	2	5/8	5/8	4/4	1	1	ii65	0	-3.7	/	E	I		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	3/4	3/4	4/4	1	1	V(4)				E	I		V(4)	V			4				M	0	0	5, 4, 6		5	5	0	2	0.0	0.0	0.4375	0.0
3	2	7/8	7/8	4/4	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5	5	1	0	1.0	0.0625	0.0	1.0
4	3	0	0	4/4	1	1	I|PAC}				E	I		I	I					PAC	}	M	0	0	4, 8, 5		4	4	4	5	0.4444444444444444	0.25	0.625	0.2857142857142857
4	3	1/2	1/2	4/4	1	1	I6				E	I		I6	I		6					M	0	0	8, 5, 4		4	8	2	7	0.2222222222222222	0.125	0.8125	0.13333333333333333
5	4	0	0	4/4	1	1	V43				E	I		V43	V		43					Mm7	0	0	6, 3, 5, 9		5	6	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
5	4	3/8	3/8	4/4	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	2	0.0	0.0	0.25	0.0
5	4	1/2	1/2	4/4	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
5	4	3/4	3/4	4/4	1	1	IV				E	I		IV	IV							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	7/8	7/8	4/4	1	1	IV6				E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	0	0	4/4	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	2	0.0	0.0	0.25	0.0
6	5	1/8	1/8	4/4	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/4	1/4	4/4	1	1	ii2				E	I		ii2	ii		2					mm7	0	0	4, 6, 3, 7		6	4	0	2	0.0	0.0	0.25	0.0
6	5	3/8	3/8	4/4	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	2	0.0	0.0	0.25	0.0
6	5	1/2	1/2	4/4	1	1	I|IAC}				E	I		I	I					IAC	}	M	0	0	4, 8, 5		4	4	5	9	0.35714285714285715	0.3125	0.875	0.2631578947368421
7	6	1/4	1/4	4/4	1	1	V				E	I		V	V							M	0	0	5, 9, 6		5	5	2	6	0.25	0.125	0.375	0.25
7	6	1/2	1/2	4/4	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
7	6	5/8	5/8	4/4	1	1	IV6				E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	1	2	0.3333333333333333	0.0	0.25	0.0
7	6	3/4	3/4	4/4	1	1	V65				E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	2	0.0	0.0	0.25	0.0
7	6	7/8	7/8	4/4	1	1	I				E	I		I	I							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
8	7	0	0	4/4	1	1	V|HC.SIM}				E	I		V	V					HC.SIM	}	M	0	0	5, 9, 6		5	5	4	5	0.4444444444444444	0.25	0.625	0.2857142857142857
8	7	1/2	1/2	4/4	1	1	V.I				E	V		I	I							M	0	0	5, 9, 6		5	5	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
9	8	0	0	4/4	1	1	V6				E	V		V6	V		6					M	0	0	10, 7, 6		6	10	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
9	8	1/2	1/2	4/4	1	1	vi7				E	V		vi7	vi		7					mm7	0	0	8, 5, 9, 6		8	8	1	3	0.25	0.0625	0.4375	0.125
9	8	3/4	3/4	4/4	1	1	IV6				E	V		IV6	IV		6					M	0	0	8, 5, 4		4	8	2	2	0.5	0.125	0.125	0.5
10	9	0	0	4/4	1	1	V				E	V		V	V							M	0	0	6, 10, 7		6	6	2	5	0.2857142857142857	0.125	0.5	0.2
10	9	3/8	3/8	4/4	1	1	I				E	V		I	I							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
10	9	1/2	1/2	4/4	1	1	I6				E	V		I6	I		6					M	0	0	9, 6, 5		5	9	2	3	0.4	0.125	0.375	0.25
10	9	3/4	3/4	4/4	1	1	I64				E	V		I64	I		64					M	0	0	6, 5, 9		5	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
10	9	7/8	7/8	4/4	1	1	I				E	V		I	I							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	10	0	0	4/4	1	1	V43				E	V		V43	V		43					Mm7	0	0	7, 4, 6, 10		6	7	1	4	0.2	0.0625	0.4375	0.125
11	10	1/4	1/4	4/4	1	1	V7				E	V		V7	V		7					Mm7	0	0	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.25	0.0
11	10	3/8	3/8	4/4	1	1	V65				E	V		V65	V		65					Mm7	0	0	10, 7, 4, 6		6	10	0	3	0.0	0.0	0.25	0.0
11	10	1/2	1/2	4/4	1	1	I				E	V		I	I							M	0	0	5, 9, 6		5	5	0	2	0.0	0.0	0.25	0.0
11	10	5/8	5/8	4/4	1	1	IV				E	V		IV	IV							M	0	0	4, 8, 5		4	4	2	2	0.5	0.125	0.125	0.5
11	10	3/4	3/4	4/4	1	1	vi				E	V		vi	vi							m	0	0	8, 5, 9		8	8	4	4	0.5	0.25	0.25	0.5
12	11	0	0	4/4	1	1	V				E	V		V	V							M	0	0	6, 10, 7		6	6	3	5	0.375	0.1875	0.3125	0.375
12	11	1/4	1/4	4/4	1	1	I6				E	V		I6	I		6					M	0	0	9, 6, 5		5	9	4	4	0.5	0.25	0.25	0.5
12	11	1/2	1/2	4/4	1	1	I				E	V		I	I							M	0	0	5, 9, 6		5	5	4	4	0.5	0.25	0.25	0.5
12	11	3/4	3/4	4/4	1	1	V				E	V		V	V							M	0	0	6, 10, 7		6	6	1	3	0.25	0.0625	0.4375	0.125
13	12	0	0	4/4	1	1	I|PAC}				E	V		I	I					PAC	}	M	0	0	5, 9, 6		5	5	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
13	12	1/2	1/2	4/4	1	1	V6				E	V		V6	V		6					M	0	0	10, 7, 6		6	10	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
14	13	0	0	4/4	1	1	vi7				E	V		vi7	vi		7					mm7	0	0	8, 5, 9, 6		8	8	1	3	0.25	0.0625	0.4375	0.125
14	13	1/4	1/4	4/4	1	1	IV6				E	V		IV6	IV		6					M	0	0	8, 5, 4		4	8	3	4	0.42857142857142855	0.1875	0.25	0.42857142857142855
14	13	1/2	1/2	4/4	1	1	I6				E	V		I6	I		6					M	0	0	9, 6, 5		5	9	2	6	0.25	0.125	0.375	0.25
14	13	3/4	3/4	4/4	1	1	V				E	V		V	V							M	0	0	6, 10, 7		6	6	0	2	0.0	0.0	0.3125	0.0
14	13	7/8	7/8	4/4	1	1	V7				E	V		V7	V		7					Mm7	0	0	6, 10, 7, 4		6	6	1	1	0.5	0.0625	0.125	0.3333333333333333
15	14	0	0	4/4	1	1	I|PAC}				E	V		I	I					PAC	}	M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	1.0	0.0
16	14	1/8	1/2	4/4	1	1	vi.iv				E	vi		iv	iv							m	0	1	6, 3, 7		6	6	2	4	0.3333333333333333	0.125	0.375	0.25
16	14	3/8	3/4	4/4	1	1	iv6				E	vi		iv6	iv		6					m	0	1	3, 7, 6		6	3	0	2	0.0	0.0	0.25	0.0
16	14	1/2	7/8	4/4	1	1	iv				E	vi		iv	iv							m	0	1	6, 3, 7		6	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	15	0	0	4/4	1	1	i				E	vi		i	i							m	0	1	7, 4, 8		7	7	0	2	0.0	0.0	0.25	0.0
17	15	1/8	1/8	4/4	1	1	i6				E	vi		i6	i		6					m	0	1	4, 8, 7		7	4	2	2	0.5	0.125	0.125	0.5
17	15	1/4	1/4	4/4	1	1	i				E	vi		i	i							m	0	1	7, 4, 8		7	7	4	4	0.5	0.25	0.25	0.5
17	15	1/2	1/2	4/4	1	1	VIM7				E	vi		VIM7	VI	M	7					MM7	0	1	3, 7, 4, 8		3	3	2	3	0.4	0.0625	0.4375	0.125
17	15	3/4	3/4	4/4	1	1	ii%43				E	vi		ii%43	ii	%	43					%7	0	1	3, 7, 9, 6		9	3	0	2	0.0	0.0	0.3125	0.0
17	15	7/8	7/8	4/4	1	1	ii%65				E	vi		ii%65	ii	%	65					%7	0	1	6, 3, 7, 9		9	6	0	2	0.0	0.0	0.1875	0.0
18	16	0	0	4/4	1	1	V				E	vi		V	V							M	0	1	8, 12, 9		8	8	0	2	0.0	0.0	0.25	0.0
18	16	1/8	1/8	4/4	1	1	i6				E	vi		i6	i		6					m	0	1	4, 8, 7		7	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
18	16	1/4	1/4	4/4	1	1	i				E	vi		i	i							m	0	1	7, 4, 8		7	7	2	3	0.4	0.125	0.5	0.2
18	16	1/2	1/2	4/4	1	1	IV7				E	vi		IV7	IV		7					Mm7	0	1	6, 10, 7, 4		6	6	0	1	0.0	0.0	0.125	0.0
18	16	5/8	5/8	4/4	1	1	ii				E	vi		ii	ii							m	0	1	9, 6, 10		9	9	1	2	0.3333333333333333	0.0625	0.1875	0.25
18	16	3/4	3/4	4/4	1	1	V6				E	vi		V6	V		6					M	0	1	12, 9, 8		8	12	2	3	0.4	0.125	0.375	0.25
