mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	1	1	D.IV{		D	I		IV	IV						{	M	0	0	1, 5, 2		1	1	8	9	0.47058823529411764	1.0	2.0	0.3333333333333333
2	2	0	0	4/4	1	1	I6		D	I		I6	I		6					M	0	0	6, 3, 2		2	6	3	9	0.25	0.375	2.625	0.125
3	3	0	0	4/4	1	1	ii7		D	I		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4	4	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
3	3	1/2	1/2	4/4	1	1	V43		D	I		V43	V		43					Mm7	0	0	4, 1, 3, 7		3	4	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
4	4	0	0	4/4	1	1	I|IAC}		D	I		I	I					IAC	}	M	0	0	2, 6, 3		2	2	6	12	0.3333333333333333	0.75	4.5	0.14285714285714285
6	6	0	0	4/4	1	1	V(4)		D	I		V(4)	V			4				M	0	0	3, 2, 4		3	3	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	4/4	1	1	V6		D	I		V6	V		6					M	0	0	7, 4, 3		3	7	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
7	7	0	0	4/4	1	1	V.V(4)		D	V		V(4)	V			4				M	0	0	4, 3, 5		4	4	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
7	7	1/2	1/2	4/4	1	1	V		D	V		V	V							M	0	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
8	8	0	0	4/4	1	1	I(9)		D	V		I(9)	I			9				M	0	0	3, 7, 4	5	3	3	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
8	8	1/2	1/2	4/4	1	1	I6		D	V		I6	I		6					M	0	0	7, 4, 3		3	7	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
9	9	0	0	4/4	1	1	IV(9)		D	V		IV(9)	IV			9				M	0	0	2, 6, 3	4	2	2	1	5	0.16666666666666666	0.125	1.875	0.0625
9	9	1/2	1/2	4/4	1	1	ii		D	V		ii	ii							m	0	0	5, 2, 6		5	5	1	4	0.2	0.125	0.875	0.125
10	10	0	0	4/4	1	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
10	10	1/2	1/2	4/4	1	1	I		D	V		I	I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
11	11	0	0	4/4	1	1	ii65		D	V		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
11	11	1/2	1/2	4/4	1	1	V		D	V		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	1.25	0.0
