mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	4/4	1	1	G.I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	2	4	0.3333333333333333	0.0625	0.8125	0.07142857142857142
2	1	1/4	1/4	4/4	1	1	IVM7(9)	0	-3.72953	/		G	I		IVM7(9)	IV	M	7	9				MM7	0	0	0, 4, 1, 5	2	0.0	0.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
2	1	1/2	1/2	4/4	1	1	ii43					G	I		ii43	ii		43					mm7	0	0	4, 1, 3, 0		3.0	4.0	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	4/4	1	1	ii65					G	I		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3.0	0.0	0	2	0.0	0.0	0.375	0.0
3	2	0	0	4/4	1	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2.0	2.0	2	5	0.2857142857142857	0.0625	0.9375	0.0625
3	2	1/2	1/2	4/4	1	1	I6					G	I		I6	I		6					M	0	0	5, 2, 1		1.0	5.0	1	3	0.25	0.0625	0.8125	0.07142857142857142
4	3	0	0	4/4	1	1	ii65					G	I		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3.0	0.0	0	3	0.0	0.0	1.0	0.0
4	3	1/2	1/2	4/4	1	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.625	0.0
4	3	3/4	3/4	4/4	1	1	V7					G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	2	0.0	0.0	0.375	0.0
5	4	0	0	4/4	1	1	I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.0	0.0
5	4	1/2	1/2	4/4	1	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.625	0.0
5	4	3/4	3/4	4/4	1	1	vi.i6	0.137707	-2.63771	/		G	vi		i6	i		6					m	0	1	1, 5, 4		4.0	1.0	0	2	0.0	0.0	0.25	0.0
6	5	0	0	4/4	1	1	ii%7					G	vi		ii%7	ii	%	7					%7	0	1	6, 3, 0, 4		6.0	6.0	1	2	0.3333333333333333	0.125	0.875	0.125
