mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	6/4	1	1	C.I{				C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.25	0.75	0.25
2	1	1/2	1/2	6/4	1	1	ii65				C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	2	0.0	0.0	0.5	0.0
2	1	3/4	3/4	6/4	1	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
2	1	1	1	6/4	1	1	IV6				C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.75	0.0
2	1	11/8	11/8	6/4	1	1	V65				C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	2	0.0	0.0	0.25	0.0
3	2	0	0	6/4	1	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
3	2	3/4	3/4	6/4	1	1	V43/V				C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.5	0.0
3	2	1	1	6/4	1	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.625	0.0
3	2	5/4	5/4	6/4	1	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.375	0.0
4	3	0	0	6/4	1	1	V|HC.SIM}				C	I		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1	1	4	0.2	0.0	1.5	0.0
4	3	3/4	3/4	6/4	1	1	V2{				C	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.5	0.0
4	3	1	1	6/4	1	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.0	0.625	0.0
4	3	5/4	5/4	6/4	1	1	V43				C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2	0	2	0.0	0.0	0.375	0.0
5	4	0	0	6/4	1	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	3	5	0.375	0.25	1.25	0.16666666666666666
5	4	3/4	3/4	6/4	1	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	2	3	0.4	0.25	0.875	0.2222222222222222
5	4	5/4	5/4	6/4	1	1	V2				C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.375	0.0
6	5	0	0	6/4	1	1	I6	0	-5.1	/	C	I		I6	I		6					M	0	0	4, 1, 0		0	4	3	5	0.375	0.25	1.25	0.16666666666666666
6	5	3/4	3/4	6/4	1	1	ii65				C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	4	8	0.3333333333333333	0.5	1.0	0.3333333333333333
7	6	0	0	6/4	1	1	V				C	I		V	V							M	0	0	1, 5, 2		1	1	2	2	0.5	0.25	0.75	0.25
7	6	1/2	1/2	6/4	1	1	v6				C	I		v6	v		6					m	0	0	-2, 2, 1		1	-2	0	2	0.0	0.0	0.75	0.0
7	6	3/4	3/4	6/4	1	1	V2/IV				C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2	0	1	0.0	0.0	0.25	0.0
7	6	1	1	6/4	1	1	IV6				C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0	0.625	0.0
7	6	5/4	5/4	6/4	1	1	V65				C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	2	0.0	0.0	0.375	0.0
8	7	0	0	6/4	1	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	1.0	0.0
8	7	1/2	1/2	6/4	1	1	V|HC.SIM}				C	I		V	V					HC.SIM	}	M	0	0	1, 5, 2		1	1	1	3	0.25	0.0	0.5	0.0
8	7	3/4	3/4	6/4	1	1	I{				C	I		I	I						{	M	0	0	0, 4, 1		0	0	2	2	0.5	0.25	0.25	0.5
8	7	1	1	6/4	1	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	2	2	0.5	0.25	0.25	0.5
8	7	5/4	5/4	6/4	1	1	V.V6				C	V		V6	V		6					M	0	0	6, 3, 2		2	6	2	2	0.5	0.25	0.25	0.5
9	8	0	0	6/4	1	1	V				C	V		V	V							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
9	8	1/2	1/2	6/4	1	1	I6				C	V		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
9	8	3/4	3/4	6/4	1	1	ii65				C	V		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	2	0.0	0.0	0.5	0.0
9	8	1	1	6/4	1	1	V(4)				C	V		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	2	0.0	0.0	0.5	0.0
9	8	5/4	5/4	6/4	1	1	V7				C	V		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.5	0.0
10	9	0	0	6/4	1	1	I|PAC}				C	V		I	I					PAC	}	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	2.5	0.0
11	9	0	11/8	6/4	1	1	I.V{				C	I		V	V						{	M	0	0	1, 5, 2		1	1	3	5	0.375	0.375	1.125	0.25
12	10	3/4	3/4	6/4	1	1	I6				C	I		I6	I		6					M	0	0	4, 1, 0		0	4	2	2	0.5	0.25	0.25	0.5
12	10	1	1	6/4	1	1	I				C	I		I	I							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.125	0.5	0.2
12	10	5/4	5/4	6/4	1	1	vi				C	I		vi	vi							m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.375	0.0
13	11	0	0	6/4	1	1	V(4)/vi				C	I		V(4)/vi	V			4	vi			M	0	0	4, 3, 5		4	4	0	2	0.0	0.0	1.0	0.0
13	11	1/4	1/4	6/4	1	1	V7/vi				C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4						
13	11	1/2	1/2	6/4	1	1	IV				C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.0	0.5	0.0
13	11	3/4	3/4	6/4	1	1	ii.V2				C	ii		V2	V		2					Mm7	0	1	1, 3, 7, 4		3	1	0	2	0.0	0.0	0.5	0.0
