mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	1	1	g.i{				g	i		i	i						{	m	1	1	1, -2, 2		1	1	1	7	0.125	0.25	2.75	0.08333333333333333
2	2	0	0	2/2	1	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	1.5	0.0
2	2	1/2	1/2	2/2	1	1	IV6				g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.75	0.0
2	2	3/4	3/4	2/2	1	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	3	0.25	0.125	0.625	0.16666666666666666
3	3	0	0	2/2	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.0	0.0
3	3	1/4	1/4	2/2	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.5	0.0
3	3	1/2	1/2	2/2	1	1	ii%65				g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	3	0.0	0.0	0.75	0.0
3	3	3/4	3/4	2/2	1	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	2	3	0.4	0.25	0.5	0.3333333333333333
4	4	0	0	2/2	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	4	5	0.4444444444444444	0.25	1.25	0.16666666666666666
4	4	1/2	1/2	2/2	1	1	ii%43				g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	0	3	0.0	0.0	1.0	0.0
4	4	3/4	3/4	2/2	1	1	ii%65				g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	1	2	0.3333333333333333	0.125	0.375	0.25
5	5	0	0	2/2	1	1	V}				g	i		V	V						}	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	1.5	0.0
5	5	1/2	1/2	2/2	1	1	V2				g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	2	3	0.4	0.375	0.625	0.375
6	6	0	0	2/2	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
6	6	1/2	1/2	2/2	1	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
7	7	0	0	2/2	1	1	I|IAC}				g	i		I	I					IAC	}	M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
7	7	1/2	1/2	2/2	1	1	iv.V2{				g	iv		V2	V		2				{	Mm7	1	1	-1, 1, 5, 2		1	-1	1	4	0.2	0.125	0.875	0.125
8	8	0	0	2/2	1	1	i6				g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
8	8	1/2	1/2	2/2	1	1	V65				g	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
9	9	0	0	2/2	1	1	I}				g	iv		I	I						}	M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	1.5	0.0
9	9	1/2	1/2	2/2	1	1	VII.IV6				g	VII		IV6	IV		6					M	1	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.75	0.0
9	9	3/4	3/4	2/2	1	1	V65				g	VII		V65	V		65					Mm7	1	0	4, 1, -2, 0		0	4	1	3	0.25	0.125	0.625	0.16666666666666666
10	10	0	0	2/2	1	1	I				g	VII		I	I							M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
10	10	1/4	1/4	2/2	1	1	I6				g	VII		I6	I		6					M	1	0	3, 0, -1		-1	3	2	3	0.4	0.25	0.5	0.3333333333333333
10	10	1/2	1/2	2/2	1	1	V(4)				g	VII		V(4)	V			4				M	1	0	0, -1, 1		0	0	0	3	0.0	0.0	1.25	0.0
10	10	3/4	3/4	2/2	1	1	V				g	VII		V	V							M	1	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
11	11	0	0	2/2	1	1	I}				g	VII		I	I						}	M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.5	0.0
11	11	1/2	1/2	2/2	1	1	i.iio64				g	i		iio64	ii	o	64					o	1	1	-3, 3, 0		3	-3	0	3	0.0	0.0	0.875	0.0
11	11	3/4	3/4	2/2	1	1	#viio6/iv				g	i		#viio6/iv	#vii	o	6		iv			o	1	1	2, -1, 5		5	2	0	3	0.0	0.0	0.625	0.0
12	12	0	0	2/2	1	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	6	3	0.6666666666666666	0.625	0.875	0.4166666666666667
12	12	1/2	1/2	2/2	1	1	iv6				g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.75	0.0
12	12	3/4	3/4	2/2	1	1	ii%65				g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	1	3	0.25	0.125	0.625	0.16666666666666666
13	13	0	0	2/2	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.0	1.125	0.0
13	13	3/8	3/8	2/2	1	1	V43/VII				g	i		V43/VII	V		43		VII			Mm7	1	1	1, -2, 0, 4		0	1	0	3	0.0	0.0	0.375	0.0
13	13	1/2	1/2	2/2	1	1	VII				g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	1	3	0.25	0.0	0.75	0.0
13	13	3/4	3/4	2/2	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.0	0.75	0.0
14	14	0	0	2/2	1	1	VIM7				g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	3	3	0.5	0.25	1.25	0.16666666666666666
14	14	1/2	1/2	2/2	1	1	ii%43				g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	3	7	0.3	0.16666666666666666	1.3333333333333333	0.1111111111111111
15	15	0	0	2/2	1	1	V|HC.PHR}				g	i		V	V					HC.PHR	}	M	1	1	2, 6, 3		2	2	1	3	0.25	0.0	1.5	0.0
16	16	0	0	6/4	1	1	V{				g	i		V	V						{	M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	2.0	0.0
16	16	1/2	1/2	6/4	1	1	i64				g	i		i64	i		64					m	1	1	2, 1, -2		1	2	0	2	0.0	0.0	1.5	0.0
16	16	3/4	3/4	6/4	1	1	V7	0.137707	-3.05083	/	g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	1.0	0.0
17	17	0	0	6/4	1	1	iv.III+				g	iv		III+	III	+						+	1	1	-3, 1, 5		-3	-3	0	3	0.0	0.0	2.0	0.0
17	17	1/2	1/2	6/4	1	1	#vio64				g	iv		#vio64	#vi	o	64					o	1	1	-3, 3, 0		3	-3	0	2	0.0	0.0	1.0	0.0
17	17	1	1	6/4	1	1	#viio6				g	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	0	3	0.0	0.0	1.5	0.0
18	18	0	0	6/4	1	1	i				g	iv		i	i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	1.5	0.0
18	18	1/2	1/2	6/4	1	1	V				g	iv		V	V							M	1	1	1, 5, 2		1	1	0	6	0.0	0.0	3.0	0.0
19	19	0	0	6/4	1	1	i|IAC}				g	iv		i	i					IAC	}	m	1	1	0, -3, 1		0	0	2	3	0.4	0.0	1.5	0.0
19	19	1/2	1/2	6/4	1	1	IV				g	iv		IV	IV							M	1	1	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.5	1.5	0.25
20	20	0	0	6/4	1	1	III.I6{				g	III		I6	I		6				{	M	1	0	2, -1, -2		-2	2	6	8	0.42857142857142855	1.5	3.0	0.3333333333333333
21	21	0	0	6/4	1	1	IV				g	III		IV	IV							M	1	0	-3, 1, -2		-3	-3	3	5	0.375	0.75	2.75	0.21428571428571427
22	22	0	0	6/4	1	1	ii				g	III		ii	ii							m	1	0	0, -3, 1		0	0	7	7	0.5	2.0	2.5	0.4444444444444444
23	23	0	0	6/4	1	1	V				g	III		V	V							M	1	0	-1, 3, 0		-1	-1	2	6	0.25	0.5	2.5	0.16666666666666666
23	23	1	1	6/4	1	1	I6				g	III		I6	I		6					M	1	0	2, -1, -2		-2	2	0	3	0.0	0.0	1.5	0.0
24	24	0	0	6/4	1	1	I				g	III		I	I							M	1	0	-2, 2, -1		-2	-2	2	3	0.4	0.5	1.0	0.3333333333333333
24	24	1/2	1/2	6/4	1	1	V				g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	2.0	0.0
24	24	1	1	6/4	1	1	V7				g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	2	1	0.6666666666666666	0.5	0.5	0.5
25	25	0	0	6/4	1	1	I|PAC}				g	III		I	I					PAC	}	M	1	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	3.0	0.0
26	26	0	0	6/4	1	1	I{				g	III		I	I						{	M	1	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.5	0.0
