mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	g.i	g	i		i	i							m	1	1	1, -2, 2		1	1	1	4	0.2	0.25	1.125	0.18181818181818182
2	2	1/4	1/4	3/4	1	1	ii%43	g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	0	2	0.0	0.0	0.375	0.0
2	2	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
3	3	0	0	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.5	0.0
3	3	1/2	1/2	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.5	0.0
4	4	0	0	3/4	1	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	3, 0, -3, 1		3	3	0	2	0.0	0.0	0.875	0.0
4	4	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	1	0.0	0.0	0.125	0.0
4	4	1/2	1/2	3/4	1	1	i\\	g	i		i	i						\\	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
5	5	0	0	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.25	0.75	0.25
6	6	0	0	3/4	1	1	ii%43	g	i		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3	-3	0	2	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/4	1	1	i64	g	i		i64	i		64					m	1	1	2, 1, -2		1	2	0	2	0.0	0.0	0.5	0.0
6	6	1/2	1/2	3/4	1	1	V2	g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	2	0.0	0.0	0.5	0.0
7	7	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.625	0.0
7	7	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
8	8	0	0	3/4	1	1	V\\	g	i		V	V						\\	M	1	1	2, 6, 3		2	2	1	4	0.2	0.0	1.5	0.0
9	9	0	0	3/4	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	2	3	0.4	0.0	0.75	0.0
