mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	e.i					e	i		i	i							m	1	1	4, 1, 5		4	4	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
2	2	0	0	3/4	1	1	V43					e	i		V43	V		43					Mm7	1	1	6, 3, 5, 9		5	6	4	6	0.4	0.375	1.125	0.25
3	3	0	0	3/4	1	1	i6					e	i		i6	i		6					m	1	1	1, 5, 4		4	1	3	5	0.375	0.375	0.75	0.3333333333333333
3	3	1/2	1/2	3/4	1	1	ii%65					e	i		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6	3	0	3	0.0	0.0	0.375	0.0
4	4	0	0	3/4	1	1	V\\					e	i		V	V						\\	M	1	1	5, 9, 6		5	5	4	5	0.4444444444444444	0.375	1.125	0.25
5	5	0	0	3/4	1	1	V6/iv					e	i		V6/iv	V		6		iv			M	1	1	8, 5, 4		4	8	0	3	0.0	0.0	0.75	0.0
5	5	1/4	1/4	3/4	1	1	V65/iv					e	i		V65/iv	V		65		iv			Mm7	1	1	8, 5, 2, 4		4	8	0	1	0.0	0.0	0.375	0.0
5	5	1/2	1/2	3/4	1	1	V7/iv					e	i		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
6	6	0	0	3/4	1	1	iv					e	i		iv	iv							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.0	0.75	0.0
6	6	1/4	1/4	3/4	1	1	IV					e	i		IV	IV							M	1	1	3, 7, 4		3	3	0	1	0.0	0.0	0.375	0.0
