mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	4/4	1	1	g.i	g	i		i	i							m	1	1	1, -2, 2		1	1	3	5	0.375	0.25	0.5	0.3333333333333333
2	1	0	0	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.375	0.25
2	1	1/4	1/4	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	1	0.0	0.0	0.125	0.0
2	1	3/8	3/8	4/4	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
2	1	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	4	4	0.5	0.375	0.5	0.42857142857142855
3	2	0	0	4/4	1	1	III	g	i		III	III							M	1	1	-2, 2, -1		-2	-2	2	2	0.5	0.125	0.375	0.25
3	2	1/4	1/4	4/4	1	1	v6	g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	2	2	0.5	0.1875	0.1875	0.5
3	2	1/2	1/2	4/4	1	1	III6	g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	4	6	0.4	0.25	0.625	0.2857142857142857
4	3	0	0	4/4	1	1	III.V	g	III		V	V							M	1	0	-1, 3, 0		-1	-1	5	5	0.5	0.3125	0.5625	0.35714285714285715
4	3	1/2	1/2	4/4	1	1	V65	g	III		V65	V		65					Mm7	1	0	3, 0, -3, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	3	5/8	5/8	4/4	1	1	V7	g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.25	0.0
4	3	3/4	3/4	4/4	1	1	I	g	III		I	I							M	1	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	3	7/8	7/8	4/4	1	1	VII.ii7	g	VII		ii7	ii		7					mm7	1	0	1, -2, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
5	4	0	0	4/4	1	1	V	g	VII		V	V							M	1	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
5	4	1/4	1/4	4/4	1	1	V/V	g	VII		V/V	V				V			M	1	0	1, 5, 2		1	1	5	1	0.8333333333333334	0.4375	0.0625	0.875
5	4	1/2	1/2	4/4	1	1	IV	g	VII		IV	IV							M	1	0	-2, 2, -1		-2	-2	4	4	0.5	0.25	0.25	0.5
5	4	3/4	3/4	4/4	1	1	V(4)	g	VII		V(4)	V			4				M	1	0	0, -1, 1		0	0	0	2	0.0	0.0	0.3125	0.0
5	4	7/8	7/8	4/4	1	1	V	g	VII		V	V							M	1	0	0, 4, 1		0	0	1	1	0.5	0.0625	0.125	0.3333333333333333
6	5	0	0	4/4	1	1	I\\	g	VII		I	I						\\	M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.5625	0.1
6	5	1/2	1/2	4/4	1	1	v	g	VII		v	v							m	1	0	0, -3, 1		0	0	2	4	0.3333333333333333	0.1875	0.4375	0.3
7	6	0	0	4/4	1	1	v6	g	VII		v6	v		6					m	1	0	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.125	0.375	0.25
7	6	1/4	1/4	4/4	1	1	ii	g	VII		ii	ii							m	1	0	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
7	6	3/8	3/8	4/4	1	1	v.iio6	g	v		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	1/2	1/2	4/4	1	1	i	g	v		i	i							m	1	1	2, -1, 3		2	2	2	5	0.2857142857142857	0.1875	0.6875	0.21428571428571427
8	7	0	0	4/4	1	1	i6	g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	3	0.4	0.1875	0.5	0.2727272727272727
8	7	3/8	3/8	4/4	1	1	VI6	g	v		VI6	VI		6					M	1	1	2, -1, -2		-2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	7	1/2	1/2	4/4	1	1	v6(2)	g	v		v6(2)	v		6	2				m	1	1	0, 4, -2		3	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	7	5/8	5/8	4/4	1	1	v6	g	v		v6	v		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	7	3/4	3/4	4/4	1	1	iv6(2)	g	v		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	7	7/8	7/8	4/4	1	1	iv6	g	v		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
9	8	0	0	4/4	1	1	V	g	v		V	V							M	1	1	3, 7, 4		3	3	2	4	0.3333333333333333	0.125	0.375	0.25
9	8	1/4	1/4	4/4	1	1	i6	g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	3	3	0.5	0.1875	0.3125	0.375
9	8	1/2	1/2	4/4	1	1	i	g	v		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
9	8	5/8	5/8	4/4	1	1	ii%65	g	v		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	0	3	0.0	0.0	0.25	0.0
9	8	3/4	3/4	4/4	1	1	V	g	v		V	V							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.4375	0.125
10	9	0	0	4/4	1	1	i	g	v		i	i							m	1	1	2, -1, 3		2	2	1	4	0.2	0.0625	0.4375	0.125
10	9	1/4	1/4	4/4	1	1	iv7	g	v		iv7	iv		7					mm7	1	1	1, -2, 2, -1		1	1	1	4	0.2	0.0625	0.375	0.14285714285714285
10	9	1/2	1/2	4/4	1	1	VII7	g	v		VII7	VII		7					Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.5	0.0
10	9	3/4	3/4	4/4	1	1	IIIM7	g	v		IIIM7	III	M	7					MM7	1	1	-1, 3, 0, 4		-1	-1	1	4	0.2	0.0625	0.375	0.14285714285714285
11	10	0	0	4/4	1	1	VIM7	g	v		VIM7	VI	M	7					MM7	1	1	-2, 2, -1, 3		-2	-2	0	5	0.0	0.0	0.5	0.0
11	10	1/4	1/4	4/4	1	1	ii%7	g	v		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4	4	1	4	0.2	0.0625	0.375	0.14285714285714285
