mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/8	1/8	4/4	1	1	g.V{				g	i		V	V						{	M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
1	1	3/8	3/8	4/4	1	1	i64				g	i		i64	i		64					m	1	1	2, 1, -2		1	2	0	2	0.0	0.0	0.25	0.0
1	1	1/2	1/2	4/4	1	1	V43				g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.3125	0.0
1	1	5/8	5/8	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.1875	0.0
1	1	3/4	3/4	4/4	1	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
1	1	7/8	7/8	4/4	1	1	V7				g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
2	2	0	0	4/4	1	1	i|IAC}				g	i		i	i					IAC	}	m	1	1	1, -2, 2		1	1	3	4	0.42857142857142855	0.0625	0.4375	0.125
2	2	1/4	1/4	4/4	1	1	iv6{				g	i		iv6	iv		6				{	m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.3125	0.0
2	2	3/8	3/8	4/4	1	1	V43/iv				g	i		V43/iv	V		43		iv			Mm7	1	1	2, -1, 1, 5		1	2	0	2	0.0	0.0	0.1875	0.0
2	2	1/2	1/2	4/4	1	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
2	2	5/8	5/8	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
2	2	3/4	3/4	4/4	1	1	V43				g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.3125	0.0
2	2	7/8	7/8	4/4	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.1875	0.0
3	3	0	0	4/4	1	1	V|HC.SIM}				g	i		V	V					HC.SIM	}	M	1	1	2, 6, 3		2	2	1	4	0.2	0.0625	0.4375	0.125
3	3	3/8	3/8	4/4	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	1/2	1/2	4/4	1	1	VI				g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.125	0.375	0.25
3	3	3/4	3/4	4/4	1	1	iv				g	i		iv	iv							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.125	0.375	0.25
4	4	0	0	4/4	1	1	III.V	0	-4.56561	/	g	III		V	V							M	1	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.375	0.25
4	4	1/4	1/4	4/4	1	1	I6				g	III		I6	I		6					M	1	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.0625	0.4375	0.125
4	4	1/2	1/2	4/4	1	1	ii65				g	III		ii65	ii		65					mm7	1	0	-3, 1, -2, 0		0	-3	3	5	0.375	0.1875	0.3125	0.375
4	4	3/4	3/4	4/4	1	1	V(4)				g	III		V(4)	V			4				M	1	0	-1, -2, 0		-1	-1	0	2	0.0	0.0	0.3125	0.0
4	4	7/8	7/8	4/4	1	1	V				g	III		V	V							M	1	0	-1, 3, 0		-1	-1	1	1	0.5	0.0625	0.125	0.3333333333333333
5	5	0	0	4/4	1	1	I|PAC}				g	III		I	I					PAC	}	M	1	0	-2, 2, -1		-2	-2	1	3	0.25	0.125	0.375	0.25
5	5	3/8	3/8	4/4	1	1	i.i64				g	i		i64	i		64					m	1	1	2, 1, -2		1	2	0	2	0.0	0.0	0.25	0.0
5	5	1/2	1/2	4/4	1	1	V43				g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.3125	0.0
5	5	5/8	5/8	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.1875	0.0
5	5	3/4	3/4	4/4	1	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	5	7/8	7/8	4/4	1	1	V7				g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.25	0.0
6	6	0	0	4/4	1	1	i|IAC}				g	i		i	i					IAC	}	m	1	1	1, -2, 2		1	1	3	4	0.42857142857142855	0.0625	0.4375	0.125
6	6	1/4	1/4	4/4	1	1	v.V43{				g	v		V43	V		43				{	Mm7	1	1	4, 1, 3, 7		3	4	0	2	0.0	0.0	0.3125	0.0
6	6	3/8	3/8	4/4	1	1	i				g	v		i	i							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.1875	0.0
6	6	1/2	1/2	4/4	1	1	V65				g	v		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	5/8	5/8	4/4	1	1	i				g	v		i	i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	3/4	3/4	4/4	1	1	V				g	v		V	V							M	1	1	3, 7, 4		3	3	2	3	0.4	0.125	0.375	0.25
7	7	0	0	4/4	1	1	V65				g	v		V65	V		65					Mm7	1	1	7, 4, 1, 3		3	7	2	5	0.2857142857142857	0.0625	0.4375	0.125
7	7	1/4	1/4	4/4	1	1	i				g	v		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.375	0.25
7	7	1/2	1/2	4/4	1	1	iv7				g	v		iv7	iv		7					mm7	1	1	1, -2, 2, -1		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
7	7	11/16	11/16	4/4	1	1	ii%65				g	v		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	0	3	0.0	0.0	0.125	0.0
7	7	3/4	3/4	4/4	1	1	V				g	v		V	V							M	1	1	3, 7, 4		3	3	1	3	0.25	0.0625	0.4375	0.125
8	8	0	0	4/4	1	1	I|PAC}				g	v		I	I					PAC	}	M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
8	8	1/8	1/8	4/4	1	1	VII.IV6{				g	VII		IV6	IV		6				{	M	1	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
8	8	3/8	3/8	4/4	1	1	viio				g	VII		viio	vii	o						o	1	0	4, 1, -2		4	4	0	1	0.0	0.0	0.125	0.0
8	8	1/2	1/2	4/4	1	1	I				g	VII		I	I							M	1	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0	0.375	0.0
8	8	3/4	3/4	4/4	1	1	I6				g	VII		I6	I		6					M	1	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.25	0.0
8	8	7/8	7/8	4/4	1	1	V65/V				g	VII		V65/V	V		65		V			Mm7	1	0	5, 2, -1, 1		1	5	1	2	0.3333333333333333	0.125	0.125	0.5
9	9	0	0	4/4	1	1	V|HC.CON}				g	VII		V	V					HC.CON	}	M	1	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
9	9	1/8	1/8	4/4	1	1	i.IV6{				g	i		IV6	IV		6				{	M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.25	0.0
9	9	3/8	3/8	4/4	1	1	#viio				g	i		#viio	#vii	o						o	1	1	6, 3, 0		6	6	0	2	0.0	0.0	0.125	0.0
9	9	1/2	1/2	4/4	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
9	9	3/4	3/4	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.25	0.0
9	9	7/8	7/8	4/4	1	1	ii%65				g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	4	0.0	0.0	0.25	0.0
10	10	0	0	4/4	1	1	V|HC.CON}				g	i		V	V					HC.CON	}	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
10	10	3/8	3/8	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
10	10	1/2	1/2	4/4	1	1	V43	0.137707	-6.35581	/	g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
10	10	5/8	5/8	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
10	10	3/4	3/4	4/4	1	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.25	0.0
10	10	7/8	7/8	4/4	1	1	V/iv	-0.137707	-4.97873	/	g	i		V/iv	V				iv			M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	11	0	0	4/4	1	1	IV				g	i		IV	IV							M	1	1	0, 4, 1		0	0	2	2	0.5	0.0625	0.3125	0.16666666666666666
11	11	1/8	1/8	4/4	1	1	iio				g	i		iio	ii	o						o	1	1	3, 0, -3		3	3	1	1	0.5	0.0625	0.0625	0.5
11	11	1/4	1/4	4/4	1	1	#viio7				g	i		#viio7	#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	0	3	0.0	0.0	0.25	0.0
11	11	3/8	3/8	4/4	1	1	V43				g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.25	0.0
11	11	1/2	1/2	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	11	5/8	5/8	4/4	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	11	3/4	3/4	4/4	1	1	V(4)				g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	2	0.0	0.0	0.3125	0.0
11	11	7/8	7/8	4/4	1	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	1	1	0.5	0.0625	0.125	0.3333333333333333
12	12	0	0	4/4	1	1	i|PAC}				g	i		i	i					PAC	}	m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
12	12	1/4	1/4	4/4	1	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
12	12	3/8	3/8	4/4	1	1	i64				g	i		i64	i		64					m	1	1	2, 1, -2		1	2	0	2	0.0	0.0	0.25	0.0
12	12	1/2	1/2	4/4	1	1	V43				g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
12	12	5/8	5/8	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
12	12	3/4	3/4	4/4	1	1	V65				g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.25	0.0
12	12	7/8	7/8	4/4	1	1	V/iv				g	i		V/iv	V				iv			M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	13	0	0	4/4	1	1	IV				g	i		IV	IV							M	1	1	0, 4, 1		0	0	2	2	0.5	0.0625	0.3125	0.16666666666666666
13	13	1/8	1/8	4/4	1	1	iio				g	i		iio	ii	o						o	1	1	3, 0, -3		3	3	1	1	0.5	0.0625	0.0625	0.5
13	13	1/4	1/4	4/4	1	1	#viio7				g	i		#viio7	#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	1	3	0.25	0.015625	0.234375	0.0625
13	13	3/8	3/8	4/4	1	1	V43				g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.25	0.0
13	13	1/2	1/2	4/4	1	1	i6				g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.03125	0.21875	0.125
13	13	5/8	5/8	4/4	1	1	i				g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.015625	0.234375	0.0625
13	13	3/4	3/4	4/4	1	1	V(4)				g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	2	0.0	0.0	0.3125	0.0
13	13	7/8	7/8	4/4	1	1	V				g	i		V	V							M	1	1	2, 6, 3		2	2	1	1	0.5	0.0625	0.125	0.3333333333333333
14	14	0	0	4/4	1	1	i|PAC}				g	i		i	i					PAC	}	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	2.0	0.0
