mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	3/32	3/32	3/8	1	1	D.I	D	I		I	I							M	0	0	2, 6, 3		2	2	8	31	0.20512820512820512	0.3333333333333333	1.7604166666666667	0.15920398009950248
4	4	0	0	3/8	1	1	V7	D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
4	4	1/8	1/8	3/8	1	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2	5	9	0.35714285714285715	0.20833333333333334	0.5416666666666666	0.2777777777777778
5	5	0	0	3/8	1	1	V\\	D	I		V	V						\\	M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.375	0.0
5	5	1/8	1/8	3/8	1	1	vi7	D	I		vi7	vi		7					mm7	0	0	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.375	0.0
5	5	1/4	1/4	3/8	1	1	V65	D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
6	6	0	0	3/8	1	1	I	D	I		I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.28125	0.0
6	6	3/32	3/32	3/8	1	1	ii.V	D	ii		V	V							M	0	1	5, 9, 6		5	5	0	3	0.0	0.0	0.09375	0.0
6	6	1/8	1/8	3/8	1	1	vi%7	D	ii		vi%7	vi	%	7					%7	0	1	0, -3, -6, -2		0	0	5	0	1.0	0.375	0.0	1.0
6	6	1/4	1/4	3/8	1	1	V65	D	ii		V65	V		65					Mm7	0	1	9, 6, 3, 5		5	9	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
7	7	0	0	3/8	1	1	I\\	D	ii		I	I						\\	M	0	1	4, 8, 5		4	4	0	6	0.0	0.0	0.375	0.0
7	7	1/8	1/8	3/8	1	1	V.vi7	D	V		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	0	5	0.0	0.0	0.375	0.0
7	7	1/4	1/4	3/8	1	1	V65	D	V		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
8	8	0	0	3/8	1	1	I	D	V		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.28125	0.0
8	8	3/32	3/32	3/8	1	1	I6	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.09375	0.0
8	8	1/8	1/8	3/8	1	1	ii65	D	V		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
8	8	1/4	1/4	3/8	1	1	I	D	V		I	I							M	0	0	3, 7, 4		3	3	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
9	9	0	0	3/8	1	1	V	D	V		V	V							M	0	0	4, 8, 5		4	4	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
9	9	1/8	1/8	3/8	1	1	I6	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
9	9	1/4	1/4	3/8	1	1	vi	D	V		vi	vi							m	0	0	6, 3, 7		6	6	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
10	10	0	0	3/8	1	1	IV	D	V		IV	IV							M	0	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
10	10	1/8	1/8	3/8	1	1	I	D	V		I	I							M	0	0	3, 7, 4		3	3	3	5	0.375	0.11458333333333333	0.2604166666666667	0.3055555555555555
10	10	1/4	1/4	3/8	1	1	V43/V	D	V		V43/V	V		43		V			Mm7	0	0	6, 3, 5, 9		5	6	0	5	0.0	0.0	0.375	0.0
11	11	0	0	3/8	1	1	V	D	V		V	V							M	0	0	4, 8, 5		4	4	3	5	0.375	0.1875	0.5625	0.25
11	11	1/4	1/4	3/8	1	1	I	D	V		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.1875	0.0
11	11	5/16	5/16	3/8	1	1	V65	D	V		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	0	3	0.0	0.0	0.1875	0.0
