mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	6/4	1	1	G.I	G	I		I	I							M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	1.0	0.0
1	0	1/2	5/4	6/4	1	1	V43	G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0.0	2.0	0.0	0.0	0.5	0.0
2	1	0	0	6/4	1	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2.0	2.0	0.5	0.25	0.75	0.25
2	1	1/2	1/2	6/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	0.5	0.0
2	1	3/4	3/4	6/4	1	1	IV	G	I		IV	IV							M	0	0	0, 4, 1		0	0	0.0	2.0	0.0	0.0	0.5	0.0
2	1	1	1	6/4	1	1	V43	G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	1.0	3.0	0.25	0.0	1.0	0.0
3	2	0	0	6/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	1.0	0.0
3	2	1/2	1/2	6/4	1	1	V6	G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0.0	2.0	0.0	0.0	0.5	0.0
3	2	3/4	3/4	6/4	1	1	ii43	G	I		ii43	ii		43					mm7	0	0	4, 1, 3, 0		3	4	0.0	2.0	0.0	0.0	0.5	0.0
3	2	1	1	6/4	1	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	1.0	3.0	0.25	0.0	1.0	0.0
4	3	0	0	6/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	1.0	2.0	0.3333333333333333	0.125	0.875	0.125
4	3	1/2	1/2	6/4	1	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0.0	2.0	0.0	0.0	0.5	0.0
4	3	3/4	3/4	6/4	1	1	ii65	G	I		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0.0	2.0	0.0	0.0	0.5	0.0
4	3	1	1	6/4	1	1	V(4)	G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0.0	2.0	0.0	0.0	0.75	0.0
4	3	5/4	5/4	6/4	1	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0.0	1.0	0.0	0.0	0.25	0.0
5	4	0	0	6/4	1	1	vi	G	I		vi	vi							m	0	0	4, 1, 5		4	4	1.0	2.0	0.3333333333333333	0.125	0.875	0.125
5	4	1/2	1/2	6/4	1	1	IV6	G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0.0	2.0	0.0	0.0	0.5	0.0
5	4	3/4	3/4	6/4	1	1	V65	G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0.0	3.0	0.0	0.0	1.25	0.0
5	4	5/4	5/4	6/4	1	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0.0	1.0	0.0	0.0	0.25	0.0
6	5	0	0	6/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	1.0	3.0	0.25	0.125	1.375	0.08333333333333333
6	5	3/4	3/4	6/4	1	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0.0	2.0	0.0	0.0	1.25	0.0
6	5	5/4	5/4	6/4	1	1	IV64	G	I		IV64	IV		64					M	0	0	1, 0, 4		0	1	0.0	1.0	0.0	0.0	0.25	0.0
7	6	0	0	6/4	1	1	V6	G	I		V6	V		6					M	0	0	6, 3, 2		2	6	1.0	3.0	0.25	0.125	1.375	0.08333333333333333
7	6	3/4	3/4	6/4	1	1	V.ii7	G	V		ii7	ii		7					mm7	0	0	4, 1, 5, 2		4	4	0.0	2.0	0.0	0.0	0.5	0.0
7	6	1	1	6/4	1	1	V7	G	V		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	1.0	3.0	0.25	0.0	1.0	0.0
8	7	0	0	6/4	1	1	I	G	V		I	I							M	0	0	2, 6, 3		2	2	1.0	4.0	0.2	0.125	1.375	0.08333333333333333
8	7	3/4	3/4	6/4	1	1	V65	G	V		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0.0	2.0	0.0	0.0	0.5	0.0
8	7	1	1	6/4	1	1	I	G	V		I	I							M	0	0	2, 6, 3		2	2	0.0	2.0	0.0	0.0	1.0	0.0
9	8	0	0	6/4	1	1	V	G	V		V	V							M	0	0	3, 7, 4		3	3	1.0	2.0	0.3333333333333333	0.125	0.875	0.125
9	8	1/2	1/2	6/4	1	1	V2	G	V		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0.0	2.0	0.0	0.0	0.5	0.0
9	8	3/4	3/4	6/4	1	1	I6	G	V		I6	I		6					M	0	0	6, 3, 2		2	6	0.0	3.0	0.0	0.0	1.25	0.0
9	8	5/4	5/4	6/4	1	1	I	G	V		I	I							M	0	0	2, 6, 3		2	2	0.0	1.0	0.0	0.0	0.25	0.0
10	9	0	0	6/4	1	1	V	G	V		V	V							M	0	0	3, 7, 4		3	3	1.0	2.0	0.3333333333333333	0.125	0.875	0.125
10	9	1/2	1/2	6/4	1	1	V2	G	V		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0.0	2.0	0.0	0.0	0.5	0.0
10	9	3/4	3/4	6/4	1	1	I6	G	V		I6	I		6					M	0	0	6, 3, 2		2	6	0.0	2.0	0.0	0.0	0.5	0.0
10	9	1	1	6/4	1	1	I	G	V		I	I							M	0	0	2, 6, 3		2	2	0.0	2.0	0.0	0.0	1.0	0.0
11	10	0	0	6/4	1	1	V	G	V		V	V							M	0	0	3, 7, 4		3	3	0.0	2.0	0.0	0.0	0.5	0.0
11	10	1/4	1/4	6/4	1	1	I6	G	V		I6	I		6					M	0	0	6, 3, 2		2	6	0.0	2.0	0.0	0.0	0.5	0.0
11	10	1/2	1/2	6/4	1	1	vi	G	V		vi	vi							m	0	0	5, 2, 6		5	5	0.0	2.0	0.0	0.0	0.625	0.0
11	10	3/4	3/4	6/4	1	1	ii65	G	V		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	0.0	2.0	0.0	0.0	0.375	0.0
11	10	1	1	6/4	1	1	V(4)	G	V		V(4)	V			4				M	0	0	3, 2, 4		3	3	0.0	2.0	0.0	0.0	0.875	0.0
11	10	5/4	5/4	6/4	1	1	V	G	V		V	V							M	0	0	3, 7, 4		3	3	1.0	0.0	1.0	0.125	0.0	1.0
12	11	0	0	6/4	1	1	I\\	G	V		I	I						\\	M	0	0	2, 6, 3		2	2	1.0	5.0	0.16666666666666666	0.25	2.75	0.08333333333333333
14	12	0	0	6/4	1	1	vi.V65	G	vi		V65	V		65					Mm7	0	1	9, 6, 3, 5		5	9	0.0	4.0	0.0	0.0	1.5	0.0
14	12	3/4	3/4	6/4	1	1	V7	G	vi		V7	V		7					Mm7	0	1	5, 9, 6, 3		5	5	0.0	3.0	0.0	0.0	1.5	0.0
15	13	0	0	6/4	1	1	i	G	vi		i	i							m	0	1	4, 1, 5		4	4	2.0	4.0	0.3333333333333333	0.125	1.375	0.08333333333333333
15	13	3/4	3/4	6/4	1	1	v6	G	vi		v6	v		6					m	0	1	2, 6, 5		5	2	0.0	3.0	0.0	0.0	1.25	0.0
15	13	5/4	5/4	6/4	1	1	III+6	G	vi		III+6	III	+	6					+	0	1	5, 9, 1		1	5	0.0	1.0	0.0	0.0	0.25	0.0
16	14	0	0	6/4	1	1	VI	G	vi		VI	VI							M	0	1	0, 4, 1		0	0	1.0	2.0	0.3333333333333333	0.125	0.875	0.125
16	14	1/2	1/2	6/4	1	1	i64	G	vi		i64	i		64					m	0	1	5, 4, 1		4	5	0.0	2.0	0.0	0.0	0.5	0.0
16	14	3/4	3/4	6/4	1	1	ii%65	G	vi		ii%65	ii	%	65					%7	0	1	3, 0, 4, 6		6	3	2.0	4.0	0.3333333333333333	0.25	1.25	0.16666666666666666
17	15	0	0	6/4	1	1	V	G	vi		V	V							M	0	1	5, 9, 6		5	5	1.0	2.0	0.3333333333333333	0.125	0.875	0.125
17	15	1/2	1/2	6/4	1	1	V2	G	vi		V2	V		2					Mm7	0	1	3, 5, 9, 6		5	3	0.0	2.0	0.0	0.0	0.5	0.0
17	15	3/4	3/4	6/4	1	1	i6	G	vi		i6	i		6					m	0	1	1, 5, 4		4	1	1.0	3.0	0.25	0.0	1.25	0.0
17	15	5/4	5/4	6/4	1	1	VIM7	G	vi		VIM7	VI	M	7					MM7	0	1	0, 4, 1, 5		0	0	0.0	1.0	0.0	0.0	0.25	0.0
18	16	0	0	6/4	1	1	ii%7	G	vi		ii%7	ii	%	7					%7	0	1	6, 3, 0, 4		6	6	1.0	4.0	0.2	0.125	1.375	0.08333333333333333
