mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/4	1	1	c.i{				c	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0	3	3	0.5	0.375	1.125	0.25
2	2	0	0	6/4	1	1	V				c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	3	4	0.42857142857142855	0.625	1.375	0.3125
2	2	1	1	6/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.125	0.875	0.125
3	3	0	0	6/4	1	1	V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	2	0.0	0.0	1.0	0.0
3	3	1/2	1/2	6/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	3	0.25	0.25	1.75	0.125
4	4	0	0	6/4	1	1	V|HC.SIM}				c	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1.0	1.0	2	3	0.4	0.25	1.75	0.125
4	4	1	1	6/4	1	1	V6				c	i		V6	V		6					M	1	1	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.5	0.0
5	5	0	0	6/4	1	1	i6{				c	i		i6	i		6				{	m	1	1	-3, 1, 0		0.0	-3.0	2	3	0.4	0.25	1.75	0.125
5	5	1	1	6/4	1	1	V43				c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	3	0.0	0.0	1.0	0.0
6	6	0	0	6/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	3	3	0.5	0.5	1.5	0.25
6	6	1	1	6/4	1	1	III.I				c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	1.0	0.0
7	7	0	0	6/4	1	1	IV				c	III		IV	IV							M	1	0	-4, 0, -3		-4.0	-4.0	1	2	0.3333333333333333	0.125	0.875	0.125
7	7	1/2	1/2	6/4	1	1	ii				c	III		ii	ii							m	1	0	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.875	0.0
7	7	7/8	7/8	6/4	1	1	V65				c	III		V65	V		65					Mm7	1	0	2, -1, -4, -2		-2.0	2.0	0	1	0.0	0.0	0.125	0.0
7	7	1	1	6/4	1	1	I				c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.125	0.875	0.125
8	8	0	0	6/4	1	1	V(4)				c	III		V(4)	V			4				M	1	0	-2, -3, -1		-2.0	-2.0	0	2	0.0	0.0	1.5	0.0
8	8	1/2	1/2	6/4	1	1	V				c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	0	1	0.0	0.0	0.5	0.0
8	8	1	1	6/4	1	1	I|PAC}				c	III		I	I					PAC	}	M	1	0	-3, 1, -2		-3.0	-3.0	1	3	0.25	0.0	1.0	0.0
9	9	0	0	6/4	1	1	i.i{				c	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0	3	3	0.5	0.375	1.125	0.25
10	10	0	0	6/4	1	1	V				c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	3	4	0.42857142857142855	0.625	1.375	0.3125
10	10	1	1	6/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.125	0.875	0.125
