mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	5/16	5/16	4/4	1	1	a.i				a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	1	2	0.3333333333333333	0.0625	0.125	0.3333333333333333
1	1	1/2	1/2	4/4	1	1	V				a	i		V	V							M	1	1	4, 8, 5		4.0	4.0	3	3	0.5	0.125	0.3125	0.2857142857142857
1	1	3/4	3/4	4/4	1	1	i6				a	i		i6	i		6					m	1	1	0, 4, 3		3.0	0.0	0	2	0.0	0.0	0.3125	0.0
1	1	7/8	7/8	4/4	1	1	V43				a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4.0	5.0	0	2	0.0	0.0	0.1875	0.0
2	2	0	0	4/4	1	1	i				a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	4	4	0.5	0.125	0.375	0.25
2	2	1/4	1/4	4/4	1	1	i6				a	i		i6	i		6					m	1	1	0, 4, 3		3.0	0.0	0	2	0.0	0.0	0.1875	0.0
2	2	3/8	3/8	4/4	1	1	i				a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
2	2	1/2	1/2	4/4	1	1	v6				a	i		v6	v		6					m	1	1	1, 5, 4		4.0	1.0	0	4	0.0	0.0	0.5	0.0
2	2	3/4	3/4	4/4	1	1	ii%43				a	i		ii%43	ii	%	43					%7	1	1	-1, 3, 5, 2		5.0	-1.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
3	3	0	0	4/4	1	1	V\\				a	i		V	V						\\	M	1	1	4, 8, 5		4.0	4.0	2	3	0.4	0.125	0.375	0.25
3	3	1/4	1/4	4/4	1	1	III.I				a	III		I	I							M	1	0	0, 4, 1		0.0	0.0	6	5	0.5454545454545454	0.25	0.625	0.2857142857142857
3	3	3/4	3/4	4/4	1	1	I6				a	III		I6	I		6					M	1	0	4, 1, 0		0.0	4.0	1	4	0.2	0.0625	0.4375	0.125
4	4	0	0	4/4	1	1	V6				a	III		V6	V		6					M	1	0	5, 2, 1		1.0	5.0	1	3	0.25	0.0625	0.4375	0.125
4	4	1/4	1/4	4/4	1	1	v6				a	III		v6	v		6					m	1	0	-2, 2, 1		1.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	3/8	3/8	4/4	1	1	iii%43				a	III		iii%43	iii	%	43					%7	1	0	-2, 2, 4, 1		4.0	-2.0	0	3	0.0	0.0	0.25	0.0
4	4	1/2	1/2	4/4	1	1	vi7				a	III		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3.0	3.0	0	2	0.0	0.0	0.25	0.0
4	4	5/8	5/8	4/4	1	1	V65/V				a	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2.0	6.0	2	2	0.5	0.0625	0.1875	0.25
4	4	3/4	3/4	4/4	1	1	V65/V				a	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2.0	6.0	0	2	0.0	0.0	0.3125	0.0
4	4	7/8	7/8	4/4	1	1	V7/V				a	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2.0	2.0	1	1	0.5	0.0625	0.125	0.3333333333333333
5	5	0	0	4/4	1	1	V\\				a	III		V	V						\\	M	1	0	1, 5, 2		1.0	1.0	1	4	0.2	0.0625	0.4375	0.125
5	5	1/4	1/4	4/4	1	1	v.i				a	v		i	i							m	1	1	4, 1, 5		4.0	4.0	1	3	0.25	0.0625	0.375	0.14285714285714285
5	5	1/2	1/2	4/4	1	1	ii%43	0	-5.0605	/	a	v		ii%43	ii	%	43					%7	1	1	0, 4, 6, 3		6.0	0.0	2	3	0.4	0.125	0.3125	0.2857142857142857
5	5	3/4	3/4	4/4	1	1	ii%65	0	-4.36219	/	a	v		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6.0	3.0	0	2	0.0	0.0	0.3125	0.0
5	5	7/8	7/8	4/4	1	1	ii%7				a	v		ii%7	ii	%	7					%7	1	1	6, 3, 0, 4		6.0	6.0	0	2	0.0	0.0	0.1875	0.0
6	6	0	0	4/4	1	1	V				a	v		V	V							M	1	1	5, 9, 6		5.0	5.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	6	1/8	1/8	4/4	1	1	i6				a	v		i6	i		6					m	1	1	1, 5, 4		4.0	1.0	2	2	0.5	0.0625	0.1875	0.25
6	6	1/4	1/4	4/4	1	1	i	0	-3.5	/	a	v		i	i							m	1	1	4, 1, 5		4.0	4.0	0	2	0.0	0.0	0.3125	0.0
6	6	3/8	3/8	4/4	1	1	III+6				a	v		III+6	III	+	6					+	1	1	5, 9, 1		1.0	5.0	1	1	0.5	0.0625	0.125	0.3333333333333333
6	6	1/2	1/2	4/4	1	1	ii%43				a	v		ii%43	ii	%	43					%7	1	1	0, 4, 6, 3		6.0	0.0	0	3	0.0	0.0	0.3125	0.0
6	6	5/8	5/8	4/4	1	1	ii%65				a	v		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6.0	3.0	3	1	0.75	0.0625	0.125	0.3333333333333333
6	6	3/4	3/4	4/4	1	1	V				a	v		V	V							M	1	1	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.4375	0.0
