mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
26	23	3/4	3/4	4/4	1	1	i					A	i		i	i							m	0	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
27	24	0	0	4/4	1	1	V|HC.SIM}	-2.51641	-4.51304	/		A	i		V	V					HC.SIM	}	M	0	1	4, 8, 5		4	4	0	3	0.0	0.0	0.375	0.0
28	24	0	1/8	4/4	1	1	III.I{					A	III		I	I						{	M	0	0	7, 11, 8		7	7	7	0	1.0	0.875	0.0	1.0
29	25	0	0	4/4	1	1	I[I					A	III	I	I	I							M	0	0	7, 11, 8		7	7	9	0	1.0	1.875	0.0	1.0
29	25	3/4	3/4	4/4	1	1	V					A	III	I	V	V							M	0	0	8, 12, 9		8	8	3	0	1.0	0.5	0.0	1.0
30	26	0	0	4/4	1	1	I					A	III	I	I	I							M	0	0	7, 11, 8		7	7	5	0	1.0	1.0	0.0	1.0
30	26	1/4	1/4	4/4	1	1	V7					A	III	I	V7	V		7					Mm7	0	0	8, 12, 9, 6		8	8	4	0	1.0	0.5	0.0	1.0
30	26	1/2	1/2	4/4	1	1	I					A	III	I	I	I							M	0	0	7, 11, 8		7	7	4	0	1.0	0.5	0.0	1.0
30	26	3/4	3/4	4/4	1	1	V7					A	III	I	V7	V		7					Mm7	0	0	8, 12, 9, 6		8	8	4	0	1.0	0.5	0.0	1.0
31	27	0	0	4/4	1	1	I					A	III	I	I	I							M	0	0	7, 11, 8		7	7	5	0	1.0	1.0	0.0	1.0
31	27	1/4	1/4	4/4	1	1	V7					A	III	I	V7	V		7					Mm7	0	0	8, 12, 9, 6		8	8	4	0	1.0	0.5	0.0	1.0
31	27	1/2	1/2	4/4	1	1	I					A	III	I	I	I							M	0	0	7, 11, 8		7	7	4	0	1.0	0.5	0.0	1.0
31	27	3/4	3/4	4/4	1	1	V7					A	III	I	V7	V		7					Mm7	0	0	8, 12, 9, 6		8	8	6	0	1.0	0.5	0.0	1.0
32	28	0	0	4/4	1	1	I]					A	III	I	I	I							M	0	0	7, 11, 8		7	7	3	0	1.0	0.75	0.0	1.0
32	28	1/4	1/4	4/4	1	1	ii6					A	III		ii6	ii		6					m	0	0	6, 10, 9		9	6	5	0	1.0	0.75	0.0	1.0
32	28	1/2	1/2	4/4	1	1	V					A	III		V	V							M	0	0	8, 12, 9		8	8	5	0	1.0	1.5	0.0	1.0
33	29	0	0	4/4	1	1	I[I|PAC}					A	III	I	I	I					PAC	}	M	0	0	7, 11, 8		7	7	13	0	1.0	2.0	0.0	1.0
33	29	3/4	3/4	4/4	1	1	V7					A	III	I	V7	V		7					Mm7	0	0	8, 12, 9, 6		8	8	4	0	1.0	0.5	0.0	1.0
34	30	0	0	4/4	1	1	I					A	III	I	I	I							M	0	0	7, 11, 8		7	7	5	0	1.0	1.0	0.0	1.0
34	30	1/4	1/4	4/4	1	1	V7					A	III	I	V7	V		7					Mm7	0	0	8, 12, 9, 6		8	8	4	0	1.0	0.5	0.0	1.0
34	30	1/2	1/2	4/4	1	1	I]					A	III	I	I	I							M	0	0	7, 11, 8		7	7	3	0	1.0	0.75	0.0	1.0
34	30	3/4	3/4	4/4	1	1	i.iio6					A	i		iio6	ii	o	6					o	0	1	2, -1, 5		5	2	2	3	0.4	0.125	0.625	0.16666666666666666
35	31	0	0	4/4	1	1	V					A	i		V	V							M	0	1	4, 8, 5		4	4	2	3	0.4	0.125	0.875	0.125
35	31	1/4	1/4	4/4	1	1	V7					A	i		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.5	0.0
35	31	1/2	1/2	4/4	1	1	i(4)					A	i		i(4)	i			4				m	0	1	3, 2, 4		3	3	1	3	0.25	0.0625	0.6875	0.08333333333333333
35	31	3/4	3/4	4/4	1	1	i	0	-3.9	/		A	i		i	i							m	0	1	3, 0, 4		3	3	2	3	0.4	0.125	0.625	0.16666666666666666
36	32	0	0	4/4	1	1	V|HC.SIM}					A	i		V	V					HC.SIM	}	M	0	1	4, 8, 5		4	4	7	8	0.4666666666666667	0.875	1.375	0.3888888888888889
37	33	0	0	4/4	1	1	V					A	i		V	V							M	0	1	4, 8, 5		4	4	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
37	33	1/2	1/2	4/4	1	1	V7					A	i		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	4	16	0.2	0.25	2.875	0.08
38	34	11/16	11/16	4/4	1	1	#viio7					A	i		#viio7	#vii	o	7					o7	0	1	8, 5, 2, -1		8	8	0	2	0.0	0.0	0.125	0.0
38	34	3/4	3/4	4/4	1	1	i6					A	i		i6	i		6					m	0	1	0, 4, 3		3	0	0	3	0.0	0.0	0.5625	0.0
38	34	15/16	15/16	4/4	1	1	#viio6	-2.5605	-2.5	/		A	i		#viio6	#vii	o	6					o	0	1	5, 2, 8		8	5	0	3	0.0	0.0	0.1875	0.0
39	35	0	0	4/4	1	1	i					A	i		i	i							m	0	1	3, 0, 4		3	3	2	3	0.4	0.125	0.625	0.16666666666666666
39	35	1/4	1/4	4/4	1	1	iv7					A	i		iv7	iv		7					mm7	0	1	2, -1, 3, 0		2	2	1	4	0.2	0.0625	0.6875	0.08333333333333333
39	35	1/2	1/2	4/4	1	1	V	0	-2.7	/		A	i		V	V							M	0	1	4, 8, 5		4	4	2	3	0.4	0.25	1.25	0.16666666666666666
40	36	0	0	4/4	1	1	i|PAC}	0	-2.8	/	1	A	i		i	i					PAC	}	m	0	1	3, 0, 4		3	3	0	3	0.0	0.0	0.375	0.0
41	36	0	0	4/4	1	1	i|PAC}	0	-2.7	/	2	A	i		i	i					PAC	}	m	0	1	3, 0, 4		3	3	0	3	0.0	0.0	3.0	0.0
