mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	1.0	2	3/4	1/4	1/2		1			firstMeasure	2
2	1	1	3.0	2	3/4	3/4	0						3
3	2	4	3.0	2	3/4	3/4	0						4
4	3	7	3.0	2	3/4	3/4	0						5
5	4	10	3.0	2	3/4	3/4	0						6
6	5	13	3.0	2	3/4	3/4	0				line		7
7	6	16	3.0	2	3/4	3/4	0						8
8	7	19	3.0	2	3/4	3/4	0						9
9	8	22	3.0	2	3/4	3/4	0						10
10	9	25	3.0	2	3/4	3/4	0						11
11	9	28	3.0	2	3/4	3/4	0		1				12
12	10	31	3.0	2	3/4	3/4	0						13
13	11	34	3.0	2	3/4	3/4	0				line		14
14	12	37	3.0	2	3/4	3/4	0						15
15	13	40	3.0	2	3/4	3/4	0						16
16	14	43	3.0	2	3/4	3/4	0						17
17	15	46	3.0	2	3/4	3/4	0						18
18	16	49	3.0	2	3/4	3/4	0						19
19	17	52	3.0	2	3/4	3/4	0						20
20	18	55	3.0	2	3/4	3/4	0				line		21
21	19	58	3.0	2	3/4	3/4	0						22
22	20	61	3.0	2	3/4	3/4	0						23
23	21	64	3.0	2	3/4	3/4	0						24
24	22	67	3.0	2	3/4	3/4	0						25
25	23	70	3.0	2	3/4	3/4	0						26
26	24	73	3.0	2	3/4	3/4	0						27
27	25	76	3.0	2	3/4	3/4	0				line		28
28	26	79	3.0	2	3/4	3/4	0						29
29	27	82	3.0	2	3/4	3/4	0						30
30	28	85	3.0	2	3/4	3/4	0						31
31	29	88	3.0	2	3/4	3/4	0						32
32	30	91	3.0	2	3/4	3/4	0						33
33	31	94	3.0	2	3/4	3/4	0				line		34
34	32	97	3.0	2	3/4	3/4	0						35
35	33	100	3.0	2	3/4	3/4	0						36
36	34	103	3.0	2	3/4	3/4	0						37
37	35	106	3.0	2	3/4	3/4	0						38
38	36	109	3.0	2	3/4	3/4	0						39
39	37	112	2.0	2	3/4	1/2	0			end		lastMeasure	-1
