mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2.5	4	4/4	5/8	3/8		1			firstMeasure	2
2	1	5/2	4.0	4	4/4	1	0						3
3	2	13/2	4.0	4	4/4	1	0						4
4	3	21/2	4.0	4	4/4	1	0						5
5	4	29/2	4.0	4	4/4	1	0						6
6	5	37/2	4.0	4	4/4	1	0						7
7	6	45/2	4.0	4	4/4	1	0						8
8	7	53/2	4.0	4	4/4	1	0						9
9	8	61/2	4.0	4	4/4	1	0						10
10	9	69/2	4.0	4	4/4	1	0						11
11	10	77/2	4.0	4	4/4	1	0						12
12	11	85/2	4.0	4	4/4	1	0						13
13	12	93/2	4.0	4	4/4	1	0						14
14	13	101/2	4.0	4	4/4	1	0						15
15	14	109/2	1.5	4	4/4	3/8	0					end	1, 16
16	14	56	2.5	4	4/4	5/8	3/8		1			start	17
17	15	117/2	4.0	4	4/4	1	0						18
18	16	125/2	4.0	4	4/4	1	0						19
19	17	133/2	4.0	4	4/4	1	0						20
20	18	141/2	4.0	4	4/4	1	0						21
21	19	149/2	4.0	4	4/4	1	0						22
22	20	157/2	4.0	4	4/4	1	0						23
23	21	165/2	4.0	4	4/4	1	0						24
24	22	173/2	4.0	4	4/4	1	0						25
25	23	181/2	4.0	4	4/4	1	0						26
26	24	189/2	4.0	4	4/4	1	0						27
27	25	197/2	4.0	4	4/4	1	0						28
28	26	205/2	4.0	4	4/4	1	0						29
29	27	213/2	4.0	4	4/4	1	0						30
30	28	221/2	4.0	4	4/4	1	0						31
31	29	229/2	4.0	4	4/4	1	0						32
32	30	237/2	4.0	4	4/4	1	0						33
33	31	245/2	4.0	4	4/4	1	0						34
34	32	253/2	4.0	4	4/4	1	0						35
35	33	261/2	4.0	4	4/4	1	0						36
36	34	269/2	4.0	4	4/4	1	0						37
37	35	277/2	1.5	4	4/4	3/8	0					end	16, -1
