mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2.5	-2	4/4	5/8	3/8		1			firstMeasure	2
2	1	5/2	4.0	-2	4/4	1	0						3
3	2	13/2	4.0	-2	4/4	1	0						4
4	3	21/2	4.0	-2	4/4	1	0						5
5	4	29/2	4.0	-2	4/4	1	0						6
6	5	37/2	4.0	-2	4/4	1	0						7
7	6	45/2	4.0	-2	4/4	1	0						8
8	7	53/2	1.5	-2	4/4	3/8	0					end	1, 9
9	7	28	2.5	-2	4/4	5/8	3/8		1	start-repeat		start	10
10	8	61/2	4.0	-2	4/4	1	0						11
11	9	69/2	4.0	-2	4/4	1	0						12
12	10	77/2	4.0	-2	4/4	1	0						13
13	11	85/2	4.0	-2	4/4	1	0						14
14	12	93/2	4.0	-2	4/4	1	0						15
15	13	101/2	4.0	-2	4/4	1	0						16
16	14	109/2	4.0	-2	4/4	1	0						17
17	15	117/2	4.0	-2	4/4	1	0						18
18	16	125/2	4.0	-2	4/4	1	0						19
19	17	133/2	4.0	-2	4/4	1	0						20
20	18	141/2	4.0	-2	4/4	1	0						21
21	19	149/2	4.0	-2	4/4	1	0						22
22	20	157/2	1.5	-2	4/4	3/8	0					end	9, -1
