mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2.5	1	4/4	5/8	3/8		1			firstMeasure	2
2	1	5/2	4.0	1	4/4	1	0						3
3	2	13/2	4.0	1	4/4	1	0						4
4	3	21/2	4.0	1	4/4	1	0						5
5	4	29/2	4.0	1	4/4	1	0						6
6	5	37/2	1.5	1	4/4	3/8	0					end	1, 7
7	5	20	2.5	1	4/4	5/8	3/8		1	start-repeat		start	8
8	6	45/2	4.0	1	4/4	1	0						9
9	7	53/2	4.0	1	4/4	1	0						10
10	8	61/2	4.0	1	4/4	1	0						11
11	9	69/2	4.0	1	4/4	1	0						12
12	10	77/2	4.0	1	4/4	1	0						13
13	11	85/2	4.0	1	4/4	1	0						14
14	12	93/2	4.0	1	4/4	1	0						15
15	13	101/2	4.0	1	4/4	1	0						16
16	14	109/2	1.5	1	4/4	3/8	0					end	7, -1
