mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	2.5	-1	2/2	5/8	3/8			1			firstMeasure	2
2	1	5/2	5/2	4.0	-1	2/2	1	0							3
3	2	13/2	13/2	4.0	-1	2/2	1	0							4
4	3	21/2	21/2	4.0	-1	2/2	1	0							5
5	4	29/2	29/2	4.0	-1	2/2	1	0					line		6
6	5	37/2	37/2	4.0	-1	2/2	1	0							7
7	6	45/2	45/2	4.0	-1	2/2	1	0							8
8	7	53/2	53/2	4.0	-1	2/2	1	0							9
9	8	61/2	61/2	4.0	-1	2/2	1	0							10
10	9	69/2	69/2	4.0	-1	2/2	1	0					line		11
11	10	77/2	77/2	4.0	-1	2/2	1	0							12, 13
12	11		85/2	1.5	-1	2/2	3/8	0	1					end	1
13	11	85/2	44	4.0	-1	2/2	1	0	2		1			start	14
14	12	93/2	48	4.0	-1	2/2	1	0							15
15	13	101/2	52	4.0	-1	2/2	1	0					line		16
16	14	109/2	56	4.0	-1	2/2	1	0							17
17	15	117/2	60	4.0	-1	2/2	1	0							18
18	16	125/2	64	4.0	-1	2/2	1	0							19
19	17	133/2	68	4.0	-1	2/2	1	0							20
20	18	141/2	72	4.0	-1	2/2	1	0					line		21
21	19	149/2	76	4.0	-1	2/2	1	0							22
22	20	157/2	80	4.0	-1	2/2	1	0							23
23	21	165/2	84	4.0	-1	2/2	1	0							24
24	22	173/2	88	4.0	-1	2/2	1	0							25
25	23	181/2	92	4.0	-1	2/2	1	0					line		26
26	24	189/2	96	4.0	-1	2/2	1	0							27
27	25	197/2	100	4.0	-1	2/2	1	0							28
28	26	205/2	104	4.0	-1	2/2	1	0							29
29	27	213/2	108	4.0	-1	2/2	1	0							30
30	28	221/2	112	4.0	-1	2/2	1	0					page		31
31	29	229/2	116	4.0	-1	2/2	1	0							32
32	30	237/2	120	4.0	-1	2/2	1	0							33
33	31	245/2	124	4.0	-1	2/2	1	0							34
34	32	253/2	128	4.0	-1	2/2	1	0							35
35	33	261/2	132	4.0	-1	2/2	1	0					line		36
36	34	269/2	136	4.0	-1	2/2	1	0							37
37	35	277/2	140	4.0	-1	2/2	1	0							38
38	36	285/2	144	4.0	-1	2/2	1	0							39
39	37	293/2	148	4.0	-1	2/2	1	0							40
40	38	301/2	152	4.0	-1	2/2	1	0					line		41
41	39	309/2	156	4.0	-1	2/2	1	0							42
42	40	317/2	160	4.0	-1	2/2	1	0							43
43	41	325/2	164	4.0	-1	2/2	1	0							44
44	42	333/2	168	4.0	-1	2/2	1	0							45, 46
45	43		172	1.0	-1	2/2	1/4	0	1					end	13
46	43	341/2	173	4.0	-1	2/2	1	0	2		1	end		lastMeasure	-1
