mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	2.0	-2	2/2	1/2	1/2			1			firstMeasure	2
2	1	2	2	4.0	-2	2/2	1	0							3
3	2	6	6	4.0	-2	2/2	1	0							4
4	3	10	10	4.0	-2	2/2	1	0							5, 6
5	4		14	2.0	-2	2/2	1/2	0	1					end	1
6	4	14	16	2.0	-2	2/2	1/2	0	2		1				7
7	4	16	18	2.0	-2	2/2	1/2	1/2			1	start-repeat		start	8
8	5	18	20	4.0	-2	2/2	1	0							9
9	6	22	24	4.0	-2	2/2	1	0					line		10
10	7	26	28	4.0	-2	2/2	1	0							11
11	8	30	32	4.0	-2	2/2	1	0							12
12	9	34	36	4.0	-2	2/2	1	0							13
13	10	38	40	4.0	-2	2/2	1	0					line		14
14	11	42	44	4.0	-2	2/2	1	0							15
15	12	46	48	4.0	-2	2/2	1	0							16
16	13	50	52	4.0	-2	2/2	1	0							17, 18
17	14		56	2.0	-2	2/2	1/2	0	1					end	7
18	14	54	58	2.0	-2	2/2	1/2	0	2		1	end		lastMeasure	-1
