mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	3.5	4	4/4	7/8	1/8			1			firstMeasure	2
2	1	7/2	7/2	4.0	4	4/4	1	0							3
3	2	15/2	15/2	4.0	4	4/4	1	0							4
4	3	23/2	23/2	4.0	4	4/4	1	0							5
5	4	31/2	31/2	4.0	4	4/4	1	0							6
6	5	39/2	39/2	4.0	4	4/4	1	0							7
7	6	47/2	47/2	4.0	4	4/4	1	0							8
8	7	55/2	55/2	4.0	4	4/4	1	0							9
9	8	63/2	63/2	4.0	4	4/4	1	0							10
10	9	71/2	71/2	4.0	4	4/4	1	0							11
11	10	79/2	79/2	4.0	4	4/4	1	0							12
12	11	87/2	87/2	4.0	4	4/4	1	0							13
13	12	95/2	95/2	4.0	4	4/4	1	0							14
14	13	103/2	103/2	0.5	4	4/4	1/8	0						end	1, 15
15	13	52	52	3.5	4	4/4	7/8	1/8			1			start	16
16	14	111/2	111/2	4.0	4	4/4	1	0							17
17	15	119/2	119/2	4.0	4	4/4	1	0							18
18	16	127/2	127/2	4.0	4	4/4	1	0							19
19	17	135/2	135/2	4.0	4	4/4	1	0							20
20	18	143/2	143/2	4.0	4	4/4	1	0							21
21	19	151/2	151/2	4.0	4	4/4	1	0							22
22	20	159/2	159/2	4.0	4	4/4	1	0							23
23	21	167/2	167/2	4.0	4	4/4	1	0							24
24	22	175/2	175/2	4.0	4	4/4	1	0							25
25	23	183/2	183/2	4.0	4	4/4	1	0							26
26	24	191/2	191/2	4.0	4	4/4	1	0							27
27	25	199/2	199/2	4.0	4	4/4	1	0							28
28	26	207/2	207/2	4.0	4	4/4	1	0							29
29	27	215/2	215/2	4.0	4	4/4	1	0							30
30	28	223/2	223/2	4.0	4	4/4	1	0							31
31	29	231/2	231/2	4.0	4	4/4	1	0							32
32	30	239/2	239/2	4.0	4	4/4	1	0							33
33	31	247/2	247/2	4.0	4	4/4	1	0							34
34	32	255/2	255/2	4.0	4	4/4	1	0							35
35	33	263/2	263/2	4.0	4	4/4	1	0							36, 37
36	34		271/2	0.5	4	4/4	1/8	0	1					end	15
37	34	271/2	136	2.0	4	4/4	1/2	0	2		1	end		lastMeasure	-1
