mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.5	1	4/4	3/8	5/8			1			firstMeasure	2
2	1	3/2	3/2	4.0	1	4/4	1	0						start	3
3	2	11/2	11/2	4.0	1	4/4	1	0							4
4	3	19/2	19/2	4.0	1	4/4	1	0							5
5	4	27/2	27/2	4.0	1	4/4	1	0					line		6
6	5	35/2	35/2	4.0	1	4/4	1	0							7
7	6	43/2	43/2	4.0	1	4/4	1	0							8
8	7	51/2	51/2	4.0	1	4/4	1	0							9
9	8	59/2	59/2	4.0	1	4/4	1	0							10
10	9	67/2	67/2	4.0	1	4/4	1	0							11
11	10	75/2	75/2	4.0	1	4/4	1	0					line		12
12	11	83/2	83/2	4.0	1	4/4	1	0							13
13	12	91/2	91/2	4.0	1	4/4	1	0							14
14	13	99/2	99/2	4.0	1	4/4	1	0							15
15	14	107/2	107/2	4.0	1	4/4	1	0							16
16	15	115/2	115/2	4.0	1	4/4	1	0							17
17	16	123/2	123/2	4.0	1	4/4	1	0							18, 19
18	17		131/2	4.0	1	4/4	1	0	1					end	2
19	17	131/2	139/2	3.0	1	3/4	3/4	0	2		1		line		20
20	18	137/2	145/2	3.0	1	3/4	3/4	0				start-repeat		start	21
21	19	143/2	151/2	3.0	1	3/4	3/4	0							22
22	20	149/2	157/2	3.0	1	3/4	3/4	0							23
23	21	155/2	163/2	3.0	1	3/4	3/4	0							24
24	22	161/2	169/2	3.0	1	3/4	3/4	0							25
25	23	167/2	175/2	3.0	1	3/4	3/4	0							26
26	24	173/2	181/2	3.0	1	3/4	3/4	0							27
27	25	179/2	187/2	3.0	1	3/4	3/4	0							28
28	26	185/2	193/2	3.0	1	3/4	3/4	0					line		29
29	27	191/2	199/2	3.0	1	3/4	3/4	0							30
30	28	197/2	205/2	3.0	1	3/4	3/4	0							31
31	29	203/2	211/2	3.0	1	3/4	3/4	0							32
32	30	209/2	217/2	3.0	1	3/4	3/4	0							33
33	31	215/2	223/2	3.0	1	3/4	3/4	0							34
34	32	221/2	229/2	3.0	1	3/4	3/4	0							35
35	33	227/2	235/2	3.0	1	3/4	3/4	0							36
36	34	233/2	241/2	3.0	1	3/4	3/4	0							37
37	35	239/2	247/2	3.0	1	3/4	3/4	0					line		38
