mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	3.0	1	6/4	3/4	3/4		1			firstMeasure	2
2	1	3	6.0	1	6/4	3/2	0						3
3	2	9	6.0	1	6/4	3/2	0						4
4	3	15	6.0	1	6/4	3/2	0						5
5	4	21	6.0	1	6/4	3/2	0						6
6	5	27	6.0	1	6/4	3/2	0				line		7
7	6	33	6.0	1	6/4	3/2	0						8
8	7	39	6.0	1	6/4	3/2	0						9
9	8	45	6.0	1	6/4	3/2	0						10
10	9	51	6.0	1	6/4	3/2	0						11
11	10	57	6.0	1	6/4	3/2	0						12
12	11	63	3.0	1	6/4	3/4	0					end	1, 13
13	11	66	3.0	1	6/4	3/4	3/4		1			start	14
14	12	69	6.0	1	6/4	3/2	0				line		15
15	13	75	6.0	1	6/4	3/2	0						16
16	14	81	6.0	1	6/4	3/2	0						17
17	15	87	6.0	1	6/4	3/2	0						18
18	16	93	6.0	1	6/4	3/2	0						19
19	17	99	6.0	1	6/4	3/2	0						20
20	18	105	6.0	1	6/4	3/2	0				line		21
21	19	111	6.0	1	6/4	3/2	0						22
22	20	117	6.0	1	6/4	3/2	0						23
23	21	123	6.0	1	6/4	3/2	0						24
24	22	129	6.0	1	6/4	3/2	0						25
25	23	135	6.0	1	6/4	3/2	0						26
26	24	141	6.0	1	6/4	3/2	0				line		27
27	25	147	6.0	1	6/4	3/2	0						28
28	26	153	6.0	1	6/4	3/2	0						29
29	27	159	6.0	1	6/4	3/2	0						30
30	28	165	6.0	1	6/4	3/2	0						31
31	29	171	6.0	1	6/4	3/2	0						32
32	30	177	6.0	1	6/4	3/2	0				line		33
33	31	183	6.0	1	6/4	3/2	0						34
34	32	189	3.0	1	6/4	3/4	0					end	13, -1
