mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	4	3/2	1/8	11/8			1			firstMeasure	2
2	1	4	3/2	3/2	0							3
3	2	4	3/2	3/2	0							4
4	3	4	3/2	3/2	0							5
5	4	4	3/2	3/2	0							6
6	5	4	3/2	3/2	0							7
7	6	4	3/2	3/2	0							8
8	7	4	3/2	3/2	0							9
9	8	4	3/2	3/2	0							10
10	9	4	3/2	11/8	0						end	1, 11
11	9	4	3/2	1/8	11/8			1			start	12
12	10	4	3/2	3/2	0							13
13	11	4	3/2	3/2	0							14
14	12	4	3/2	3/2	0							15
15	13	4	3/2	3/2	0							16
16	14	4	3/2	3/2	0							17
17	15	4	3/2	3/2	0							18
18	16	4	3/2	3/2	0							19
19	17	4	3/2	3/2	0							20
20	18	4	3/2	3/2	0							21
21	19	4	3/2	3/2	0							22
22	20	4	3/2	3/2	0							23
23	21	4	3/2	11/8	0						end	11, -1
