mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	1	3/4	3/4	0						firstMeasure	2
2	2	1	3/4	3/4	0							3
3	3	1	3/4	3/4	0					line		4
4	4	1	3/4	3/4	0							5
5	5	1	3/4	3/4	0							6
6	6	1	3/4	3/4	0							7
7	7	1	3/4	3/4	0							8, 9, 26
8	8	1	3/4	3/4	0	1					end	1
9	8	1	3/4	3/4	0	2		1			start	10
10	9	1	3/4	3/4	0	2						11
11	10	1	3/4	3/4	0	2						12
12	11	1	3/4	3/4	0	2						13
13	12	1	3/4	3/4	0	2						14
14	13	1	3/4	3/4	0	2				line		15
15	14	1	3/4	3/4	0	2						16
16	15	1	3/4	3/4	0	2						17
17	16	1	3/4	3/4	0	2						18
18	17	1	3/4	3/4	0	2						19
19	18	1	3/4	3/4	0	2						20
20	19	1	3/4	3/4	0	2						21
21	20	1	3/4	3/4	0	2						22
22	21	1	3/4	3/4	0	2						23
23	22	1	3/4	3/4	0	2						24
24	23	1	3/4	3/4	0	2						25
25	24	1	3/4	3/4	0	2					end	1
26	24	1	3/4	3/4	0	3		1	end		lastMeasure	9, -1
