mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	3.0	-2	4/4	3/4	1/4		1			firstMeasure	2
2	1	3	4.0	-2	4/4	1	0						3
3	2	7	4.0	-2	4/4	1	0						4
4	3	11	4.0	-2	4/4	1	0						5
5	4	15	4.0	-2	4/4	1	0						6
6	5	19	4.0	-2	4/4	1	0						7
7	6	23	4.0	-2	4/4	1	0						8
8	7	27	4.0	-2	4/4	1	0						9
9	8	31	1.0	-2	4/4	1/4	0					end	1, 10
10	8	32	3.0	-2	4/4	3/4	1/4		1			start	11
11	9	35	4.0	-2	4/4	1	0						12
12	10	39	4.0	-2	4/4	1	0						13
13	11	43	4.0	-2	4/4	1	0						14
14	12	47	4.0	-2	4/4	1	0						15
15	13	51	4.0	-2	4/4	1	0						16
16	14	55	4.0	-2	4/4	1	0						17
17	15	59	4.0	-2	4/4	1	0						18
18	16	63	4.0	-2	4/4	1	0						19
19	17	67	4.0	-2	4/4	1	0						20
20	18	71	4.0	-2	4/4	1	0						21
21	19	75	4.0	-2	4/4	1	0						22
22	20	79	4.0	-2	4/4	1	0						23
23	21	83	4.0	-2	4/4	1	0						24
24	22	87	1.0	-2	4/4	1/4	0					end	10, -1
