mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2.0	3	6/4	1/2	1		1			firstMeasure	2
2	1	2	6.0	3	6/4	3/2	0						3
3	2	8	6.0	3	6/4	3/2	0						4
4	3	14	6.0	3	6/4	3/2	0						5
5	4	20	6.0	3	6/4	3/2	0						6
6	5	26	6.0	3	6/4	3/2	0						7
7	6	32	6.0	3	6/4	3/2	0						8
8	7	38	6.0	3	6/4	3/2	0				line		9
9	8	44	6.0	3	6/4	3/2	0						10
10	9	50	6.0	3	6/4	3/2	0						11
11	10	56	6.0	3	6/4	3/2	0						12
12	11	62	6.0	3	6/4	3/2	0						13
13	12	68	6.0	3	6/4	3/2	0						14
14	13	74	6.0	3	6/4	3/2	0						15
15	14	80	6.0	3	6/4	3/2	0						16
16	15	86	6.0	3	6/4	3/2	0						17
17	16	92	6.0	3	6/4	3/2	0				line		18
18	17	98	6.0	3	6/4	3/2	0						19
19	18	104	6.0	3	6/4	3/2	0						20
20	19	110	6.0	3	6/4	3/2	0						21
21	20	116	6.0	3	6/4	3/2	0						22
22	21	122	6.0	3	6/4	3/2	0						23
23	22	128	6.0	3	6/4	3/2	0						24
24	23	134	6.0	3	6/4	3/2	0						25
25	24	140	6.0	3	6/4	3/2	0				line		26
26	25	146	6.0	3	6/4	3/2	0						27
27	26	152	6.0	3	6/4	3/2	0						28
28	27	158	6.0	3	6/4	3/2	0						29
29	28	164	6.0	3	6/4	3/2	0						30
30	29	170	6.0	3	6/4	3/2	0						31
31	30	176	6.0	3	6/4	3/2	0						32
32	31	182	6.0	3	6/4	3/2	0				line		33
33	32	188	6.0	3	6/4	3/2	0						34
34	33	194	6.0	3	6/4	3/2	0						35
35	34	200	6.0	3	6/4	3/2	0						36
36	35	206	6.0	3	6/4	3/2	0						37
37	36	212	6.0	3	6/4	3/2	0						38
38	37	218	6.0	3	6/4	3/2	0						39
39	38	224	6.0	3	6/4	3/2	0						40
40	39	230	6.0	3	6/4	3/2	0				line		41
41	40	236	6.0	3	6/4	3/2	0						42
42	41	242	6.0	3	6/4	3/2	0					end	1, -1
