mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5		0	11/8	6/4	2	1	1/8		1/8	1		0	60	C4	4	1
1	0	0	0.5		0	11/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	0
2	1	1/2	1.5		0	0	6/4	2	1	3/8		1/4	3/2		0	60	C4	4	8
2	1	1/2	1.5		0	0	6/4	1	1	3/8		1/4	3/2		1	67	G4	4	2
2	1	2	0.5		3/8	3/8	6/4	2	1	1/8		1/8	1		0	60	C4	4	9
2	1	2	0.5		3/8	3/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	3
2	1	5/2	1.0		1/2	1/2	6/4	2	1	1/4		1/4	1		-1	53	F3	3	10
2	1	5/2	1.0		1/2	1/2	6/4	1	1	1/4		1/4	1		-4	68	Ab4	4	4
2	1	7/2	1.0		3/4	3/4	6/4	2	1	1/4		1/4	1		1	55	G3	3	11
2	1	7/2	1.0		3/4	3/4	6/4	1	1	1/4		1/4	1		1	67	G4	4	5
2	1	9/2	1.0		1	1	6/4	2	1	1/4		1/4	1		-4	56	Ab3	3	12
2	1	9/2	1.5		1	1	6/4	1	1	3/8		1/4	3/2		0	72	C5	5	6
2	1	11/2	1.0		5/4	5/4	6/4	2	1	1/4		1/4	1		-1	53	F3	3	13
2	1	6	0.5		11/8	11/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	7
3	2	13/2	1.0		0	0	6/4	2	1	1/4		1/4	1		1	55	G3	3	21
3	2	13/2	1.5		0	0	6/4	1	1	3/8		1/4	3/2		5	71	B4	4	14
3	2	15/2	1.0		1/4	1/4	6/4	2	1	1/4		1/4	1		-1	53	F3	3	22
3	2	8	0.5		3/8	3/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	15
3	2	17/2	1.0		1/2	1/2	6/4	2	1	1/4		1/4	1		-3	51	Eb3	3	23
3	2	17/2	1.0		1/2	1/2	6/4	1	1	1/4		1/4	1		0	72	C5	5	16
3	2	19/2	1.0		3/4	3/4	6/4	2	1	1/4		1/4	1		-1	53	F3	3	24
3	2	19/2	1.0		3/4	3/4	6/4	1	1	1/4		1/4	1		5	71	B4	4	17
3	2	21/2	0.0		1	1	6/4	1	1	0	appoggiatura	1/8	1		5	71	B4	4	18
