mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	0	0	1/8	2/4	1	1	1/8		1/8	1		3	69	0
1	0	1/8	1/4	2/4	1	1	1/8		1/8	1		3	69	1
1	0	1/4	3/8	2/4	1	1	1/8		1/8	1		4	64	2
2	1	0	0	2/4	1	1	0	appoggiatura	1/8	1		4	64	3
2	1	0	0	2/4	1	1	1/8		1/8	1		-1	65	4
2	1	1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	5
2	1	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	6
2	1	3/8	3/8	2/4	1	1	1/8		1/8	1		7	61	7
3	2	0	0	2/4	1	1	0	appoggiatura	1/8	1		7	61	8
3	2	0	0	2/4	1	1	1/8		1/8	1		2	62	9
3	2	1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	16
3	2	1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	10
3	2	3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	11
3	2	1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	17
3	2	1/4	1/4	2/4	1	1	1/16		1/16	1		7	73	12
3	2	5/16	5/16	2/4	1	1	1/16		1/16	1		2	74	13
3	2	3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	18
3	2	3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	14
3	2	7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	15
4	3	0	0	2/4	2	1	1/8		1/8	1		-1	53	27
4	3	0	0	2/4	1	1	1/16		1/16	1		2	74	19
4	3	1/16	1/16	2/4	1	1	1/16		1/16	1		4	76	20
4	3	1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	28
4	3	1/8	1/8	2/4	1	1	1/16		1/16	1		7	73	21
4	3	3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	22
4	3	1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	29
4	3	1/4	1/4	2/4	1	1	1/16		1/16	1		4	76	23
4	3	5/16	5/16	2/4	1	1	1/16		1/16	1		-1	77	24
4	3	3/8	3/8	2/4	2	1	1/8		1/8	1		7	49	30
4	3	3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	25
4	3	7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	26
5	4	0	0	2/4	2	1	1/8		1/8	1		2	50	36
5	4	0	0	2/4	1	1	1/8		1/8	1		-1	77	31
5	4	1/8	1/8	2/4	2	1	1/8		1/8	1		2	62	37
5	4	1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	32
5	4	3/16	3/16	2/4	1	1	1/16		1/16	1		4	76	33
5	4	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	38
5	4	1/4	1/4	2/4	1	1	1/8		1/8	1		-1	77	34
5	4	3/8	3/8	2/4	2	1	1/8		1/8	1		3	57	39
5	4	3/8	3/8	2/4	1	1	1/8		1/8	1		0	72	35
6	5	0	0	2/4	2	1	1/8		1/8	1		-2	58	45
6	5	0	0	2/4	1	1	1/8		1/8	1		2	74	40
6	5	1/8	1/8	2/4	2	1	1/16		1/16	1		-2	58	46
6	5	1/8	1/8	2/4	1	1	1/8		1/8	1		2	74	41
6	5	3/16	3/16	2/4	2	1	1/16		1/16	1		3	57	47
6	5	1/4	1/4	2/4	2	1	1/8		1/8	1		-2	58	48
6	5	1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	42
6	5	3/8	3/8	2/4	2	1	1/8		1/8	1		-2	46	49
6	5	3/8	3/8	2/4	1	1	1/16		1/16	1		0	72	43
6	5	7/16	7/16	2/4	1	1	1/16		1/16	1		-2	70	44
7	6	0	0	2/4	2	1	1/8		1/8	1		-1	53	54
7	6	0	0	2/4	1	1	1/8		1/8	1		3	69	50
7	6	1/8	1/8	2/4	2	1	1/8		1/8	1		-1	65	55
7	6	1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	51
7	6	1/4	1/4	2/4	2	1	1/8		1/8	1		-1	65	56
7	6	1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	52
7	6	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60	57
7	6	3/8	3/8	2/4	1	1	1/8		1/8	1		0	84	53
8	7	0	0	2/4	2	1	1/8		1/8	1		2	62	62
8	7	0	0	2/4	1	1	1/8		1/8	1		-1	77	58
8	7	1/8	1/8	2/4	2	1	1/16		1/16	1		2	62	63
8	7	1/8	1/8	2/4	1	1	1/8		1/8	1		-1	77	59
8	7	3/16	3/16	2/4	2	1	1/16		1/16	1		0	60	64
8	7	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	65
8	7	1/4	1/4	2/4	1	1	1/8		1/8	1		-1	77	60
