mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	2.0	0	3/4	6/4	2	1	1/2		1/2	1		1	55	G3	3	2
1	0	0	0	2.0	0	3/4	6/4	1	1	1/2		1/2	1		5	71	B4	4	0
1	0	2	2	1.0	1/2	5/4	6/4	2	1	1/4		1/4	1		3	57	A3	3	3
1	0	2	2	1.0	1/2	5/4	6/4	1	1	1/4		1/4	1		0	72	C5	5	1
2	1	3	3	1.5	0	0	6/4	2	1	3/8		1/4	3/2		5	59	B3	3	11
2	1	3	3	1.5	0	0	6/4	1	1	3/8		1/4	3/2		2	74	D5	5	4
2	1	9/2	9/2	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		3	57	A3	3	12
2	1	9/2	9/2	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		0	72	C5	5	5
2	1	5	5	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		1	55	G3	3	13
2	1	5	5	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		5	71	B4	4	6
2	1	6	6	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		0	60	C4	4	14
2	1	6	6	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		4	76	E5	5	7
2	1	7	7	0.0	1	1	6/4	1	1	0	grace8after	1/8	1		6	78	F#5	5	8
2	1	7	7	0.0	1	1	6/4	1	1	0	grace8after	1/8	1		4	76	E5	5	9
2	1	7	7	2.0	1	1	6/4	2	1	1/2		1/2	1		3	57	A3	3	15
2	1	7	7	2.0	1	1	6/4	1	1	1/2		1/2	1		6	78	F#5	5	10
3	2	9	9	2.0	0	0	6/4	2	1	1/2		1/2	1		1	55	G3	3	22
3	2	9	9	2.0	0	0	6/4	1	1	1/2		1/2	1		1	79	G5	5	16
3	2	11	11	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		6	54	F#3	3	23
3	2	11	11	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		2	74	D5	5	17
3	2	12	12	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		4	52	E3	3	24
3	2	12	12	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		1	79	G5	5	18
3	2	13	13	0.0	1	1	6/4	1	1	0	grace8after	1/8	1		3	81	A5	5	19
3	2	13	13	0.0	1	1	6/4	1	1	0	grace8after	1/8	1		1	79	G5	5	20
3	2	13	13	2.0	1	1	6/4	2	1	1/2		1/2	1		2	50	D3	3	25
3	2	13	13	2.0	1	1	6/4	1	1	1/2		1/2	1		3	81	A5	5	21
4	3	15	15	2.0	0	0	6/4	2	1	1/2		1/2	1		1	55	G3	3	31
4	3	15	15	1.5	0	0	6/4	1	1	3/8		1/4	3/2		5	83	B5	5	26
4	3	33/2	33/2	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		3	81	A5	5	27
4	3	17	17	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		5	47	B2	2	32
4	3	17	17	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		1	79	G5	5	28
4	3	18	18	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		0	48	C3	3	33
4	3	18	18	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		3	81	A5	5	29
4	3	19	19	1.0	1	1	6/4	2	1	1/4		1/4	1		2	50	D3	3	34
4	3	19	19	2.0	1	1	6/4	1	1	1/2		1/2	1		3	81	A5	5	30
4	3	20	20	1.0	5/4	5/4	6/4	2	1	1/4		1/4	1		2	38	D2	2	35
5	4	21	21	2.0	0	0	6/4	2	1	1/2		1/2	1		4	40	E2	2	41
5	4	21	21	1.5	0	0	6/4	1	1	3/8		1/4	3/2		1	79	G5	5	36
5	4	45/2	45/2	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		6	78	F#5	5	37
5	4	23	23	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		4	40	E2	2	42
5	4	23	23	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		4	76	E5	5	38
5	4	24	24	2.0	3/4	3/4	6/4	2	1	1/2		1/2	1		6	42	F#2	2	43
5	4	24	24	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		2	74	D5	5	39
5	4	25	25	2.0	1	1	6/4	1	1	1/2		1/2	1		2	74	D5	5	40
5	4	26	26	1.0	5/4	5/4	6/4	2	1	1/4		1/4	1		2	38	D2	2	44
