mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	3.0		0	0	3/4	2	1	3/4		1/2	3/2		1	43	G2	2	2
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	0
1	1	2	2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		1	67	G4	4	1
2	2	3	3	1.0		0	0	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	3
2	2	4	4	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	4
2	2	11/2	11/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	5
3	3	6	6	1.0		0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	6
3	3	7	7	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	70	Bb4	4	9
3	3	7	7	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	7
3	3	8	8	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	67	G4	4	10
3	3	17/2	17/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	8
4	4	9	9	0.5		0	0	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	14
4	4	9	9	1.0		0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	11
4	4	19/2	19/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		-1	77	F5	5	15
4	4	10	10	0.5		1/4	1/4	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	16
4	4	10	10	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	79	G5	5	12
4	4	21/2	21/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	17
4	4	11	11	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	18
