mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	1/8	1/8	3/8	1	1	1/16		1/16	1		1	55	0
1	1	3/16	3/16	3/8	1	1	1/16		1/16	1		3	57	1
1	1	1/4	1/4	3/8	1	1	1/16		1/16	1		5	59	2
1	1	5/16	5/16	3/8	1	1	1/16		1/16	1		0	60	3
2	2	0	0	3/8	1	1	1/8		1/8	1		3	57	4
2	2	1/8	1/8	3/8	2	1	1/16		1/16	1		2	50	6
2	2	1/8	1/8	3/8	1	1	1/4		1/4	1	1	2	62	5
2	2	3/16	3/16	3/8	2	1	1/16		1/16	1		4	52	7
2	2	1/4	1/4	3/8	2	1	1/16		1/16	1		-1	53	8
2	2	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	9
3	3	0	0	3/8	2	1	1/8		1/8	1		4	52	15
3	3	0	0	3/8	1	1	1/8		1/8	1	-1	2	62	10
3	3	1/8	1/8	3/8	2	1	3/16		1/8	3/2		3	57	16
3	3	1/8	1/8	3/8	1	1	1/16		1/16	1		0	60	11
3	3	3/16	3/16	3/8	1	1	1/16		1/16	1		5	59	12
3	3	1/4	1/4	3/8	1	1	1/16		1/16	1		0	60	13
3	3	5/16	5/16	3/8	2	1	1/16		1/16	1		6	54	17
3	3	5/16	5/16	3/8	1	1	1/16		1/16	1		2	62	14
4	4	0	0	3/8	2	1	1/8		1/8	1		1	55	24
4	4	0	0	3/8	1	1	1/16		1/16	1		5	59	18
4	4	1/16	1/16	3/8	1	1	1/16		1/16	1		0	60	19
4	4	1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	25
4	4	1/8	1/8	3/8	1	1	1/16		1/16	1		3	57	20
4	4	3/16	3/16	3/8	1	1	1/16		1/16	1		1	55	21
4	4	1/4	1/4	3/8	2	1	1/8		1/8	1		2	38	26
4	4	1/4	1/4	3/8	1	1	1/16		1/16	1		3	57	22
4	4	5/16	5/16	3/8	1	1	1/16		1/16	1		6	54	23
5	5	0	0	3/8	2	1	1/8		1/8	1		1	43	32
5	5	0	0	3/8	1	1	1/8		1/8	1		1	55	27
5	5	1/8	1/8	3/8	1	1	1/16		1/16	1		1	55	28
5	5	3/16	3/16	3/8	1	1	1/16		1/16	1		3	57	29
5	5	1/4	1/4	3/8	1	1	1/16		1/16	1		5	59	30
5	5	5/16	5/16	3/8	1	1	1/16		1/16	1		0	60	31
6	6	0	0	3/8	1	1	1/8		1/8	1		3	57	33
6	6	1/8	1/8	3/8	2	1	1/16		1/16	1		2	50	35
6	6	1/8	1/8	3/8	1	1	1/4		1/4	1	1	2	62	34
6	6	3/16	3/16	3/8	2	1	1/16		1/16	1		4	52	36
6	6	1/4	1/4	3/8	2	1	1/16		1/16	1		-1	53	37
6	6	5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	38
7	7	0	0	3/8	2	1	1/8		1/8	1		4	52	44
