mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	0	0	3/8	2/2	1	1	1/8		1/8	1		-1	65	0
1	0	1/8	1/2	2/2	1	1	1/4		1/4	1	1	0	72	1
1	0	3/8	3/4	2/2	1	1	1/8		1/8	1	-1	0	72	2
1	0	1/2	7/8	2/2	1	1	1/8		1/8	1		-1	65	3
2	1	0	0	2/2	1	1	1/4		1/4	1	1	2	74	4
2	1	1/4	1/4	2/2	1	1	1/8		1/8	1	-1	2	74	5
2	1	3/8	3/8	2/2	1	1	1/8		1/8	1		1	67	6
2	1	1/2	1/2	2/2	1	1	1/8		1/8	1		4	76	7
2	1	5/8	5/8	2/2	1	1	1/8		1/8	1		2	74	8
2	1	3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	9
2	1	7/8	7/8	2/2	1	1	1/8		1/8	1		0	72	10
3	2	0	0	2/2	1	1	1/8		1/8	1		-1	77	11
3	2	1/8	1/8	2/2	1	1	1/8		1/8	1		0	72	12
3	2	1/4	1/4	2/2	1	1	1/4		1/4	1	1	-1	77	13
3	2	3/8	3/8	2/2	2	1	1/8		1/8	1		-1	53	20
3	2	1/2	1/2	2/2	2	1	1/4		1/4	1	1	0	60	21
3	2	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	-1	77	14
3	2	5/8	5/8	2/2	1	1	1/16		1/16	1		1	79	15
3	2	11/16	11/16	2/2	1	1	1/16		1/16	1		-1	77	16
3	2	3/4	3/4	2/2	2	1	1/8		1/8	1	-1	0	60	22
3	2	3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	17
3	2	7/8	7/8	2/2	2	1	1/8		1/8	1		-1	53	23
3	2	7/8	7/8	2/2	1	1	1/16		1/16	1		-1	77	18
3	2	15/16	15/16	2/2	1	1	1/16		1/16	1		4	76	19
4	3	0	0	2/2	2	1	1/4		1/4	1	1	2	62	30
4	3	0	0	2/2	1	1	1/4		1/4	1	1	2	74	24
4	3	1/4	1/4	2/2	2	1	1/8		1/8	1	-1	2	62	31
4	3	1/4	1/4	2/2	1	1	1/4		1/4	1	-1	2	74	25
4	3	3/8	3/8	2/2	2	1	1/8		1/8	1		1	55	32
4	3	1/2	1/2	2/2	2	1	1/8		1/8	1		4	64	33
4	3	1/2	1/2	2/2	1	1	1/8		1/8	1		0	72	26
4	3	5/8	5/8	2/2	2	1	1/8		1/8	1		2	62	34
4	3	5/8	5/8	2/2	1	1	1/8		1/8	1		2	74	27
4	3	3/4	3/4	2/2	2	1	1/8		1/8	1		4	64	35
4	3	3/4	3/4	2/2	1	1	1/8		1/8	1		0	72	28
4	3	7/8	7/8	2/2	2	1	1/8		1/8	1		0	60	36
4	3	7/8	7/8	2/2	1	1	1/8		1/8	1		-2	70	29
5	4	0	0	2/2	2	1	1/8		1/8	1		-1	65	45
5	4	0	0	2/2	1	1	1/8		1/8	1		3	69	37
5	4	1/8	1/8	2/2	2	1	1/8		1/8	1		4	64	46
5	4	1/8	1/8	2/2	1	1	1/8		1/8	1		0	72	38
5	4	1/4	1/4	2/2	2	1	1/8		1/8	1		2	62	47
5	4	1/4	1/4	2/2	1	1	1/8		1/8	1		-2	70	39
5	4	3/8	3/8	2/2	2	1	1/8		1/8	1		0	60	48
5	4	3/8	3/8	2/2	1	1	1/8		1/8	1		3	69	40
5	4	1/2	1/2	2/2	2	1	1/8		1/8	1		-2	58	49
5	4	1/2	1/2	2/2	1	1	1/8		1/8	1		1	67	41
5	4	5/8	5/8	2/2	2	1	1/8		1/8	1		3	57	50
5	4	5/8	5/8	2/2	1	1	1/8		1/8	1		-1	65	42
5	4	3/4	3/4	2/2	2	1	1/8		1/8	1		1	55	51
5	4	3/4	3/4	2/2	1	1	1/8		1/8	1		4	64	43
5	4	7/8	7/8	2/2	2	1	1/8		1/8	1		-1	53	52
5	4	7/8	7/8	2/2	1	1	1/8		1/8	1		-1	65	44
6	5	0	0	2/2	2	1	1/4		1/4	1		0	60	59
6	5	0	0	2/2	1	1	1/8		1/8	1		1	67	53
6	5	1/8	1/8	2/2	1	1	1/8		1/8	1		1	67	54
6	5	1/4	1/4	2/2	1	1	1/4		1/4	1	1	0	72	55
6	5	3/8	3/8	2/2	2	1	1/8		1/8	1		0	48	60
6	5	1/2	1/2	2/2	2	1	1/4		1/4	1	1	-1	53	61
6	5	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	0	72	56
6	5	5/8	5/8	2/2	1	1	1/8		1/8	1		3	69	57
6	5	3/4	3/4	2/2	2	1	1/8		1/8	1	-1	-1	53	62
6	5	3/4	3/4	2/2	1	1	1/4		1/4	1	1	2	74	58
6	5	7/8	7/8	2/2	2	1	1/8		1/8	1		2	50	63
7	6	0	0	2/2	2	1	1/4		1/4	1	1	1	55	71
7	6	0	0	2/2	1	1	1/8		1/8	1	-1	2	74	64
7	6	1/8	1/8	2/2	1	1	1/8		1/8	1		5	71	65
7	6	1/4	1/4	2/2	2	1	1/8		1/8	1	-1	1	55	72
7	6	1/4	1/4	2/2	1	1	1/4		1/4	1	1	4	76	66
7	6	3/8	3/8	2/2	2	1	1/8		1/8	1		4	52	73
7	6	1/2	1/2	2/2	2	1	1/4		1/4	1		3	57	74
7	6	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	4	76	67
7	6	5/8	5/8	2/2	1	1	1/8		1/8	1		0	72	68
7	6	3/4	3/4	2/2	2	1	1/8		1/8	1		5	59	75
7	6	3/4	3/4	2/2	1	1	1/8		1/8	1		-1	77	69
7	6	7/8	7/8	2/2	2	1	1/8		1/8	1		0	60	76
7	6	7/8	7/8	2/2	1	1	1/8		1/8	1		4	76	70
8	7	0	0	2/2	2	1	1/4		1/4	1		1	55	85
8	7	0	0	2/2	1	1	1/8		1/8	1		2	74	77
8	7	1/8	1/8	2/2	1	1	1/8		1/8	1		1	79	78
8	7	1/4	1/4	2/2	1	1	1/8		1/8	1		-1	77	79
8	7	3/8	3/8	2/2	2	1	1/8		1/8	1		1	67	86
8	7	3/8	3/8	2/2	1	1	1/8		1/8	1		4	76	80
8	7	1/2	1/2	2/2	2	1	1/8		1/8	1		-1	65	87
8	7	1/2	1/2	2/2	1	1	1/8		1/8	1		2	74	81
8	7	5/8	5/8	2/2	2	1	1/8		1/8	1		4	64	88
8	7	5/8	5/8	2/2	1	1	1/8		1/8	1		0	72	82
8	7	3/4	3/4	2/2	2	1	1/8		1/8	1		2	62	89
8	7	3/4	3/4	2/2	1	1	1/8		1/8	1		5	71	83
8	7	7/8	7/8	2/2	2	1	1/8		1/8	1		0	60	90
8	7	7/8	7/8	2/2	1	1	1/8		1/8	1		0	72	84
9	8	0	0	2/2	2	1	1/4		1/4	1	1	5	59	97
9	8	0	0	2/2	1	1	1/8		1/8	1		2	74	91
9	8	1/8	1/8	2/2	1	1	1/8		1/8	1		1	67	92
9	8	1/4	1/4	2/2	2	1	1/8		1/8	1	-1	5	59	98
9	8	1/4	1/4	2/2	1	1	1/4		1/4	1	1	2	74	93
9	8	3/8	3/8	2/2	2	1	1/8		1/8	1		1	55	99
9	8	1/2	1/2	2/2	2	1	1/4		1/4	1	1	-2	58	100
9	8	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	2	74	94
9	8	5/8	5/8	2/2	1	1	1/8		1/8	1		1	67	95
9	8	3/4	3/4	2/2	2	1	1/12		1/8	2/3	-1	-2	58	101
9	8	3/4	3/4	2/2	1	1	1/4		1/4	1	1	4	76	96
9	8	5/6	5/6	2/2	2	1	1/12		1/8	2/3		0	60	102
9	8	11/12	11/12	2/2	2	1	1/12		1/8	2/3		-2	58	103
10	9	0	0	2/2	2	1	1/4		1/4	1	1	3	57	111
10	9	0	0	2/2	1	1	1/8		1/8	1	-1	4	76	104
10	9	1/8	1/8	2/2	1	1	1/8		1/8	1		0	72	105
10	9	1/4	1/4	2/2	2	1	1/8		1/8	1	-1	3	57	112
10	9	1/4	1/4	2/2	1	1	1/4		1/4	1	1	-1	77	106
10	9	3/8	3/8	2/2	2	1	1/8		1/8	1		-1	53	113
10	9	1/2	1/2	2/2	2	1	1/4		1/4	1	1	5	59	114
10	9	1/2	1/2	2/2	1	1	1/8		1/8	1	-1	-1	77	107
10	9	5/8	5/8	2/2	1	1	1/8		1/8	1		-1	77	108
10	9	3/4	3/4	2/2	2	1	1/8		1/8	1	-1	5	59	115
10	9	3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	109
10	9	7/8	7/8	2/2	2	1	1/8		1/8	1		1	55	116
10	9	7/8	7/8	2/2	1	1	1/8		1/8	1		2	74	110
11	10	0	0	2/2	2	1	1/8		1/8	1		0	60	126
11	10	0	0	2/2	1	1	1/8		1/8	1		4	76	117
11	10	1/8	1/8	2/2	2	1	1/8		1/8	1		1	55	127
