mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
6	6	31/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	38
6	6	16	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	39
6	6	33/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	40
6	6	17	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		6	54	F#3	3	44
6	6	17	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	41
6	6	35/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	42
7	7	18	0.5		0	0	3/4	2	1	1/8	1/8	1		4	52	E3	3	46
7	7	18	3.0		0	0	3/4	1	1	3/4	1/2	3/2		1	79	G5	5	45
7	7	37/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	47
7	7	19	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		4	52	E3	3	48
7	7	39/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	49
7	7	20	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		1	55	G3	3	50
7	7	41/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	51
8	8	21	2.0		0	0	3/4	2	1	1/2	1/2	1		3	57	A3	3	58
8	8	21	0.5		0	0	3/4	1	1	1/8	1/8	1		4	76	E5	5	52
8	8	43/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	53
8	8	22	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	54
8	8	45/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	55
8	8	23	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	59
8	8	23	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	56
8	8	47/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	57
9	9	24	0.5		0	0	3/4	2	1	1/8	1/8	1		6	54	F#3	3	64
9	9	24	1.5		0	0	3/4	1	1	3/8	1/4	3/2		3	81	A5	5	60
9	9	49/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	65
9	9	25	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	66
9	9	51/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	61
9	9	26	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	67
9	9	26	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	83	B5	5	62
9	9	53/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	63
10	10	27	1.0		0	0	3/4	2	1	1/4	1/4	1		4	52	E3	3	72
10	10	27	0.5		0	0	3/4	1	1	1/8	1/8	1		1	79	G5	5	68
10	10	55/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	69
10	10	28	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		3	57	A3	3	73
10	10	28	1.5		1/4	1/4	3/4	1	1	3/8	1/4	3/2		4	76	E5	5	70
10	10	29	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		3	45	A2	2	74
10	10	59/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	71
11	11		0.5	1	0	0	3/4	2	1	1/8	1/8	1		2	50	D3	3	76
11	11		3.0	1	0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5	75
11	11		0.5	1	1/8	1/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	77
11	11		0.5	1	1/4	1/4	3/4	2	1	1/8	1/8	1		2	50	D3	3	78
11	11		0.5	1	3/8	3/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	79
11	11		0.5	1	1/2	1/2	3/4	2	1	1/8	1/8	1		6	54	F#3	3	80
11	11		0.5	1	5/8	5/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	81
12	11	30	3.0	2	0	0	3/4	2	1	3/4	1/2	3/2		2	50	D3	3	83
12	11	30	3.0	2	0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5	82
13	12	33	0.5		0	0	3/4	1	1	1/8	1/8	1		3	81	A5	5	84
13	12	67/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		5	83	B5	5	85
13	12	34	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	A5	5	86
13	12	69/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	87
13	12	35	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	88
13	12	71/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	89
14	13	36	0.5		0	0	3/4	2	1	1/8	1/8	1		2	62	D4	4	91
14	13	36	3.0		0	0	3/4	1	1	3/4	1/2	3/2		6	78	F#5	5	90
14	13	73/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		4	64	E4	4	92
14	13	37	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	93
14	13	75/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	94
14	13	38	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		5	59	B3	3	95
14	13	77/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	96
15	14	39	2.0		0	0	3/4	2	1	1/2	1/2	1		5	59	B3	3	103
15	14	39	0.5		0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	97
15	14	79/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	98
15	14	40	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	99
15	14	81/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	100
15	14	41	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		6	54	F#3	3	104
15	14	41	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	101
15	14	83/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	102
16	15	42	0.5		0	0	3/4	2	1	1/8	1/8	1		1	55	G3	3	107
16	15	42	2.0		0	0	3/4	1	1	1/2	1/2	1		5	71	B4	4	105
16	15	85/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	108
16	15	43	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	109
16	15	87/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	110
16	15	44	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		4	52	E3	3	111
16	15	44	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	G5	5	106
17	16	45	0.5		0	0	3/4	2	1	1/8	1/8	1		0	60	C4	4	115
17	16	45	1.5		0	0	3/4	1	1	3/8	1/4	3/2		4	76	E5	5	112
17	16	91/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	116
17	16	46	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	117
17	16	93/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	118
17	16	93/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	113
17	16	47	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	119
17	16	47	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		6	78	F#5	5	114
18	17	48	2.0		0	0	3/4	2	1	1/2	1/2	1		5	59	B3	3	126
18	17	48	1.0		0	0	3/4	1	1	1/4	1/4	1		9	75	D#5	5	120
18	17	49	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	121
18	17	50	2.0		1/2	1/2	3/4	2	1	1/2	1/2	1		4	52	E3	3	127
18	17	50	1.5		1/2	1/2	3/4	1	1	3/8	1/4	3/2		1	79	G5	5	122
18	17	103/2	0.5		7/8	7/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	123
18	17	52	2.0		1	1	3/4	2	1	1/2	1/2	1		5	47	B2	2	128
18	17	52	1.5		1	1	3/4	1	1	3/8	1/4	3/2		6	78	F#5	5	124
18	17	107/2	0.5		11/8	11/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	125
19	18	54	3.0		0	0	3/4	2	1	3/4	1/2	3/2		4	52	E3	3	135
19	18	54	0.5		0	0	3/4	1	1	1/8	1/8	1		4	76	E5	5	129
19	18	109/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	130
19	18	55	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	131
19	18	111/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	132
19	18	56	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		7	73	C#5	5	133
19	18	113/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	134
20	19	57	0.5		0	0	3/4	2	1	1/8	1/8	1		3	57	A3	3	137
20	19	57	3.0		0	0	3/4	1	1	3/4	1/2	3/2		7	73	C#5	5	136
20	19	115/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	138
20	19	58	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		3	57	A3	3	139
20	19	117/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	140
20	19	59	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		6	54	F#3	3	141
20	19	119/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		4	52	E3	3	142
21	20	60	3.0		0	0	3/4	2	1	3/4	1/2	3/2		6	54	F#3	3	149
21	20	60	0.5		0	0	3/4	1	1	1/8	1/8	1		3	81	A5	5	143
21	20	121/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		5	83	B5	5	144
21	20	61	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	A5	5	145
21	20	123/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	146
21	20	62	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	147
21	20	125/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	148
22	21	63	0.5		0	0	3/4	2	1	1/8	1/8	1		2	62	D4	4	151
22	21	63	3.0		0	0	3/4	1	1	3/4	1/2	3/2		6	78	F#5	5	150
22	21	127/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		4	64	E4	4	152
22	21	64	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	153
22	21	129/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	154
22	21	65	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		5	59	B3	3	155
22	21	131/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	156
23	22	66	0.5		0	0	3/4	2	1	1/8	1/8	1		5	59	B3	3	163
23	22	66	0.5		0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	157
23	22	133/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	164
23	22	133/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	158
23	22	67	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		5	59	B3	3	165
23	22	67	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	159
23	22	135/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	166
23	22	135/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	160
23	22	68	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		1	55	G3	3	167
23	22	68	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	161
23	22	137/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	168
23	22	137/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	162
24	23	69	2.0		0	0	3/4	2	1	1/2	1/2	1		1	55	G3	3	175
24	23	69	0.5		0	0	3/4	1	1	1/8	1/8	1		5	71	B4	4	169
24	23	139/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	170
24	23	70	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		1	67	G4	4	171
24	23	141/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	172
24	23	71	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	173
24	23	143/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	174
25	24	72	2.0		0	0	3/4	2	1	1/2	1/2	1		6	54	F#3	3	182
25	24	72	0.5		0	0	3/4	1	1	1/8	1/8	1		2	74	D5	5	176
25	24	145/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	177
25	24	73	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	178
25	24	147/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	179
25	24	74	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	F#5	5	180
25	24	149/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	181
26	25	75	2.0		0	0	3/4	2	1	1/2	1/2	1		4	52	E3	3	189
26	25	75	0.5		0	0	3/4	1	1	1/8	1/8	1		1	79	G5	5	183
26	25	151/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	184
26	25	76	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	185
26	25	153/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	186
26	25	77	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	187
26	25	155/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		4	76	E5	5	188
27	26	78	2.0		0	0	3/4	2	1	1/2	1/2	1		2	50	D3	3	196
27	26	78	0.5		0	0	3/4	1	1	1/8	1/8	1		3	81	A5	5	190
27	26	157/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	191
27	26	79	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	F#5	5	192
27	26	159/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	193
27	26	80	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	A5	5	194
27	26	161/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	195
28	27	81	3.0		0	0	3/4	2	1	3/4	1/2	3/2		5	47	B2	2	203
28	27	81	0.5		0	0	3/4	1	1	1/8	1/8	1		5	83	B5	5	197
28	27	163/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		0	84	C6	6	198
28	27	82	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		5	83	B5	5	199
28	27	165/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	200
28	27	83	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	201
28	27	167/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	202
29	28	84	0.5		0	0	3/4	2	1	1/8	1/8	1		0	48	C3	3	214
29	28	84	0.5		0	0	3/4	1	1	1/8	1/8	1		4	76	E5	5	204
29	28	169/2	0.5		1/8	1/8	3/4	2	1	1/8	1/8	1		5	47	B2	2	215
29	28	169/2	0.5		1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	D5	5	205
29	28	85	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		0	48	C3	3	216
29	28	85	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	E5	5	206
29	28	171/2	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	217
29	28	171/2	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	207
29	28	86	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	218
29	28	86	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	G5	5	208
29	28	173/2	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		2	50	D3	3	219
29	28	173/2	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	F#5	5	209
29	28	87	0.5		3/4	3/4	3/4	2	1	1/8	1/8	1		4	52	E3	3	220
29	28	87	0.5		3/4	3/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	210
29	28	175/2	0.5		7/8	7/8	3/4	2	1	1/8	1/8	1		0	48	C3	3	221
29	28	175/2	0.5		7/8	7/8	3/4	1	1	1/8	1/8	1		3	81	A5	5	211
29	28	88	1.0		1	1	3/4	2	1	1/4	1/4	1		2	50	D3	3	222
29	28	88	1.5		1	1	3/4	1	1	3/8	1/4	3/2		3	81	A5	5	212
29	28	89	1.0		5/4	5/4	3/4	2	1	1/4	1/4	1		2	38	D2	2	223
29	28	179/2	0.5		11/8	11/8	3/4	1	1	1/8	1/8	1		1	79	G5	5	213
30	29	90	3.0		0	0	3/4	2	1	3/4	1/2	3/2		1	43	G2	2	225
30	29	90	3.0		0	0	3/4	1	1	3/4	1/2	3/2		1	79	G5	5	224
