mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	5/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	0
2	1	1/2	1/2	0.5	0	0	6/8	1	1	1/8		1/8	1		3	69	A4	4	1
2	1	1	1	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		4	64	E4	4	2
2	1	3/2	3/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69	A4	4	3
2	1	2	2	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	4
2	1	5/2	5/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		4	64	E4	4	5
2	1	3	3	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		3	57	A3	3	7
2	1	3	3	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	6
3	2	7/2	7/2	0.5	0	0	6/8	2	1	1/8		1/8	1		3	57	A3	3	10
3	2	7/2	7/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2		3	69	A4	4	8
3	2	4	4	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		4	52	E3	3	11
3	2	9/2	9/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		3	57	A3	3	12
3	2	5	5	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		3	57	A3	3	13
3	2	5	5	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		7	73	C#5	5	9
3	2	11/2	11/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		4	52	E3	3	14
3	2	6	6	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		3	57	A3	3	15
4	3	13/2	13/2	1.0	0	0	6/8	2	1	1/4		1/4	1		7	61	C#4	4	22
4	3	13/2	13/2	0.5	0	0	6/8	1	1	1/8		1/8	1		4	76	E5	5	16
4	3	7	7	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		6	78	F#5	5	17
4	3	15/2	15/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		3	57	A3	3	23
4	3	15/2	15/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		4	76	E5	5	18
4	3	8	8	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		4	64	E4	4	24
4	3	8	8	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	19
4	3	17/2	17/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		6	78	F#5	5	20
4	3	9	9	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		4	52	E3	3	25
4	3	9	9	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	21
5	4	19/2	19/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2		3	57	A3	3	30
5	4	19/2	19/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2		7	73	C#5	5	26
5	4	11	11	0.0	3/8	3/8	6/8	1	1	0	appoggiatura	1/8	1		5	71	B4	4	27
5	4	11	11	1.0	3/8	3/8	6/8	2	1	1/4		1/4	1		3	45	A2	2	31
5	4	11	11	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		3	69	A4	4	28
5	4	12	12	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	81	A5	5	29
6	5	25/2	25/2	0.5	0	0	6/8	1	1	1/8		1/8	1		3	81	A5	5	32
6	5	13	13	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		5	83	B5	5	33
6	5	27/2	27/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		3	81	A5	5	34
6	5	14	14	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		3	81	A5	5	35
6	5	29/2	29/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		4	76	E5	5	36
6	5	15	15	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		3	69	A4	4	38
6	5	15	15	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		3	81	A5	5	37
7	6	31/2	31/2	0.5	0	0	6/8	2	1	1/8		1/8	1		3	69	A4	4	42
7	6	31/2	31/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	3	81	A5	5	39
7	6	16	16	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		5	71	B4	4	43
7	6	33/2	33/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		3	69	A4	4	44
7	6	17	17	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		3	69	A4	4	45
7	6	17	17	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	3	81	A5	5	40
7	6	35/2	35/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		4	64	E4	4	46
7	6	18	18	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		3	69	A4	4	47
7	6	18	18	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	41
8	7	37/2	37/2	1.5	0	0	6/8	2	1	3/8		1/4	3/2		3	69	A4	4	54
8	7	37/2	37/2	0.5	0	0	6/8	1	1	1/8		1/8	1		7	73	C#5	5	48
8	7	19	19	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	49
8	7	39/2	39/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		7	73	C#5	5	50
8	7	20	20	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		6	78	F#5	5	51
8	7	41/2	41/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		4	76	E5	5	52
8	7	21	21	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		6	54	F#3	3	55
8	7	21	21	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		6	78	F#5	5	53
9	8	43/2	43/2	0.5	0	0	6/8	2	1	1/8		1/8	1		5	59	B3	3	60
9	8	43/2	43/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2		9	75	D#5	5	56
9	8	22	22	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		7	61	C#4	4	61
9	8	45/2	45/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		5	59	B3	3	62
9	8	23	23	0.0	3/8	3/8	6/8	1	1	0	appoggiatura	1/8	1		7	73	C#5	5	57
9	8	23	23	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	63
9	8	23	23	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		5	71	B4	4	58
9	8	47/2	47/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		6	54	F#3	3	64
9	8	24	24	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	65
9	8	24	24	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		5	71	B4	4	59
10	9	49/2	49/2	0.5	0	0	6/8	2	1	1/8		1/8	1		8	56	G#3	3	72
10	9	49/2	49/2	0.5	0	0	6/8	1	1	1/8		1/8	1		5	71	B4	4	66
10	9	25	25	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		3	57	A3	3	73
10	9	25	25	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		7	73	C#5	5	67
10	9	51/2	51/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		8	56	G#3	3	74
10	9	51/2	51/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		5	71	B4	4	68
10	9	26	26	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		8	56	G#3	3	75
10	9	26	26	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		5	71	B4	4	69
10	9	53/2	53/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		4	52	E3	3	76
10	9	53/2	53/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		4	64	E4	4	70
10	9	27	27	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		8	56	G#3	3	77
10	9	27	27	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		5	71	B4	4	71
11	10	55/2	55/2	0.5	0	0	6/8	2	1	1/8		1/8	1		3	57	A3	3	84
11	10	55/2	55/2	0.5	0	0	6/8	1	1	1/8		1/8	1		7	73	C#5	5	78
11	10	28	28	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	85
11	10	28	28	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		9	75	D#5	5	79
11	10	57/2	57/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		3	57	A3	3	86
11	10	57/2	57/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		7	73	C#5	5	80
11	10	29	29	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		3	57	A3	3	87
11	10	29	29	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		7	73	C#5	5	81
11	10	59/2	59/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		6	54	F#3	3	88
11	10	59/2	59/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		6	66	F#4	4	82
11	10	30	30	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		3	57	A3	3	89
11	10	30	30	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		7	73	C#5	5	83
12	11	61/2	61/2	0.5	0	0	6/8	2	1	1/8		1/8	1		5	59	B3	3	96
12	11	61/2	61/2	0.5	0	0	6/8	1	1	1/8		1/8	1		9	75	D#5	5	90
12	11	31	31	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		7	61	C#4	4	97
12	11	31	31	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	91
12	11	63/2	63/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		5	59	B3	3	98
12	11	63/2	63/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		9	75	D#5	5	92
