mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5	0	1/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	0
1	0	1/2	0.5	1/8	1/4	4/4	1	1	1/8	1/8	1		5	83	B5	5	1
1	0	1	0.5	1/4	3/8	4/4	2	1	1/8	1/8	1		2	74	D5	5	7
1	0	1	0.5	1/4	3/8	4/4	1	1	1/8	1/8	1		3	81	A5	5	2
1	0	3/2	0.5	3/8	1/2	4/4	2	1	1/8	1/8	1		4	76	E5	5	8
1	0	3/2	0.5	3/8	1/2	4/4	1	1	1/8	1/8	1		1	79	G5	5	3
1	0	2	0.5	1/2	5/8	4/4	2	1	1/8	1/8	1		2	74	D5	5	9
1	0	2	0.5	1/2	5/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	4
1	0	5/2	0.5	5/8	3/4	4/4	2	1	1/8	1/8	1		7	73	C#5	5	10
1	0	5/2	0.5	5/8	3/4	4/4	1	1	1/8	1/8	1		3	81	A5	5	5
1	0	3	0.5	3/4	7/8	4/4	2	1	1/8	1/8	1		3	69	A4	4	11
1	0	3	0.5	3/4	7/8	4/4	1	1	1/8	1/8	1		1	79	G5	5	6
2	1	7/2	0.5	0	0	4/4	2	1	1/8	1/8	1		2	74	D5	5	16
2	1	7/2	0.5	0	0	4/4	1	1	1/8	1/8	1		6	78	F#5	5	12
2	1	4	0.5	1/8	1/8	4/4	3	1	1/8	1/8	1		3	57	A3	3	22
2	1	4	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	13
2	1	4	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		6	78	F#5	5	17
2	1	9/2	0.5	1/4	1/4	4/4	3	1	1/8	1/8	1		5	59	B3	3	23
2	1	9/2	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		2	74	D5	5	14
2	1	9/2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		1	79	G5	5	18
2	1	5	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		3	57	A3	3	24
2	1	5	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		6	78	F#5	5	19
2	1	11/2	0.5	1/2	1/2	4/4	3	1	1/8	1/8	1		1	55	G3	3	25
2	1	11/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	1	4	76	E5	5	20
2	1	6	0.5	5/8	5/8	4/4	3	1	1/8	1/8	1		4	52	E3	3	26
2	1	13/2	0.5	3/4	3/4	4/4	3	1	1/8	1/8	1		3	57	A3	3	27
2	1	13/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	15
2	1	13/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	-1	4	76	E5	5	21
2	1	7	0.5	7/8	7/8	4/4	3	1	1/8	1/8	1		1	55	G3	3	28
3	2	15/2	1.0	0	0	4/4	3	1	1/4	1/4	1		6	54	F#3	3	39
3	2	15/2	0.5	0	0	4/4	1	1	1/8	1/8	1		2	74	D5	5	29
3	2	15/2	1.0	0	0	4/4	2	1	1/4	1/4	1		2	74	D5	5	35
3	2	8	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	30
3	2	17/2	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		2	50	D3	3	40
3	2	17/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		1	67	G4	4	31
3	2	9	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	32
3	2	19/2	0.5	1/2	1/2	4/4	3	1	1/8	1/8	1		3	45	A2	2	41
3	2	19/2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4	33
3	2	10	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	36
3	2	21/2	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	37
3	2	21/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	3	69	A4	4	34
3	2	11	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	38
4	3	23/2	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	51
4	3	23/2	0.5	0	0	4/4	1	1	1/8	1/8	1	-1	3	69	A4	4	42
4	3	12	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	43
4	3	25/2	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		4	64	E4	4	52
4	3	25/2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69	A4	4	44
4	3	13	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	45
4	3	27/2	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		6	66	F#4	4	46
4	3	14	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	47
4	3	57/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	48
4	3	29/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	1	2	62	D4	4	53
4	3	29/2	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	49
4	3	15	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	50
5	4	31/2	0.5	0	0	4/4	2	1	1/8	1/8	1	-1	2	62	D4	4	58
5	4	31/2	0.5	0	0	4/4	1	1	1/8	1/8	1		8	68	G#4	4	54
5	4	16	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	55
5	4	16	0.5	1/8	1/8	4/4	3	1	1/8	1/8	1		4	64	E4	4	64
5	4	16	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		7	73	C#5	5	59
5	4	33/2	0.5	1/4	1/4	4/4	3	1	1/8	1/8	1		6	66	F#4	4	65
5	4	33/2	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		3	69	A4	4	56
5	4	33/2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	74	D5	5	60
5	4	17	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		4	64	E4	4	66
5	4	17	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		7	73	C#5	5	61
5	4	35/2	0.5	1/2	1/2	4/4	3	1	1/8	1/8	1		2	62	D4	4	67
5	4	35/2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	1	5	71	B4	4	62
5	4	18	0.5	5/8	5/8	4/4	3	1	1/8	1/8	1		5	59	B3	3	68
5	4	37/2	0.5	3/4	3/4	4/4	3	1	1/8	1/8	1		4	64	E4	4	69
5	4	37/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		8	68	G#4	4	57
5	4	37/2	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1	-1	5	71	B4	4	63
5	4	19	0.5	7/8	7/8	4/4	3	1	1/8	1/8	1		2	62	D4	4	70
6	5	39/2	0.5	0	0	4/4	3	1	1/8	1/8	1		7	61	C#4	4	80
6	5	39/2	0.5	0	0	4/4	1	1	1/8	1/8	1		3	69	A4	4	71
6	5	39/2	0.5	0	0	4/4	2	1	1/8	1/8	1		3	69	A4	4	76
6	5	20	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	72
6	5	41/2	1.5	1/4	1/4	4/4	1	1	3/8	1/4	3/2		6	66	F#4	4	73
6	5	21	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		3	45	A2	2	81
6	5	21	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	77
6	5	43/2	1.5	1/2	1/2	4/4	3	1	3/8	1/4	3/2		5	47	B2	2	82
6	5	43/2	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		2	62	D4	4	78
6	5	22	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	74
6	5	45/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	2	62	D4	4	75
6	5	23	0.5	7/8	7/8	4/4	3	1	1/8	1/8	1		3	45	A2	2	83
6	5	23	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	79
7	6	47/2	1.5	0	0	4/4	3	1	3/8	1/4	3/2		1	43	G2	2	93
7	6	47/2	1.5	0	0	4/4	2	1	3/8	1/4	3/2		5	59	B3	3	89
7	6	47/2	0.5	0	0	4/4	1	1	1/8	1/8	1	-1	2	62	D4	4	84
7	6	24	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		5	59	B3	3	85
7	6	49/2	1.5	1/4	1/4	4/4	1	1	3/8	1/4	3/2		4	64	E4	4	86
7	6	25	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		4	40	E2	2	94
7	6	25	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	90
7	6	51/2	1.5	1/2	1/2	4/4	3	1	3/8	1/4	3/2		3	45	A2	2	95
7	6	51/2	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		7	61	C#4	4	91
7	6	26	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		2	62	D4	4	87
7	6	53/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	61	C#4	4	88
7	6	27	0.5	7/8	7/8	4/4	3	1	1/8	1/8	1		1	43	G2	2	96
7	6	27	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	92
8	7	55/2	1.0	0	0	4/4	3	1	1/4	1/4	1		6	42	F#2	2	105
8	7	55/2	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	101
8	7	28	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	97
8	7	57/2	1.5	1/4	1/4	4/4	1	1	3/8	1/4	3/2		5	71	B4	4	98
8	7	29	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		2	50	D3	3	106
8	7	29	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		6	66	F#4	4	102
8	7	59/2	1.5	1/2	1/2	4/4	3	1	3/8	1/4	3/2		4	52	E3	3	107
8	7	59/2	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		1	67	G4	4	103
8	7	30	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	99
8	7	61/2	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	1	67	G4	4	100
8	7	31	0.5	7/8	7/8	4/4	3	1	1/8	1/8	1		2	50	D3	3	108
8	7	31	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66	F#4	4	104
9	8	63/2	1.5	0	0	4/4	3	1	3/8	1/4	3/2		7	49	C#3	3	118
9	8	63/2	1.5	0	0	4/4	2	1	3/8	1/4	3/2		4	64	E4	4	114
9	8	63/2	0.5	0	0	4/4	1	1	1/8	1/8	1	-1	1	67	G4	4	109
9	8	32	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	110
9	8	65/2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	111
9	8	33	0.5	3/8	3/8	4/4	3	1	1/8	1/8	1		3	45	A2	2	119
9	8	33	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	115
