mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0		0	0	3/4	2	1	1/4		1/4	1		1	55	G3	3	5
1	1	0	1.0		0	0	3/4	1	1	1/4		1/4	1		5	59	B3	3	0
1	1	1	0.0		1/4	1/4	3/4	1	1	0	grace16	1/16	1		5	59	B3	3	1
1	1	1	0.0		1/4	1/4	3/4	1	1	0	grace16	1/16	1		0	60	C4	4	2
1	1	1	0.0		1/4	1/4	3/4	2	1	0	grace16	1/16	1		1	55	G3	3	6
1	1	1	0.0		1/4	1/4	3/4	2	1	0	grace16	1/16	1		3	57	A3	3	7
1	1	1	1.5		1/4	1/4	3/4	2	1	3/8		1/4	3/2		5	59	B3	3	8
1	1	1	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	62	D4	4	3
1	1	5/2	0.5		5/8	5/8	3/4	2	1	1/8		1/8	1		6	54	F#3	3	9
1	1	5/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		3	57	A3	3	4
2	2	3	0.0		0	0	3/4	1	1	0	appoggiatura	1/8	1		3	57	A3	3	10
2	2	3	0.0		0	0	3/4	2	1	0	appoggiatura	1/8	1		6	54	F#3	3	15
2	2	3	1.0		0	0	3/4	2	1	1/4		1/4	1		1	55	G3	3	16
2	2	3	1.0		0	0	3/4	1	1	1/4		1/4	1		5	59	B3	3	11
2	2	4	0.0		1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		3	57	A3	3	12
2	2	4	0.0		1/4	1/4	3/4	2	1	0	appoggiatura	1/8	1		6	54	F#3	3	17
2	2	4	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		4	52	E3	3	18
2	2	4	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	55	G3	3	13
2	2	5	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		5	47	B2	2	19
2	2	5	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		2	50	D3	3	14
3	3	6	1.0		0	0	3/4	2	1	1/4		1/4	1		4	52	E3	3	23
3	3	6	1.0		0	0	3/4	1	1	1/4		1/4	1		1	55	G3	3	20
3	3	7	0.5		1/4	1/4	3/4	2	1	1/8		1/8	1		6	54	F#3	3	24
3	3	7	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		3	57	A3	3	21
3	3	15/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	25
3	3	8	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		6	54	F#3	3	26
3	3	17/2	0.5		5/8	5/8	3/4	2	1	1/8		1/8	1		2	50	D3	3	27
3	3	17/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		5	59	B3	3	22
4	4	9	1.0		0	0	3/4	2	1	1/4		1/4	1		1	55	G3	3	30
4	4	9	2.0		0	0	3/4	1	1	1/2		1/2	1		5	59	B3	3	28
4	4	10	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	43	G2	2	31
4	4	11	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	D3	3	32
4	4	11	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		3	57	A3	3	29
5	5	12	1.5		0	0	3/4	2	1	3/8		1/4	3/2		1	55	G3	3	36
5	5	12	1.0		0	0	3/4	1	1	1/4		1/4	1		5	59	B3	3	33
5	5	13	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		4	64	E4	4	34
5	5	27/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		6	54	F#3	3	37
5	5	14	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		1	55	G3	3	38
5	5	29/2	0.5		5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	39
5	5	29/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		5	59	B3	3	35
6	6	15	0.0		0	0	3/4	1	1	0	appoggiatura	1/8	1		5	59	B3	3	40
6	6	15	0.5		0	0	3/4	2	1	1/8		1/8	1		3	57	A3	3	44
6	6	15	1.0		0	0	3/4	1	1	1/4		1/4	1		7	61	C#4	4	41
6	6	31/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	45
6	6	16	0.5		1/4	1/4	3/4	2	1	1/8		1/8	1		3	57	A3	3	46
6	6	16	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	E4	4	42
6	6	33/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	47
6	6	17	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		6	54	F#3	3	48
