mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.25	0	3/8	6/8	1	1	1/16		1/16	1		1	67	G4	4	0
1	0	1/4	0.25	1/16	7/16	6/8	1	1	1/16		1/16	1		3	69	A4	4	1
1	0	1/2	0.25	1/8	1/2	6/8	1	1	1/16		1/16	1		-2	70	Bb4	4	2
1	0	3/4	0.25	3/16	9/16	6/8	1	1	1/16		1/16	1		0	72	C5	5	3
1	0	1	0.25	1/4	5/8	6/8	1	1	1/16		1/16	1		2	74	D5	5	4
1	0	5/4	0.25	5/16	11/16	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	5
2	1	3/2	0.5	0	0	6/8	1	1	1/8		1/8	1		-1	65	F4	4	6
2	1	2	0.5	1/8	1/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	7
2	1	5/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		2	62	D4	4	8
2	1	3	0.5	3/8	3/8	6/8	1	1	1/8		1/8	1		-3	63	Eb4	4	9
2	1	7/2	0.5	1/2	1/2	6/8	1	1	1/8		1/8	1		0	72	C5	5	10
2	1	4	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		0	60	C4	4	11
3	2	9/2	0.25	0	0	6/8	1	1	1/16		1/16	1		2	62	D4	4	12
3	2	19/4	0.25	1/16	1/16	6/8	1	1	1/16		1/16	1		3	69	A4	4	13
3	2	5	0.25	1/8	1/8	6/8	1	1	1/16		1/16	1		2	74	D5	5	14
3	2	21/4	0.25	3/16	3/16	6/8	1	1	1/16		1/16	1		0	72	C5	5	15
3	2	11/2	0.25	1/4	1/4	6/8	1	1	1/16		1/16	1		-2	70	Bb4	4	16
3	2	23/4	0.25	5/16	5/16	6/8	1	1	1/16		1/16	1		3	69	A4	4	17
3	2	6	0.25	3/8	3/8	6/8	1	1	1/16		1/16	1		1	67	G4	4	18
3	2	25/4	0.25	7/16	7/16	6/8	1	1	1/16		1/16	1		3	69	A4	4	19
3	2	13/2	0.75	1/2	1/2	6/8	1	1	3/16		1/8	3/2		6	66	F#4	4	20
3	2	29/4	0.25	11/16	11/16	6/8	1	1	1/16		1/16	1		1	67	G4	4	21
4	3	15/2	0.25	0	0	6/8	1	1	1/16		1/16	1		1	67	G4	4	22
4	3	31/4	0.25	1/16	1/16	6/8	1	1	1/16		1/16	1		2	62	D4	4	23
4	3	8	0.25	1/8	1/8	6/8	1	1	1/16		1/16	1		-2	58	Bb3	3	24
4	3	33/4	0.25	3/16	3/16	6/8	1	1	1/16		1/16	1		2	62	D4	4	25
4	3	17/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		1	55	G3	3	26
4	3	9	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		1	55	G3	3	28
4	3	9	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-2	82	Bb5	5	27
4	3	37/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		3	57	A3	3	29
4	3	19/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		-2	58	Bb3	3	30
4	3	39/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		0	60	C4	4	31
4	3	10	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		2	62	D4	4	32
4	3	41/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	33
5	4	21/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-1	53	F3	3	36
5	4	21/2	1.0	0	0	6/8	1	1	1/4		1/4	1		3	81	A5	5	34
5	4	11	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		2	62	D4	4	37
5	4	23/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		2	50	D3	3	38
5	4	12	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	39
5	4	12	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		1	79	G5	5	35
5	4	25/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		0	60	C4	4	40
5	4	13	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	48	C3	3	41
6	5	27/2	0.5	0	0	6/8	2	1	1/8		1/8	1		2	50	D3	3	49
6	5	27/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-1	77	F5	5	42
6	5	14	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-2	58	Bb3	3	50
6	5	29/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-2	46	Bb2	2	51
6	5	15	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		0	48	C3	3	52
6	5	15	0.25	3/8	3/8	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	43
6	5	61/4	0.25	7/16	7/16	6/8	1	1	1/16		1/16	1		-1	77	F5	5	44
6	5	31/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		3	57	A3	3	53
6	5	31/2	0.25	1/2	1/2	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	45
6	5	63/4	0.25	9/16	9/16	6/8	1	1	1/16		1/16	1		2	74	D5	5	46
6	5	16	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		3	45	A2	2	54
6	5	16	0.25	5/8	5/8	6/8	1	1	1/16		1/16	1		0	72	C5	5	47
6	5	65/4	0.25	11/16	11/16	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	48
7	6	33/2	0.25	0	0	6/8	2	1	1/16		1/16	1		-2	46	Bb2	2	63
7	6	33/2	0.25	0	0	6/8	1	1	1/16		1/16	1		2	74	D5	5	55
7	6	67/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		3	45	A2	2	64
7	6	67/4	0.25	1/16	1/16	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	56
7	6	17	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		-2	46	Bb2	2	65
7	6	17	0.25	1/8	1/8	6/8	1	1	1/16		1/16	1		2	74	D5	5	57
7	6	69/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		0	48	C3	3	66
7	6	69/4	0.25	3/16	3/16	6/8	1	1	1/16		1/16	1		0	72	C5	5	58
7	6	35/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		2	50	D3	3	67
7	6	35/2	0.75	1/4	1/4	6/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	59
7	6	18	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	68
7	6	73/4	0.25	7/16	7/16	6/8	1	1	1/16		1/16	1		0	72	C5	5	60
7	6	37/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-1	53	F3	3	69
7	6	37/2	0.75	1/2	1/2	6/8	1	1	3/16		1/8	3/2		0	72	C5	5	61
7	6	19	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	41	F2	2	70
7	6	77/4	0.25	11/16	11/16	6/8	1	1	1/16		1/16	1		-2	70	Bb4	4	62
8	7	39/2	1.0	0	0	6/8	2	1	1/4		1/4	1		-2	46	Bb2	2	81
8	7	39/2	0.25	0	0	6/8	1	1	1/16		1/16	1		-2	70	Bb4	4	71
8	7	79/4	0.25	1/16	1/16	6/8	1	1	1/16		1/16	1		0	72	C5	5	72
8	7	20	0.25	1/8	1/8	6/8	1	1	1/16		1/16	1		2	74	D5	5	73
8	7	81/4	0.25	3/16	3/16	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	74
8	7	41/2	0.25	1/4	1/4	6/8	1	1	1/16		1/16	1		-1	77	F5	5	75
8	7	83/4	0.25	5/16	5/16	6/8	1	1	1/16		1/16	1		1	79	G5	5	76
8	7	21	0.25	3/8	3/8	6/8	2	1	1/16		1/16	1		-1	53	F3	3	82
8	7	21	0.75	3/8	3/8	6/8	1	1	3/16		1/8	3/2		3	69	A4	4	77
8	7	85/4	0.25	7/16	7/16	6/8	2	1	1/16		1/16	1		1	55	G3	3	83
8	7	43/2	0.25	1/2	1/2	6/8	2	1	1/16		1/16	1		3	57	A3	3	84
8	7	87/4	0.25	9/16	9/16	6/8	2	1	1/16		1/16	1		5	59	B3	3	85
8	7	87/4	0.25	9/16	9/16	6/8	1	1	1/16		1/16	1		1	67	G4	4	78
8	7	22	0.25	5/8	5/8	6/8	2	1	1/16		1/16	1		0	60	C4	4	86
8	7	22	0.25	5/8	5/8	6/8	1	1	1/16		1/16	1		3	69	A4	4	79
8	7	89/4	0.25	11/16	11/16	6/8	2	1	1/16		1/16	1		2	62	D4	4	87
8	7	89/4	0.25	11/16	11/16	6/8	1	1	1/16		1/16	1		5	71	B4	4	80
9	8	45/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	100
9	8	45/2	0.25	0	0	6/8	1	1	1/16		1/16	1		0	72	C5	5	88
9	8	91/4	0.25	1/16	1/16	6/8	1	1	1/16		1/16	1		5	71	B4	4	89
9	8	23	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	101
9	8	23	0.25	1/8	1/8	6/8	1	1	1/16		1/16	1		0	72	C5	5	90
9	8	93/4	0.25	3/16	3/16	6/8	1	1	1/16		1/16	1		2	74	D5	5	91
9	8	47/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	48	C3	3	102
9	8	47/2	0.25	1/4	1/4	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	92
9	8	95/4	0.25	5/16	5/16	6/8	1	1	1/16		1/16	1		0	72	C5	5	93
9	8	24	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		2	50	D3	3	103
9	8	24	0.25	3/8	3/8	6/8	1	1	1/16		1/16	1		-1	77	F5	5	94
9	8	97/4	0.25	7/16	7/16	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	95
9	8	49/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		1	55	G3	3	104
9	8	49/2	0.25	1/2	1/2	6/8	1	1	1/16		1/16	1		2	74	D5	5	96
9	8	99/4	0.25	9/16	9/16	6/8	1	1	1/16		1/16	1		-3	75	Eb5	5	97
9	8	25	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		1	43	G2	2	105
9	8	25	0.25	5/8	5/8	6/8	1	1	1/16		1/16	1		-1	77	F5	5	98
9	8	101/4	0.25	11/16	11/16	6/8	1	1	1/16		1/16	1		2	74	D5	5	99
10	9	51/2	0.0	0	0	6/8	1	1	0	appoggiatura	1/8	1		2	74	D5	5	106
10	9	51/2	0.25	0	0	6/8	2	1	1/16		1/16	1		0	60	C4	4	114
10	9	51/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	107
10	9	103/4	0.25	1/16	1/16	6/8	2	1	1/16		1/16	1		2	62	D4	4	115
10	9	26	0.25	1/8	1/8	6/8	2	1	1/16		1/16	1		-3	63	Eb4	4	116
10	9	105/4	0.25	3/16	3/16	6/8	2	1	1/16		1/16	1		-1	65	F4	4	117
