mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.25		0	3/16	3/8	2	1	1/16		1/16	1		4	52	E3	3	2
1	0	0	0.25		0	3/16	3/8	1	1	1/16		1/16	1		1	79	G5	5	0
1	0	1/4	0.5		1/16	1/4	3/8	2	1	1/8		1/8	1		6	54	F#3	3	3
1	0	1/4	0.5		1/16	1/4	3/8	1	1	1/8		1/8	1		6	78	F#5	5	1
2	1	3/4	0.25		0	0	3/8	2	1	1/16		1/16	1		1	55	G3	3	7
2	1	3/4	0.5		0	0	3/8	2	2	1/8		1/8	1		1	55	G3	3	13
2	1	3/4	0.5		0	0	3/8	1	1	1/8		1/8	1		4	76	E5	5	4
2	1	1	0.25		1/16	1/16	3/8	2	1	1/16		1/16	1		5	59	B3	3	8
2	1	5/4	0.25		1/8	1/8	3/8	2	1	1/16		1/16	1		6	54	F#3	3	9
2	1	5/4	0.5		1/8	1/8	3/8	2	2	1/8		1/8	1		6	54	F#3	3	14
2	1	5/4	0.5		1/8	1/8	3/8	1	1	1/8		1/8	1		9	75	D#5	5	5
2	1	3/2	0.25		3/16	3/16	3/8	2	1	1/16		1/16	1		3	57	A3	3	10
2	1	7/4	0.25		1/4	1/4	3/8	2	1	1/16		1/16	1		4	52	E3	3	11
2	1	7/4	0.5		1/4	1/4	3/8	2	2	1/8		1/8	1		4	52	E3	3	15
2	1	7/4	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		4	76	E5	5	6
2	1	2	0.25		5/16	5/16	3/8	2	1	1/16		1/16	1		1	55	G3	3	12
3	2	9/4	0.5		0	0	3/8	2	1	1/8		1/8	1		9	51	D#3	3	20
3	2	9/4	1.0		0	0	3/8	2	2	1/4		1/4	1		9	51	D#3	3	23
3	2	9/4	0.75		0	0	3/8	1	1	3/16		1/8	3/2		5	71	B4	4	16
3	2	11/4	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		6	54	F#3	3	21
3	2	3	0.25		3/16	3/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	17
3	2	13/4	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		5	47	B2	2	22
3	2	13/4	0.5		1/4	1/4	3/8	2	2	1/8		1/8	1		5	47	B2	2	24
3	2	13/4	0.25		1/4	1/4	3/8	1	1	1/16		1/16	1		5	71	B4	4	18
3	2	7/2	0.25		5/16	5/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	19
4	3	15/4	0.25		0	0	3/8	2	1	1/16		1/16	1		4	52	E3	3	30
4	3	15/4	0.25		0	0	3/8	1	1	1/16		1/16	1		1	67	G4	4	25
4	3	4	0.25		1/16	1/16	3/8	2	1	1/16		1/16	1		6	54	F#3	3	31
4	3	4	0.25		1/16	1/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	26
4	3	17/4	0.75		1/8	1/8	3/8	2	1	3/16		1/8	3/2		6	54	F#3	3	32
