mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	11/8	6/4	1	1	1/8		1/8	1		0	72	C5	5	0
2	1	1/2	1/2	1.5	0	0	6/4	1	1	3/8		1/4	3/2		0	72	C5	5	1
2	1	1	1	0.5	1/8	1/8	6/4	2	1	1/8		1/8	1		0	48	C3	3	7
2	1	3/2	3/2	0.5	1/4	1/4	6/4	2	1	1/8		1/8	1		2	50	D3	3	8
2	1	2	2	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	9
2	1	2	2	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		5	71	B4	4	2
2	1	5/2	5/2	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		-1	53	F3	3	10
2	1	5/2	5/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		3	69	A4	4	3
2	1	7/2	7/2	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		1	55	G3	3	11
2	1	7/2	7/2	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		1	67	G4	4	4
2	1	9/2	9/2	1.5	1	1	6/4	2	1	3/8		1/4	3/2		3	57	A3	3	12
2	1	9/2	9/2	1.5	1	1	6/4	1	1	3/8		1/4	3/2		-1	65	F4	4	5
2	1	6	6	0.5	11/8	11/8	6/4	2	1	1/8		1/8	1		5	59	B3	3	13
2	1	6	6	0.5	11/8	11/8	6/4	1	1	1/8		1/8	1		1	67	G4	4	6
3	2	13/2	13/2	2.0	0	0	6/4	2	1	1/2		1/2	1		0	60	C4	4	20
3	2	13/2	13/2	1.0	0	0	6/4	1	1	1/4		1/4	1		4	64	E4	4	14
3	2	15/2	15/2	1.0	1/4	1/4	6/4	1	1	1/4		1/4	1		0	60	C4	4	15
3	2	17/2	17/2	0.5	1/2	1/2	6/4	2	1	1/8		1/8	1		0	48	C3	3	21
3	2	17/2	17/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		1	67	G4	4	16
3	2	9	9	0.5	5/8	5/8	6/4	2	1	1/8		1/8	1		5	47	B2	2	22
3	2	19/2	19/2	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		3	45	A2	2	23
3	2	19/2	19/2	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		0	72	C5	5	17
3	2	21/2	21/2	1.0	1	1	6/4	2	1	1/4		1/4	1		1	43	G2	2	24
3	2	21/2	21/2	1.5	1	1	6/4	1	1	3/8		1/4	3/2		5	71	B4	4	18
3	2	23/2	23/2	1.0	5/4	5/4	6/4	2	1	1/4		1/4	1		0	36	C2	2	25
3	2	12	12	0.5	11/8	11/8	6/4	1	1	1/8		1/8	1		0	72	C5	5	19
4	3	25/2	25/2	0.0	0	0	6/4	1	1	0	appoggiatura	1/8	1		0	72	C5	5	26
4	3	25/2	25/2	1.5	0	0	6/4	2	1	3/8		1/4	3/2		1	43	G2	2	32
4	3	25/2	25/2	3.0	0	0	6/4	1	1	3/4		1/2	3/2		2	74	D5	5	27
4	3	14	14	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		2	50	D3	3	33
4	3	29/2	29/2	1.0	1/2	1/2	6/4	2	1	1/4		1/4	1		1	55	G3	3	34
4	3	31/2	31/2	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		-1	53	F3	3	35
4	3	31/2	31/2	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		5	71	B4	4	28
4	3	33/2	33/2	0.0	1	1	6/4	1	1	0	appoggiatura	1/8	1		5	71	B4	4	29
4	3	33/2	33/2	1.0	1	1	6/4	2	1	1/4		1/4	1		4	52	E3	3	36
4	3	33/2	33/2	1.5	1	1	6/4	1	1	3/8		1/4	3/2		0	72	C5	5	30
4	3	35/2	35/2	1.0	5/4	5/4	6/4	2	1	1/4		1/4	1		2	50	D3	3	37
4	3	18	18	0.5	11/8	11/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	31
5	4	37/2	37/2	0.0	0	0	6/4	1	1	0	appoggiatura	1/8	1		2	74	D5	5	38
5	4	37/2	37/2	1.5	0	0	6/4	2	1	3/8		1/4	3/2		0	48	C3	3	46
5	4	37/2	37/2	1.5	0	0	6/4	1	1	3/8		1/4	3/2		4	76	E5	5	39
5	4	20	20	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		1	55	G3	3	47
5	4	20	20	0.5	3/8	3/8	6/4	1	1	1/8		1/8	1		2	74	D5	5	40
5	4	41/2	41/2	0.5	1/2	1/2	6/4	2	1	1/8		1/8	1		0	60	C4	4	48
5	4	41/2	41/2	1.0	1/2	1/2	6/4	1	1	1/4		1/4	1		4	76	E5	5	41
5	4	21	21	0.5	5/8	5/8	6/4	2	1	1/8		1/8	1		5	59	B3	3	49
5	4	43/2	43/2	0.0	3/4	3/4	6/4	1	1	0	appoggiatura	1/8	1		2	74	D5	5	42
5	4	43/2	43/2	1.0	3/4	3/4	6/4	2	1	1/4		1/4	1		3	57	A3	3	50
5	4	43/2	43/2	1.0	3/4	3/4	6/4	1	1	1/4		1/4	1		0	72	C5	5	43
5	4	45/2	45/2	1.0	1	1	6/4	2	1	1/4		1/4	1		1	55	G3	3	51
5	4	45/2	45/2	1.5	1	1	6/4	1	1	3/8		1/4	3/2		4	76	E5	5	44
5	4	47/2	47/2	1.0	5/4	5/4	6/4	2	1	1/4		1/4	1		-1	53	F3	3	52
5	4	24	24	0.5	11/8	11/8	6/4	1	1	1/8		1/8	1		-1	77	F5	5	45
6	5	49/2	49/2	0.0	0	0	6/4	1	1	0	appoggiatura	1/8	1		-1	77	F5	5	53
6	5	49/2	49/2	0.5	0	0	6/4	2	1	1/8		1/8	1		4	52	E3	3	61
6	5	49/2	49/2	3.0	0	0	6/4	1	1	3/4		1/2	3/2		1	79	G5	5	54
6	5	25	25	0.5	1/8	1/8	6/4	2	1	1/8		1/8	1		2	50	D3	3	62
6	5	51/2	51/2	0.5	1/4	1/4	6/4	2	1	1/8		1/8	1		4	52	E3	3	63
6	5	26	26	0.5	3/8	3/8	6/4	2	1	1/8		1/8	1		0	48	C3	3	64
6	5	53/2	53/2	0.5	1/2	1/2	6/4	2	1	1/8		1/8	1		2	50	D3	3	65
6	5	27	27	0.5	5/8	5/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	66
6	5	55/2	55/2	0.5	3/4	3/4	6/4	2	1	1/8		1/8	1		-1	53	F3	3	67
6	5	55/2	55/2	0.5	3/4	3/4	6/4	1	1	1/8		1/8	1		3	81	A5	5	55
6	5	28	28	0.5	7/8	7/8	6/4	2	1	1/8		1/8	1		4	52	E3	3	68
6	5	28	28	0.5	7/8	7/8	6/4	1	1	1/8		1/8	1		1	79	G5	5	56
6	5	57/2	57/2	0.5	1	1	6/4	2	1	1/8		1/8	1		-1	53	F3	3	69
6	5	57/2	57/2	0.5	1	1	6/4	1	1	1/8		1/8	1		-1	77	F5	5	57
