mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	3/8	2/2	1	1	1/8		1/8	1		-1	65	F4	4	0
1	0	1/2	1/2	1.0		1/8	1/2	2/2	1	1	1/4		1/4	1	1	0	72	C5	5	1
1	0	3/2	3/2	0.5		3/8	3/4	2/2	1	1	1/8		1/8	1	-1	0	72	C5	5	2
1	0	2	2	0.5		1/2	7/8	2/2	1	1	1/8		1/8	1		-1	65	F4	4	3
2	1	5/2	5/2	1.0		0	0	2/2	1	1	1/4		1/4	1	1	2	74	D5	5	4
2	1	7/2	7/2	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1	-1	2	74	D5	5	5
2	1	4	4	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		1	67	G4	4	6
2	1	9/2	9/2	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		4	76	E5	5	7
2	1	5	5	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	8
2	1	11/2	11/2	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	E5	5	9
2	1	6	6	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		0	72	C5	5	10
3	2	13/2	13/2	0.5		0	0	2/2	1	1	1/8		1/8	1		-1	77	F5	5	11
3	2	7	7	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		0	72	C5	5	12
3	2	15/2	15/2	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1	1	-1	77	F5	5	13
3	2	8	8	0.5		3/8	3/8	2/2	2	1	1/8		1/8	1		-1	53	F3	3	20
3	2	17/2	17/2	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1	1	0	60	C4	4	21
3	2	17/2	17/2	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1	-1	-1	77	F5	5	14
3	2	9	9	0.25		5/8	5/8	2/2	1	1	1/16		1/16	1		1	79	G5	5	15
3	2	37/4	37/4	0.25		11/16	11/16	2/2	1	1	1/16		1/16	1		-1	77	F5	5	16
3	2	19/2	19/2	0.5		3/4	3/4	2/2	2	1	1/8		1/8	1	-1	0	60	C4	4	22
3	2	19/2	19/2	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	E5	5	17
3	2	10	10	0.5		7/8	7/8	2/2	2	1	1/8		1/8	1		-1	53	F3	3	23
3	2	10	10	0.25		7/8	7/8	2/2	1	1	1/16		1/16	1		-1	77	F5	5	18
3	2	41/4	41/4	0.25		15/16	15/16	2/2	1	1	1/16		1/16	1		4	76	E5	5	19
4	3	21/2	21/2	1.0		0	0	2/2	2	1	1/4		1/4	1	1	2	62	D4	4	30
4	3	21/2	21/2	1.0		0	0	2/2	1	1	1/4		1/4	1	1	2	74	D5	5	24
4	3	23/2	23/2	0.5		1/4	1/4	2/2	2	1	1/8		1/8	1	-1	2	62	D4	4	31
4	3	23/2	23/2	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1	-1	2	74	D5	5	25
4	3	12	12	0.5		3/8	3/8	2/2	2	1	1/8		1/8	1		1	55	G3	3	32
4	3	25/2	25/2	0.5		1/2	1/2	2/2	2	1	1/8		1/8	1		4	64	E4	4	33
4	3	25/2	25/2	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		0	72	C5	5	26
4	3	13	13	0.5		5/8	5/8	2/2	2	1	1/8		1/8	1		2	62	D4	4	34
4	3	13	13	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	27
4	3	27/2	27/2	0.5		3/4	3/4	2/2	2	1	1/8		1/8	1		4	64	E4	4	35
4	3	27/2	27/2	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		0	72	C5	5	28
4	3	14	14	0.5		7/8	7/8	2/2	2	1	1/8		1/8	1		0	60	C4	4	36
4	3	14	14	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		-2	70	Bb4	4	29
5	4	29/2	29/2	0.5		0	0	2/2	2	1	1/8		1/8	1		-1	65	F4	4	45
5	4	29/2	29/2	0.5		0	0	2/2	1	1	1/8		1/8	1		3	69	A4	4	37
