mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	0	0	11/8	6/4	1	1	1/8		1/8	1		0	72	0
2	1	0	0	6/4	1	1	3/8		1/4	3/2		0	72	1
2	1	1/8	1/8	6/4	2	1	1/8		1/8	1		0	48	7
2	1	1/4	1/4	6/4	2	1	1/8		1/8	1		2	50	8
2	1	3/8	3/8	6/4	2	1	1/8		1/8	1		4	52	9
2	1	3/8	3/8	6/4	1	1	1/8		1/8	1		5	71	2
2	1	1/2	1/2	6/4	2	1	1/4		1/4	1		-1	53	10
2	1	1/2	1/2	6/4	1	1	1/4		1/4	1		3	69	3
2	1	3/4	3/4	6/4	2	1	1/4		1/4	1		1	55	11
2	1	3/4	3/4	6/4	1	1	1/4		1/4	1		1	67	4
2	1	1	1	6/4	2	1	3/8		1/4	3/2		3	57	12
2	1	1	1	6/4	1	1	3/8		1/4	3/2		-1	65	5
2	1	11/8	11/8	6/4	2	1	1/8		1/8	1		5	59	13
2	1	11/8	11/8	6/4	1	1	1/8		1/8	1		1	67	6
3	2	0	0	6/4	2	1	1/2		1/2	1		0	60	20
3	2	0	0	6/4	1	1	1/4		1/4	1		4	64	14
3	2	1/4	1/4	6/4	1	1	1/4		1/4	1		0	60	15
3	2	1/2	1/2	6/4	2	1	1/8		1/8	1		0	48	21
3	2	1/2	1/2	6/4	1	1	1/4		1/4	1		1	67	16
3	2	5/8	5/8	6/4	2	1	1/8		1/8	1		5	47	22
3	2	3/4	3/4	6/4	2	1	1/4		1/4	1		3	45	23
3	2	3/4	3/4	6/4	1	1	1/4		1/4	1		0	72	17
3	2	1	1	6/4	2	1	1/4		1/4	1		1	43	24
3	2	1	1	6/4	1	1	3/8		1/4	3/2		5	71	18
3	2	5/4	5/4	6/4	2	1	1/4		1/4	1		0	36	25
3	2	11/8	11/8	6/4	1	1	1/8		1/8	1		0	72	19
4	3	0	0	6/4	1	1	0	appoggiatura	1/8	1		0	72	26
4	3	0	0	6/4	2	1	3/8		1/4	3/2		1	43	32
4	3	0	0	6/4	1	1	3/4		1/2	3/2		2	74	27
4	3	3/8	3/8	6/4	2	1	1/8		1/8	1		2	50	33
4	3	1/2	1/2	6/4	2	1	1/4		1/4	1		1	55	34
4	3	3/4	3/4	6/4	2	1	1/4		1/4	1		-1	53	35
4	3	3/4	3/4	6/4	1	1	1/4		1/4	1		5	71	28
4	3	1	1	6/4	1	1	0	appoggiatura	1/8	1		5	71	29
4	3	1	1	6/4	2	1	1/4		1/4	1		4	52	36
4	3	1	1	6/4	1	1	3/8		1/4	3/2		0	72	30
4	3	5/4	5/4	6/4	2	1	1/4		1/4	1		2	50	37
4	3	11/8	11/8	6/4	1	1	1/8		1/8	1		2	74	31
5	4	0	0	6/4	1	1	0	appoggiatura	1/8	1		2	74	38
5	4	0	0	6/4	2	1	3/8		1/4	3/2		0	48	46
5	4	0	0	6/4	1	1	3/8		1/4	3/2		4	76	39
5	4	3/8	3/8	6/4	2	1	1/8		1/8	1		1	55	47
5	4	3/8	3/8	6/4	1	1	1/8		1/8	1		2	74	40
5	4	1/2	1/2	6/4	2	1	1/8		1/8	1		0	60	48
5	4	1/2	1/2	6/4	1	1	1/4		1/4	1		4	76	41
5	4	5/8	5/8	6/4	2	1	1/8		1/8	1		5	59	49
5	4	3/4	3/4	6/4	1	1	0	appoggiatura	1/8	1		2	74	42
5	4	3/4	3/4	6/4	2	1	1/4		1/4	1		3	57	50
5	4	3/4	3/4	6/4	1	1	1/4		1/4	1		0	72	43
5	4	1	1	6/4	2	1	1/4		1/4	1		1	55	51
5	4	1	1	6/4	1	1	3/8		1/4	3/2		4	76	44
5	4	5/4	5/4	6/4	2	1	1/4		1/4	1		-1	53	52
5	4	11/8	11/8	6/4	1	1	1/8		1/8	1		-1	77	45
6	5	0	0	6/4	1	1	0	appoggiatura	1/8	1		-1	77	53
6	5	0	0	6/4	2	1	1/8		1/8	1		4	52	61
6	5	0	0	6/4	1	1	3/4		1/2	3/2		1	79	54
6	5	1/8	1/8	6/4	2	1	1/8		1/8	1		2	50	62
6	5	1/4	1/4	6/4	2	1	1/8		1/8	1		4	52	63
6	5	3/8	3/8	6/4	2	1	1/8		1/8	1		0	48	64
6	5	1/2	1/2	6/4	2	1	1/8		1/8	1		2	50	65
6	5	5/8	5/8	6/4	2	1	1/8		1/8	1		4	52	66
6	5	3/4	3/4	6/4	2	1	1/8		1/8	1		-1	53	67
6	5	3/4	3/4	6/4	1	1	1/8		1/8	1		3	81	55
6	5	7/8	7/8	6/4	2	1	1/8		1/8	1		4	52	68
6	5	7/8	7/8	6/4	1	1	1/8		1/8	1		1	79	56
6	5	1	1	6/4	2	1	1/8		1/8	1		-1	53	69
6	5	1	1	6/4	1	1	1/8		1/8	1		-1	77	57
6	5	9/8	9/8	6/4	2	1	1/8		1/8	1		1	55	70
6	5	9/8	9/8	6/4	1	1	1/8		1/8	1		4	76	58
6	5	5/4	5/4	6/4	2	1	1/8		1/8	1		3	57	71
6	5	5/4	5/4	6/4	1	1	1/8		1/8	1		2	74	59
6	5	11/8	11/8	6/4	2	1	1/8		1/8	1		-1	53	72
6	5	11/8	11/8	6/4	1	1	1/8		1/8	1		0	72	60
7	6	0	0	6/4	2	1	3/8		1/4	3/2		1	55	80
7	6	0	0	6/4	1	1	3/8		1/4	3/2		5	71	73
7	6	3/8	3/8	6/4	2	1	1/8		1/8	1		3	57	81
7	6	3/8	3/8	6/4	1	1	1/8		1/8	1		0	72	74
7	6	1/2	1/2	6/4	2	1	1/2		1/2	1		-2	58	82
7	6	1/2	1/2	6/4	1	1	1/4		1/4	1		2	74	75
7	6	3/4	3/4	6/4	1	1	1/4		1/4	1		4	76	76
7	6	1	1	6/4	1	1	0	appoggiatura	1/8	1		2	74	77
7	6	1	1	6/4	2	1	1/4		1/4	1		3	57	83
7	6	1	1	6/4	1	1	3/8		1/4	3/2		0	72	78
7	6	5/4	5/4	6/4	2	1	1/4		1/4	1		5	59	84
7	6	11/8	11/8	6/4	1	1	1/8		1/8	1		-1	77	79
8	7	0	0	6/4	2	1	1/4		1/4	1		0	60	95
8	7	0	0	6/4	1	1	1/2		1/2	1		4	76	85
8	7	1/4	1/4	6/4	2	1	1/4		1/4	1		0	48	96
8	7	1/2	1/2	6/4	1	1	0	appoggiatura	1/8	1		2	74	86
8	7	1/2	1/2	6/4	1	1	0	appoggiatura	1/8	1		4	76	87
8	7	1/2	1/2	6/4	2	1	1/4		1/4	1		1	55	97
8	7	1/2	1/2	6/4	1	1	1/4		1/4	1		2	74	88
8	7	3/4	3/4	6/4	2	1	1/8		1/8	1		0	60	98
8	7	3/4	3/4	6/4	1	1	1/8		1/8	1		4	76	89
8	7	7/8	7/8	6/4	2	1	1/8		1/8	1		5	59	99
8	7	7/8	7/8	6/4	1	1	1/8		1/8	1		2	74	90
8	7	1	1	6/4	2	1	1/8		1/8	1		3	57	100
8	7	1	1	6/4	1	1	1/8		1/8	1		0	72	91
8	7	9/8	9/8	6/4	2	1	1/8		1/8	1		1	55	101
8	7	9/8	9/8	6/4	1	1	1/8		1/8	1		5	71	92
8	7	5/4	5/4	6/4	2	1	1/8		1/8	1		6	54	102
8	7	5/4	5/4	6/4	1	1	1/8		1/8	1		3	69	93
8	7	11/8	11/8	6/4	2	1	1/8		1/8	1		4	52	103
8	7	11/8	11/8	6/4	1	1	1/8		1/8	1		1	67	94
9	8	0	0	6/4	2	1	1/8		1/8	1		2	50	110
9	8	0	0	6/4	1	1	3/8		1/4	3/2		2	74	104
9	8	1/8	1/8	6/4	2	1	1/8		1/8	1		4	52	111
9	8	1/4	1/4	6/4	2	1	1/8		1/8	1		2	50	112
9	8	3/8	3/8	6/4	2	1	1/8		1/8	1		0	48	113
9	8	3/8	3/8	6/4	1	1	1/8		1/8	1		6	66	105
9	8	1/2	1/2	6/4	2	1	1/4		1/4	1		5	47	114
9	8	1/2	1/2	6/4	1	1	1/4		1/4	1		1	67	106
9	8	3/4	3/4	6/4	2	1	1/4		1/4	1		0	48	115
9	8	3/4	3/4	6/4	1	1	1/4		1/4	1		3	69	107
9	8	1	1	6/4	2	1	1/4		1/4	1		2	50	116
9	8	1	1	6/4	1	1	1/4		1/4	1		2	62	108
9	8	5/4	5/4	6/4	2	1	1/4		1/4	1		2	38	117
9	8	5/4	5/4	6/4	1	1	1/4		1/4	1		6	66	109
10	9	0	0	6/4	2	1	3/4		1/2	3/2	1	1	43	120
10	9	0	0	6/4	1	1	3/4		1/2	3/2	1	1	67	118
10	9	3/4	3/4	6/4	2	1	1/2		1/2	1	-1	1	43	121
10	9	3/4	3/4	6/4	1	1	1/2		1/2	1	-1	1	67	119
11	9	0	11/8	6/4	1	1	1/8		1/8	1		2	74	122
12	10	0	0	6/4	1	1	3/8		1/4	3/2		2	74	123
12	10	1/8	1/8	6/4	2	1	1/8		1/8	1		1	55	131
12	10	1/4	1/4	6/4	2	1	3/8		1/4	3/2		1	55	132
12	10	3/8	3/8	6/4	1	1	1/8		1/8	1		0	72	124
12	10	1/2	1/2	6/4	1	1	1/8		1/8	1		5	71	125
12	10	5/8	5/8	6/4	2	1	1/8		1/8	1		-1	53	133
12	10	5/8	5/8	6/4	1	1	1/8		1/8	1		3	69	126
12	10	3/4	3/4	6/4	2	1	1/8		1/8	1		4	52	134
12	10	3/4	3/4	6/4	1	1	1/8		1/8	1		1	67	127
12	10	7/8	7/8	6/4	2	1	1/8		1/8	1		2	50	135
12	10	7/8	7/8	6/4	1	1	1/8		1/8	1		-1	65	128
12	10	1	1	6/4	2	1	1/8		1/8	1		0	48	136
12	10	1	1	6/4	1	1	3/8		1/4	3/2		4	64	129
12	10	9/8	9/8	6/4	2	1	1/8		1/8	1		5	47	137
12	10	5/4	5/4	6/4	2	1	1/4		1/4	1		3	45	138
12	10	11/8	11/8	6/4	1	1	1/8		1/8	1		0	72	130
13	11	0	0	6/4	2	1	1/2		1/2	1		4	52	147
13	11	0	0	6/4	1	1	1/2		1/2	1		5	71	139
13	11	1/2	1/2	6/4	1	1	0	grace4	1/8	1		3	69	140
13	11	1/2	1/2	6/4	1	1	0	grace4	1/8	1		5	71	141
13	11	1/2	1/2	6/4	2	1	1/4		1/4	1		-1	53	148
13	11	1/2	1/2	6/4	1	1	1/4		1/4	1		3	69	142
13	11	3/4	3/4	6/4	2	1	1/4		1/4	1		1	55	149
13	11	3/4	3/4	6/4	1	1	1/4		1/4	1		7	73	143
13	11	1	1	6/4	1	1	0	appoggiatura	1/8	1		7	73	144
13	11	1	1	6/4	2	1	1/4		1/4	1		-1	53	150
13	11	1	1	6/4	1	1	3/8		1/4	3/2		2	74	145
13	11	5/4	5/4	6/4	2	1	1/4		1/4	1		4	52	151
13	11	11/8	11/8	6/4	1	1	1/8		1/8	1		4	76	146
14	12	0	0	6/4	1	1	0	appoggiatura	1/8	1		4	76	152
14	12	0	0	6/4	2	1	1/4		1/4	1		2	50	161
14	12	0	0	6/4	1	1	3/8		1/4	3/2		-1	77	153
14	12	1/4	1/4	6/4	2	1	1/4		1/4	1		3	57	162
14	12	3/8	3/8	6/4	1	1	1/8		1/8	1		4	76	154
14	12	1/2	1/2	6/4	2	1	1/4		1/4	1		-2	58	163
14	12	1/2	1/2	6/4	1	1	1/8		1/8	1		2	74	155
