mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1/2	1/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	0
1	1	1	1	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	1
1	1	3/2	3/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	9
1	1	3/2	3/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	2
1	1	2	2	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	A3	3	10
1	1	2	2	0.75	1/2	1/2	4/4	1	1	3/16		1/8	3/2		6	66	F#4	4	3
1	1	5/2	5/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	11
1	1	11/4	11/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		1	67	G4	4	4
1	1	3	3	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		6	54	F#3	3	12
1	1	3	3	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		3	69	A4	4	5
1	1	13/4	13/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	6
1	1	7/2	7/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		2	50	D3	3	13
1	1	7/2	7/2	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		0	72	C5	5	7
1	1	15/4	15/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	8
2	2	4	4	0.0	0	0	4/4	1	1	0	appoggiatura	1/8	1		3	69	A4	4	14
2	2	4	4	0.5	0	0	4/4	2	1	1/8		1/8	1		1	55	G3	3	24
2	2	4	4	0.5	0	0	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	15
2	2	9/2	9/2	0.0	1/8	1/8	4/4	1	1	0	appoggiatura	1/8	1		3	69	A4	4	16
2	2	9/2	9/2	0.25	1/8	1/8	4/4	2	1	1/16		1/16	1		1	67	G4	4	25
2	2	9/2	9/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	17
2	2	19/4	19/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		-1	65	F4	4	26
2	2	5	5	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	27
2	2	5	5	0.75	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	79	G5	5	18
2	2	11/2	11/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	28
2	2	23/4	23/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	19
2	2	6	6	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	29
2	2	6	6	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	20
2	2	13/2	13/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	30
2	2	13/2	13/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	21
2	2	7	7	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	31
2	2	7	7	0.75	3/4	3/4	4/4	1	1	3/16		1/8	3/2		0	72	C5	5	22
2	2	15/2	15/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	32
2	2	31/4	31/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	23
3	3	8	8	0.5	0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	45
3	3	8	8	0.5	0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	33
3	3	17/2	17/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	D4	4	34
3	3	9	9	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	35
3	3	37/4	37/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	36
3	3	19/2	19/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	46
3	3	19/2	19/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		-2	70	Bb4	4	37
3	3	39/4	39/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	A4	4	38
3	3	10	10	0.25	1/2	1/2	4/4	2	1	1/16		1/16	1		-3	63	Eb4	4	47
3	3	10	10	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		1	67	G4	4	39
3	3	41/4	41/4	0.25	9/16	9/16	4/4	2	1	1/16		1/16	1		2	62	D4	4	48
