mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	3.0		0	0	3/4	2	1	3/4		1/2	3/2		1	43	G2	2	2
1	1	1	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	0
1	1	2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		1	67	G4	4	1
2	2	3	1.0		0	0	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	3
2	2	4	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	4
2	2	11/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	5
3	3	6	1.0		0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	6
3	3	7	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	70	Bb4	4	9
3	3	7	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	7
3	3	8	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	67	G4	4	10
3	3	17/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	8
4	4	9	0.5		0	0	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	14
4	4	9	1.0		0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	11
4	4	19/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		-1	77	F5	5	15
4	4	10	0.5		1/4	1/4	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	16
4	4	10	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	79	G5	5	12
4	4	21/2	0.5		3/8	3/8	3/4	2	1	1/8		1/8	1		2	74	D5	5	17
4	4	11	0.5		1/2	1/2	3/4	2	1	1/8		1/8	1		-3	75	Eb5	5	18
4	4	23/2	0.5		5/8	5/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	19
4	4	23/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		3	81	A5	5	13
5	5	12	1.0		0	0	3/4	2	1	1/4		1/4	1		2	74	D5	5	23
5	5	12	1.0		0	0	3/4	1	1	1/4		1/4	1		6	78	F#5	5	20
5	5	13	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		6	66	F#4	4	24
5	5	13	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		3	81	A5	5	21
5	5	14	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	25
5	5	29/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		3	81	A5	5	22
6	6	15	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	70	Bb4	4	30
6	6	15	0.75		0	0	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	26
6	6	63/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		-2	82	Bb5	5	27
6	6	16	1.5		1/4	1/4	3/4	2	1	3/8		1/4	3/2		-2	70	Bb4	4	31
6	6	16	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		1	79	G5	5	28
6	6	35/2	0.5		5/8	5/8	3/4	2	1	1/8		1/8	1		0	72	C5	5	32
6	6	35/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	29
7	7	18	1.0		0	0	3/4	2	1	1/4		1/4	1		3	69	A4	4	37
7	7	18	0.75		0	0	3/4	1	1	3/16		1/8	3/2		1	79	G5	5	33
7	7	75/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	34
7	7	19	1.5		1/4	1/4	3/4	2	1	3/8		1/4	3/2		3	69	A4	4	38
7	7	19	1.5		1/4	1/4	3/4	1	1	3/8		1/4	3/2		6	78	F#5	5	35
7	7	41/2	0.25		5/8	5/8	3/4	2	1	1/16		1/16	1		1	67	G4	4	39
7	7	41/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	36
7	7	83/4	0.25		11/16	11/16	3/4	2	1	1/16		1/16	1		3	69	A4	4	40
8	8	21	1.0		0	0	3/4	2	1	1/4		1/4	1		1	67	G4	4	44
8	8	21	1.0		0	0	3/4	1	1	1/4		1/4	1		1	79	G5	5	41
