mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	1/2	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	1
1	0	0	0	1.0	0	1/2	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	0
1	0	1/2	1/2	0.5	1/8	5/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	2
2	1	1	1	1.0	0	0	3/4	2	1	1/4		1/4	1		1	55	G3	3	7
2	1	1	1	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	3
2	1	2	2	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	8
2	1	5/2	5/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	4
2	1	3	3	0.0	1/2	1/2	3/4	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	5
2	1	3	3	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	9
2	1	3	3	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	6
3	2	4	4	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-1	53	F3	3	14
3	2	4	4	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	10
3	2	5	5	0.0	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		-2	70	Bb4	4	11
3	2	5	5	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	A4	4	12
3	2	11/2	11/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	15
3	2	6	6	0.3333333333333333	1/2	1/2	3/4	2	1	1/12		1/8	2/3		2	50	D3	3	16
3	2	6	6	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	13
3	2	19/3	19/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12		1/8	2/3		-3	51	Eb3	3	17
3	2	20/3	20/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12		1/8	2/3		2	50	D3	3	18
4	3	7	7	0.3333333333333333	0	0	3/4	2	1	1/12		1/8	2/3		0	48	C3	3	23
4	3	7	7	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	19
4	3	22/3	22/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		2	50	D3	3	24
4	3	23/3	23/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		0	48	C3	3	25
4	3	8	8	0.0	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		0	72	C5	5	20
4	3	8	8	0.3333333333333333	1/4	1/4	3/4	2	1	1/12		1/8	2/3		-2	46	Bb2	2	26
4	3	8	8	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	21
4	3	25/3	25/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12		1/8	2/3		0	48	C3	3	27
4	3	26/3	26/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12		1/8	2/3		-2	46	Bb2	2	28
4	3	9	9	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		3	45	A2	2	29
4	3	19/2	19/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	22
5	4	10	10	2.0	0	0	3/4	2	1	1/2		1/2	1		-2	46	Bb2	2	34
5	4	10	10	1.0	0	0	3/4	1	1	1/4		1/4	1		2	74	D5	5	30
5	4	11	11	0.0	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		0	72	C5	5	31
5	4	11	11	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	32
5	4	12	12	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	35
5	4	12	12	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	33
6	5	13	13	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-2	58	Bb3	3	42
6	5	13	13	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	36
6	5	55/4	55/4	0.125	3/16	3/16	3/4	1	1	1/32		1/32	1		-3	75	Eb5	5	37
6	5	111/8	111/8	0.125	7/32	7/32	3/4	1	1	1/32		1/32	1		2	74	D5	5	38
6	5	14	14	0.0	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		2	74	D5	5	39
6	5	14	14	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	40
6	5	29/2	29/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	43
6	5	15	15	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	44
6	5	31/2	31/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	41
7	6	16	16	0.3333333333333333	0	0	3/4	2	1	1/12		1/8	2/3		1	55	G3	3	48
7	6	16	16	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	45
7	6	49/3	49/3	0.3333333333333333	1/12	1/12	3/4	2	1	1/12		1/8	2/3		3	57	A3	3	49
7	6	50/3	50/3	0.3333333333333333	1/6	1/6	3/4	2	1	1/12		1/8	2/3		1	55	G3	3	50
7	6	17	17	0.3333333333333333	1/4	1/4	3/4	2	1	1/12		1/8	2/3		3	57	A3	3	51
7	6	52/3	52/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12		1/8	2/3		-2	58	Bb3	3	52
7	6	35/2	35/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	46
7	6	53/3	53/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12		1/8	2/3		3	57	A3	3	53
7	6	18	18	0.3333333333333333	1/2	1/2	3/4	2	1	1/12		1/8	2/3		-2	58	Bb3	3	54
7	6	18	18	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	47
7	6	55/3	55/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12		1/8	2/3		0	60	C4	4	55
7	6	56/3	56/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12		1/8	2/3		-2	58	Bb3	3	56
8	7	19	19	0.5	0	0	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	60
8	7	19	19	1.0	0	0	3/4	1	1	1/4		1/4	1		1	67	G4	4	57
8	7	39/2	39/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		2	50	D3	3	61
8	7	20	20	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		0	48	C3	3	62
8	7	20	20	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-3	75	Eb5	5	58
8	7	21	21	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	63
8	7	43/2	43/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	59
9	8	22	22	0.5	0	0	3/4	2	1	1/8		1/8	1		-1	53	F3	3	66
9	8	22	22	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	64
9	8	45/2	45/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	67
9	8	23	23	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-1	53	F3	3	68
9	8	47/2	47/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	69
