mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	4/4	2	1	1/8		1/8	1		2	50	8
1	1	0	0	4/4	1	1	3/8		1/4	3/2		3	69	0
1	1	1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	9
1	1	1/4	1/4	4/4	2	1	1/8		1/8	1		6	54	10
1	1	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	11
1	1	3/8	3/8	4/4	1	1	1/24		1/16	2/3		3	69	1
1	1	5/12	5/12	4/4	1	1	1/24		1/16	2/3		5	71	2
1	1	11/24	11/24	4/4	1	1	1/24		1/16	2/3		0	72	3
1	1	1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	12
1	1	1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	4
1	1	5/8	5/8	4/4	2	1	1/8		1/8	1		3	57	13
1	1	5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	5
1	1	3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58	14
1	1	3/4	3/4	4/4	1	1	3/16		1/8	3/2		2	74	6
1	1	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	15
1	1	15/16	15/16	4/4	1	1	1/16		1/16	1		4	76	7
2	2	0	0	4/4	2	1	1/8		1/8	1		3	57	24
2	2	0	0	4/4	1	1	1/4		1/4	1		7	73	16
2	2	1/8	1/8	4/4	2	1	1/8		1/8	1		1	55	25
2	2	1/4	1/4	4/4	2	1	1/8		1/8	1		6	54	26
2	2	3/8	3/8	4/4	2	1	1/8		1/8	1		2	50	27
2	2	3/8	3/8	4/4	1	1	1/16		1/16	1		2	74	17
2	2	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	18
2	2	1/2	1/2	4/4	1	1	0	appoggiatura	1/8	1		3	69	19
2	2	1/2	1/2	4/4	2	1	1/8		1/8	1		1	55	28
2	2	1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	20
2	2	5/8	5/8	4/4	2	1	1/16		1/16	1		3	57	29
2	2	5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	21
2	2	11/16	11/16	4/4	2	1	1/16		1/16	1		-2	58	30
2	2	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	31
2	2	3/4	3/4	4/4	1	1	3/16		1/8	3/2		1	67	22
2	2	7/8	7/8	4/4	2	1	1/8		1/8	1		0	48	32
2	2	15/16	15/16	4/4	1	1	1/16		1/16	1		7	73	23
3	3	0	0	4/4	2	1	1/8		1/8	1		-1	53	44
3	3	0	0	4/4	1	1	1/8		1/8	1		3	69	33
3	3	1/8	1/8	4/4	1	1	0	appoggiatura	1/8	1		1	67	34
3	3	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41	45
3	3	1/8	1/8	4/4	1	1	1/8		1/8	1		-1	65	35
3	3	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	53	46
3	3	3/8	3/8	4/4	1	1	1/16		1/16	1		3	69	36
3	3	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	37
3	3	1/2	1/2	4/4	1	1	0	appoggiatura	1/8	1		5	71	38
3	3	1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	47
3	3	1/2	1/2	4/4	1	1	1/8		1/8	1		0	72	39
3	3	5/8	5/8	4/4	1	1	0	appoggiatura	1/8	1		5	71	40
3	3	5/8	5/8	4/4	2	1	1/16		1/16	1		-1	53	48
3	3	5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	41
3	3	11/16	11/16	4/4	2	1	1/16		1/16	1		1	55	49
3	3	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	53	50
3	3	3/4	3/4	4/4	1	1	3/16		1/8	3/2		5	71	42
3	3	7/8	7/8	4/4	2	1	1/8		1/8	1		4	52	51
3	3	15/16	15/16	4/4	1	1	1/16		1/16	1		7	73	43
4	4	0	0	4/4	1	1	0	appoggiatura	1/8	1		0	72	52
4	4	0	0	4/4	2	1	1/8		1/8	1		2	50	63
4	4	0	0	4/4	1	1	3/16		1/8	3/2		2	74	53
4	4	1/8	1/8	4/4	2	1	1/8		1/8	1		7	49	64
4	4	3/16	3/16	4/4	1	1	1/16		1/16	1		4	76	54
4	4	1/4	1/4	4/4	1	1	0	appoggiatura	1/8	1		4	76	55
4	4	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	65
4	4	1/4	1/4	4/4	1	1	1/8		1/8	1		-1	77	56
4	4	3/8	3/8	4/4	2	1	1/8		1/8	1		4	52	66
4	4	3/8	3/8	4/4	1	1	1/8		1/8	1		8	68	57
4	4	1/2	1/2	4/4	1	1	0	appoggiatura	1/8	1		8	68	58
4	4	1/2	1/2	4/4	2	1	1/8		1/8	1		-1	53	67
4	4	1/2	1/2	4/4	1	1	3/16		1/8	3/2		3	69	59
4	4	5/8	5/8	4/4	2	1	1/8		1/8	1		2	50	68
4	4	11/16	11/16	4/4	1	1	1/16		1/16	1		5	71	60
4	4	3/4	3/4	4/4	2	1	1/8		1/8	1		4	52	69
4	4	3/4	3/4	4/4	1	1	3/16		1/8	3/2		5	71	61
4	4	7/8	7/8	4/4	2	1	1/8		1/8	1		4	40	70
4	4	15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	62
5	5	0	0	4/4	2	1	3/32		1/16	3/2		3	45	80
5	5	0	0	4/4	1	1	1/4		1/4	1		3	69	71
5	5	3/32	3/32	4/4	2	1	1/32		1/32	1		3	57	81
5	5	1/8	1/8	4/4	2	1	3/32		1/16	3/2		3	57	82
