mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	2/2	3	1	1/4		1/4	1		1	43	G2	2	4
1	1	0	0	3.0	0	0	2/2	2	1	3/4		1/2	3/2		-2	70	Bb4	4	2
1	1	0	0	3.0	0	0	2/2	1	1	3/4		1/2	3/2		2	74	D5	5	0
1	1	1	1	1.0	1/4	1/4	2/2	3	1	1/4		1/4	1		3	45	A2	2	5
1	1	2	2	1.0	1/2	1/2	2/2	3	1	1/4		1/4	1		-2	46	Bb2	2	6
1	1	3	3	1.0	3/4	3/4	2/2	3	1	1/4		1/4	1		1	43	G2	2	7
1	1	3	3	1.0	3/4	3/4	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	3
1	1	3	3	1.0	3/4	3/4	2/2	1	1	1/4		1/4	1		1	79	G5	5	1
2	2	4	4	1.0	0	0	2/2	3	1	1/4		1/4	1		2	50	D3	3	17
2	2	4	4	1.5	0	0	2/2	2	1	3/8		1/4	3/2		3	69	A4	4	12
2	2	4	4	1.5	0	0	2/2	1	1	3/8		1/4	3/2		6	78	F#5	5	8
2	2	5	5	1.0	1/4	1/4	2/2	3	1	1/4		1/4	1		2	50	D3	3	18
2	2	11/2	11/2	0.5	3/8	3/8	2/2	2	1	1/8		1/8	1		2	74	D5	5	13
2	2	11/2	11/2	0.5	3/8	3/8	2/2	1	1	1/8		1/8	1		6	78	F#5	5	9
2	2	6	6	1.0	1/2	1/2	2/2	3	1	1/4		1/4	1		4	52	E3	3	19
2	2	6	6	1.0	1/2	1/2	2/2	2	1	1/4		1/4	1		0	72	C5	5	14
2	2	6	6	1.0	1/2	1/2	2/2	1	1	1/4		1/4	1		1	79	G5	5	10
2	2	7	7	1.0	3/4	3/4	2/2	3	1	1/4		1/4	1		6	54	F#3	3	20
2	2	7	7	0.5	3/4	3/4	2/2	2	1	1/8		1/8	1		-2	70	Bb4	4	15
2	2	7	7	1.0	3/4	3/4	2/2	1	1	1/4		1/4	1		3	81	A5	5	11
2	2	15/2	15/2	0.5	7/8	7/8	2/2	2	1	1/8		1/8	1		3	69	A4	4	16
3	3	8	8	1.0	0	0	2/2	3	1	1/4		1/4	1		1	55	G3	3	31
3	3	8	8	1.5	0	0	2/2	2	1	3/8		1/4	3/2		-2	70	Bb4	4	26
3	3	8	8	1.5	0	0	2/2	1	1	3/8		1/4	3/2		2	74	D5	5	21
3	3	9	9	1.0	1/4	1/4	2/2	3	1	1/4		1/4	1		-2	46	Bb2	2	32
3	3	19/2	19/2	0.5	3/8	3/8	2/2	2	1	1/8		1/8	1		-2	70	Bb4	4	27
3	3	19/2	19/2	0.5	3/8	3/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	22
3	3	10	10	1.0	1/2	1/2	2/2	3	1	1/4		1/4	1		0	48	C3	3	33
3	3	10	10	1.0	1/2	1/2	2/2	2	1	1/4		1/4	1		3	69	A4	4	28
3	3	10	10	1.0	1/2	1/2	2/2	1	1	1/4		1/4	1		0	72	C5	5	23
3	3	11	11	1.0	3/4	3/4	2/2	3	1	1/4		1/4	1		2	50	D3	3	34
3	3	11	11	0.5	3/4	3/4	2/2	2	1	1/8		1/8	1		1	67	G4	4	29
3	3	11	11	0.5	3/4	3/4	2/2	1	1	1/8		1/8	1		-2	70	Bb4	4	24
3	3	23/2	23/2	0.5	7/8	7/8	2/2	2	1	1/8		1/8	1		6	66	F#4	4	30
3	3	23/2	23/2	0.5	7/8	7/8	2/2	1	1	1/8		1/8	1		3	69	A4	4	25
4	4	12	12	0.0	0	0	2/2	1	1	0	appoggiatura	1/8	1		3	69	A4	4	35
4	4	12	12	0.0	0	0	2/2	2	1	0	appoggiatura	1/8	1		-1	65	F4	4	41
