mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	1
1	0	0	0	0.5		0	1/4	3/8	1	1	1/8		1/8	1		5	71	B4	4	0
2	1	1/2	1/2	0.5		0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	4
2	1	1/2	1/2	1.0		0	0	3/8	1	1	1/4		1/4	1		5	71	B4	4	2
2	1	1	1	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		5	47	B2	2	5
2	1	3/2	3/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		2	50	D3	3	6
2	1	3/2	3/2	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		3	69	A4	4	3
3	2	2	2	1.0		0	0	3/8	2	1	1/4		1/4	1		1	43	G2	2	10
3	2	2	2	0.5		0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	7
3	2	5/2	5/2	0.5		1/8	1/8	3/8	1	1	1/8		1/8	1		2	62	D4	4	8
3	2	3	3	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	11
3	2	3	3	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		2	74	D5	5	9
4	3	7/2	7/2	0.5		0	0	3/8	2	1	1/8		1/8	1		6	54	F#3	3	14
4	3	7/2	7/2	1.0		0	0	3/8	1	1	1/4		1/4	1		2	74	D5	5	12
4	3	4	4	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	D3	3	15
4	3	9/2	9/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		6	54	F#3	3	16
4	3	9/2	9/2	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	13
5	4	5	5	0.5		0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	20
5	4	5	5	0.5		0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	17
5	4	11/2	11/2	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		1	43	G2	2	21
5	4	11/2	11/2	0.5		1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	18
5	4	6	6	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	22
5	4	6	6	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		1	79	G5	5	19
6	5	13/2	13/2	0.5		0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	25
6	5	13/2	13/2	1.0		0	0	3/8	1	1	1/4		1/4	1		1	79	G5	5	23
6	5	7	7	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		3	57	A3	3	26
6	5	15/2	15/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		5	59	B3	3	27
6	5	15/2	15/2	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		6	78	F#5	5	24
7	6	8	8	0.5		0	0	3/8	2	1	1/8		1/8	1		0	60	C4	4	31
7	6	8	8	0.5		0	0	3/8	1	1	1/8		1/8	1		4	76	E5	5	28
7	6	17/2	17/2	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		5	59	B3	3	32
7	6	17/2	17/2	0.5		1/8	1/8	3/8	1	1	1/8		1/8	1		6	78	F#5	5	29
7	6	9	9	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		3	57	A3	3	33
7	6	9	9	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		1	79	G5	5	30
8	7	19/2	19/2	0.5		0	0	3/8	2	1	1/8		1/8	1		5	59	B3	3	39
8	7	19/2	19/2	0.5		0	0	3/8	1	1	1/8		1/8	1		2	74	D5	5	34
8	7	10	10	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		3	57	A3	3	40
8	7	10	10	0.25		1/8	1/8	3/8	1	1	1/16		1/16	1		4	76	E5	5	35
8	7	41/4	41/4	0.25		3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	36
8	7	21/2	21/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	41
8	7	21/2	21/2	0.25		1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	C5	5	37
8	7	43/4	43/4	0.25		5/16	5/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	38
9	8	11	11	1.0		0	0	3/8	2	1	1/4		1/4	1		2	62	D4	4	43
9	8	11	11	1.0		0	0	3/8	1	1	1/4		1/4	1		3	69	A4	4	42
10	8	12	12	0.5		0	1/4	3/8	2	1	1/8		1/8	1		2	50	D3	3	45
10	8	12	12	0.5		0	1/4	3/8	1	1	1/8		1/8	1		3	69	A4	4	44
11	9	25/2	25/2	0.5		0	0	3/8	2	1	1/8		1/8	1		7	49	C#3	3	48
11	9	25/2	25/2	1.0		0	0	3/8	1	1	1/4		1/4	1		3	69	A4	4	46
11	9	13	13	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		3	45	A2	2	49
11	9	27/2	27/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		7	49	C#3	3	50
11	9	27/2	27/2	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	47
12	10	14	14	0.5		0	0	3/8	2	1	1/8		1/8	1		2	50	D3	3	54
12	10	14	14	0.5		0	0	3/8	1	1	1/8		1/8	1		6	66	F#4	4	51
12	10	29/2	29/2	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		2	38	D2	2	55
12	10	29/2	29/2	0.5		1/8	1/8	3/8	1	1	1/8		1/8	1		2	62	D4	4	52
12	10	15	15	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		2	62	D4	4	56
12	10	15	15	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		3	81	A5	5	53
13	11	31/2	31/2	0.5		0	0	3/8	2	1	1/8		1/8	1		7	61	C#4	4	59
13	11	31/2	31/2	1.0		0	0	3/8	1	1	1/4		1/4	1		3	81	A5	5	57
13	11	16	16	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		3	57	A3	3	60
13	11	33/2	33/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		7	61	C#4	4	61
13	11	33/2	33/2	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		1	79	G5	5	58
14	12	17	17	0.5		0	0	3/8	2	1	1/8		1/8	1		2	62	D4	4	67
14	12	17	17	0.25		0	0	3/8	1	1	1/16		1/16	1		6	78	F#5	5	62
14	12	69/4	69/4	0.25		1/16	1/16	3/8	1	1	1/16		1/16	1		4	76	E5	5	63
14	12	35/2	35/2	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		3	57	A3	3	68
14	12	35/2	35/2	0.25		1/8	1/8	3/8	1	1	1/16		1/16	1		6	78	F#5	5	64
14	12	71/4	71/4	0.25		3/16	3/16	3/8	1	1	1/16		1/16	1		1	79	G5	5	65
14	12	18	18	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		6	54	F#3	3	69
14	12	18	18	0.5		1/4	1/4	3/8	1	1	1/8		1/8	1		3	81	A5	5	66
15	13	37/2	37/2	0.5		0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	75
15	13	37/2	37/2	0.5		0	0	3/8	1	1	1/8		1/8	1		4	76	E5	5	70
15	13	19	19	0.5		1/8	1/8	3/8	2	1	1/8		1/8	1		3	57	A3	3	76
15	13	19	19	0.25		1/8	1/8	3/8	1	1	1/16		1/16	1		1	79	G5	5	71
15	13	77/4	77/4	0.25		3/16	3/16	3/8	1	1	1/16		1/16	1		6	78	F#5	5	72
15	13	39/2	39/2	0.5		1/4	1/4	3/8	2	1	1/8		1/8	1		5	59	B3	3	77
