mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	0
1	0	1/2	1/2	0.5		1/8	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	1
1	0	1	1	0.5		1/4	3/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	2
2	1	3/2	3/2	0.0		0	0	2/4	1	1	0	appoggiatura	1/8	1		4	64	E4	4	3
2	1	3/2	3/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	4
2	1	2	2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	5
2	1	5/2	5/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	6
2	1	3	3	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	61	C#4	4	7
3	2	7/2	7/2	0.0		0	0	2/4	1	1	0	appoggiatura	1/8	1		7	61	C#4	4	8
3	2	7/2	7/2	0.5		0	0	2/4	1	1	1/8		1/8	1		2	62	D4	4	9
3	2	4	4	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	16
3	2	4	4	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	10
3	2	17/4	17/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	11
3	2	9/2	9/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	17
3	2	9/2	9/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		7	73	C#5	5	12
3	2	19/4	19/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	13
3	2	5	5	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	18
3	2	5	5	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	14
3	2	21/4	21/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	15
4	3	11/2	11/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	27
4	3	11/2	11/2	0.25		0	0	2/4	1	1	1/16		1/16	1		2	74	D5	5	19
4	3	23/4	23/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	20
4	3	6	6	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	28
4	3	6	6	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	21
4	3	25/4	25/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	22
4	3	13/2	13/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	29
4	3	13/2	13/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	76	E5	5	23
4	3	27/4	27/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		-1	77	F5	5	24
4	3	7	7	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	49	C#3	3	30
4	3	7	7	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	25
4	3	29/4	29/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	26
5	4	15/2	15/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	36
5	4	15/2	15/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	77	F5	5	31
5	4	8	8	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	37
5	4	8	8	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	F5	5	32
5	4	33/4	33/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	33
5	4	17/2	17/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	38
5	4	17/2	17/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-1	77	F5	5	34
5	4	9	9	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	39
5	4	9	9	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	35
6	5	19/2	19/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	45
6	5	19/2	19/2	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	40
6	5	10	10	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		-2	58	Bb3	3	46
6	5	10	10	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	41
6	5	41/4	41/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		3	57	A3	3	47
6	5	21/2	21/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	48
6	5	21/2	21/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	42
6	5	11	11	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		-2	46	Bb2	2	49
6	5	11	11	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	43
6	5	45/4	45/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	44
7	6	23/2	23/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	54
7	6	23/2	23/2	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	50
7	6	12	12	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	65	F4	4	55
7	6	12	12	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	51
7	6	25/2	25/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	65	F4	4	56
7	6	25/2	25/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	52
7	6	13	13	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	60	C4	4	57
7	6	13	13	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	84	C6	6	53
8	7	27/2	27/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	62
8	7	27/2	27/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	77	F5	5	58
8	7	14	14	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		2	62	D4	4	63
8	7	14	14	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		-1	77	F5	5	59
8	7	57/4	57/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	60	C4	4	64
8	7	29/2	29/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	65
8	7	29/2	29/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		-1	77	F5	5	60
8	7	15	15	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	66
8	7	15	15	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	61
9	8	31/2	31/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	74
9	8	31/2	31/2	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	67
9	8	16	16	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		2	62	D4	4	75
9	8	16	16	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-1	77	F5	5	68
9	8	65/4	65/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	60	C4	4	76
9	8	65/4	65/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	69
9	8	33/2	33/2	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		-2	58	Bb3	3	77
9	8	33/2	33/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		2	74	D5	5	70
9	8	67/4	67/4	0.25		5/16	5/16	2/4	2	1	1/16		1/16	1		3	57	A3	3	78
9	8	67/4	67/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	71
9	8	17	17	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		1	55	G3	3	79
9	8	17	17	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	70	Bb4	4	72
9	8	69/4	69/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-1	53	F3	3	80
9	8	69/4	69/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	73
10	9	35/2	35/2	0.5		0	0	2/4	2	1	1/8		1/8	1		4	52	E3	3	85
10	9	35/2	35/2	0.5		0	0	2/4	1	1	1/8		1/8	1		1	67	G4	4	81
10	9	18	18	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	53	F3	3	86
10	9	18	18	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	82
10	9	37/2	37/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	48	C3	3	87
10	9	37/2	37/2	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		1	67	G4	4	83
10	9	19	19	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	36	C2	2	88
10	9	77/4	77/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		-1	65	F4	4	84
11	10	39/2	39/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	41	F2	2	93
11	10	39/2	39/2	0.5		0	0	2/4	1	1	1/8		1/8	1		3	57	A3	3	89
11	10	39/2	39/2	0.5		0	0	2/4	1	1	1/8		1/8	1		0	60	C4	4	89
11	10	39/2	39/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	65	F4	4	89
11	10	20	20	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		-1	53	F3	3	94
11	10	20	20	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	90
11	10	81/4	81/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		4	52	E3	3	95
11	10	41/2	41/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	53	F3	3	96
