mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5		0	1/8	6/8	2	1	1/8		1/8	1		1	55	G3	3	5
1	0	0	0.5		0	1/8	6/8	1	1	1/8		1/8	1		1	79	G5	5	0
1	0	1/2	0.5		1/8	1/4	6/8	2	1	1/8		1/8	1		3	57	A3	3	6
1	0	1/2	0.5		1/8	1/4	6/8	1	1	1/8		1/8	1		6	78	F#5	5	1
1	0	1	0.5		1/4	3/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	7
1	0	1	0.5		1/4	3/8	6/8	1	1	1/8		1/8	1		1	79	G5	5	2
1	0	3/2	0.5		3/8	1/2	6/8	2	1	1/8		1/8	1		1	55	G3	3	8
1	0	3/2	0.5		3/8	1/2	6/8	1	1	1/8		1/8	1		2	74	D5	5	3
1	0	2	0.5		1/2	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	9
1	0	2	0.5		1/2	5/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	4
2	1	5/2	0.5		0	0	6/8	2	1	1/8		1/8	1		5	59	B3	3	18
2	1	5/2	0.5		0	0	6/8	1	1	1/8		1/8	1		2	74	D5	5	10
2	1	3	0.0		1/8	1/8	6/8	1	1	0	appoggiatura	1/8	1		0	72	C5	5	11
2	1	3	0.5		1/8	1/8	6/8	2	1	1/8		1/8	1		1	55	G3	3	19
2	1	3	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		5	71	B4	4	12
2	1	7/2	0.5		1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	20
2	1	7/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		4	76	E5	5	13
2	1	4	0.5		3/8	3/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	21
2	1	4	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	14
2	1	9/2	0.0		1/2	1/2	6/8	1	1	0	grace8after	1/8	1		0	72	C5	5	15
2	1	9/2	0.0		1/2	1/2	6/8	1	1	0	grace8after	1/8	1		5	71	B4	4	16
2	1	9/2	1.0		1/2	1/2	6/8	2	1	1/4		1/4	1		3	57	A3	3	22
2	1	9/2	1.0		1/2	1/2	6/8	1	1	1/4		1/4	1		0	72	C5	5	17
3	2	11/2	0.5		0	0	6/8	2	1	1/8		1/8	1		1	55	G3	3	29
3	2	11/2	0.5		0	0	6/8	1	1	1/8		1/8	1		5	71	B4	4	23
3	2	6	0.5		1/8	1/8	6/8	2	1	1/8		1/8	1		1	55	G3	3	30
3	2	6	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		5	71	B4	4	24
3	2	13/2	0.5		1/4	1/4	6/8	2	1	1/8		1/8	1		3	57	A3	3	31
3	2	13/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		0	72	C5	5	25
3	2	7	0.5		3/8	3/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	32
3	2	7	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	26
3	2	15/2	0.5		1/2	1/2	6/8	2	1	1/8		1/8	1		4	52	E3	3	33
3	2	15/2	0.5		1/2	1/2	6/8	1	1	1/8		1/8	1		1	67	G4	4	27
3	2	8	0.5		5/8	5/8	6/8	2	1	1/8		1/8	1		6	54	F#3	3	34
3	2	8	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	28
4	3	17/2	0.5		0	0	6/8	2	1	1/8		1/8	1		1	55	G3	3	41
4	3	17/2	0.5		0	0	6/8	1	1	1/8		1/8	1		5	71	B4	4	35
4	3	9	0.5		1/8	1/8	6/8	2	1	1/8		1/8	1		0	48	C3	3	42
4	3	9	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		4	64	E4	4	36
4	3	19/2	0.5		1/4	1/4	6/8	2	1	1/8		1/8	1		2	50	D3	3	43
4	3	19/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		6	66	F#4	4	37
4	3	10	0.5		3/8	3/8	6/8	2	1	1/8		1/8	1		4	52	E3	3	44
4	3	10	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		1	67	G4	4	38
4	3	21/2	0.0		1/2	1/2	6/8	1	1	0	appoggiatura	1/8	1		1	67	G4	4	39
4	3	21/2	0.5		1/2	1/2	6/8	2	1	1/8		1/8	1		0	48	C3	3	45
4	3	21/2	1.0		1/2	1/2	6/8	1	1	1/4		1/4	1		3	69	A4	4	40
4	3	11	0.5		5/8	5/8	6/8	2	1	1/8		1/8	1		3	45	A2	2	46
5	4	23/2	0.5		0	0	6/8	2	1	1/8		1/8	1		2	50	D3	3	53
5	4	23/2	0.5		0	0	6/8	1	1	1/8		1/8	1		6	66	F#4	4	47
5	4	12	0.5		1/8	1/8	6/8	2	1	1/8		1/8	1		4	52	E3	3	54
5	4	12	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		1	67	G4	4	48
5	4	25/2	0.5		1/4	1/4	6/8	2	1	1/8		1/8	1		6	54	F#3	3	55
5	4	25/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		3	69	A4	4	49
5	4	13	0.5		3/8	3/8	6/8	2	1	1/8		1/8	1		1	55	G3	3	56
5	4	13	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		5	71	B4	4	50
5	4	27/2	0.5		1/2	1/2	6/8	2	1	1/8		1/8	1		3	57	A3	3	57
5	4	27/2	0.5		1/2	1/2	6/8	1	1	1/8		1/8	1		7	73	C#5	5	51
5	4	14	0.5		5/8	5/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	58
5	4	14	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	52
6	5	29/2	0.5		0	0	6/8	2	1	1/8		1/8	1		3	57	A3	3	65
6	5	29/2	0.5		0	0	6/8	1	1	1/8		1/8	1		7	73	C#5	5	59
6	5	15	0.5		1/8	1/8	6/8	2	1	1/8		1/8	1		5	59	B3	3	66
6	5	15	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	60
6	5	31/2	0.5		1/4	1/4	6/8	2	1	1/8		1/8	1		7	61	C#4	4	67
6	5	31/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		4	76	E5	5	61
6	5	16	0.5		3/8	3/8	6/8	2	1	1/8		1/8	1		2	62	D4	4	68
