mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.5		0	3/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	0
1	0	1/2	0.5		1/8	1/2	6/8	1	1	1/8		1/8	1		2	74	D5	5	1
1	0	1	0.5		1/4	5/8	6/8	1	1	1/8		1/8	1		0	72	C5	5	2
2	1	3/2	0.5		0	0	6/8	1	1	1/8		1/8	1		5	71	B4	4	3
2	1	2	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		0	72	C5	5	4
2	1	5/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		5	71	B4	4	5
2	1	3	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		3	69	A4	4	6
2	1	7/2	0.5		1/2	1/2	6/8	1	1	1/8		1/8	1		1	67	G4	4	7
2	1	4	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		6	66	F#4	4	8
3	2	9/2	0.0		0	0	6/8	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	9
3	2	9/2	1.0		0	0	6/8	1	1	1/4		1/4	1		1	67	G4	4	10
3	2	11/2	0.0		1/4	1/4	6/8	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	11
3	2	11/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		4	64	E4	4	12
3	2	6	0.5		3/8	3/8	6/8	2	1	1/8		1/8	1		4	64	E4	4	16
3	2	6	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		1	79	G5	5	13
3	2	13/2	0.5		1/2	1/2	6/8	2	1	1/8		1/8	1		2	62	D4	4	17
3	2	13/2	0.5		1/2	1/2	6/8	1	1	1/8		1/8	1		6	78	F#5	5	14
3	2	7	0.5		5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	18
3	2	7	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		4	76	E5	5	15
4	3	15/2	0.5		0	0	6/8	2	1	1/8		1/8	1		5	59	B3	3	22
4	3	15/2	1.0		0	0	6/8	1	1	1/4		1/4	1		9	75	D#5	5	19
4	3	8	0.5		1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	23
4	3	17/2	0.5		1/4	1/4	6/8	2	1	1/8		1/8	1		5	59	B3	3	24
