mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	0
1	1	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	1
1	1	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	9
1	1	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70	2
1	1	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	10
1	1	1/2	1/2	4/4	1	1	3/16		1/8	3/2		6	66	3
1	1	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	11
1	1	11/16	11/16	4/4	1	1	1/16		1/16	1		1	67	4
1	1	3/4	3/4	4/4	2	1	1/8		1/8	1		6	54	12
1	1	3/4	3/4	4/4	1	1	1/16		1/16	1		3	69	5
1	1	13/16	13/16	4/4	1	1	1/16		1/16	1		-2	70	6
1	1	7/8	7/8	4/4	2	1	1/8		1/8	1		2	50	13
1	1	7/8	7/8	4/4	1	1	1/16		1/16	1		0	72	7
1	1	15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	8
2	2	0	0	4/4	1	1	0	appoggiatura	1/8	1		3	69	14
2	2	0	0	4/4	2	1	1/8		1/8	1		1	55	24
2	2	0	0	4/4	1	1	1/8		1/8	1		-2	70	15
2	2	1/8	1/8	4/4	1	1	0	appoggiatura	1/8	1		3	69	16
2	2	1/8	1/8	4/4	2	1	1/16		1/16	1		1	67	25
2	2	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	17
2	2	3/16	3/16	4/4	2	1	1/16		1/16	1		-1	65	26
2	2	1/4	1/4	4/4	2	1	1/8		1/8	1		-3	63	27
2	2	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	79	18
2	2	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	28
2	2	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	19
2	2	1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	29
2	2	1/2	1/2	4/4	1	1	1/8		1/8	1		-3	75	20
2	2	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	30
2	2	5/8	5/8	4/4	1	1	1/8		1/8	1		2	74	21
2	2	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	31
2	2	3/4	3/4	4/4	1	1	3/16		1/8	3/2		0	72	22
2	2	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	32
2	2	15/16	15/16	4/4	1	1	1/16		1/16	1		-2	70	23
3	3	0	0	4/4	2	1	1/8		1/8	1		2	62	45
3	3	0	0	4/4	1	1	1/8		1/8	1		3	69	33
3	3	1/8	1/8	4/4	1	1	1/8		1/8	1		2	62	34
3	3	1/4	1/4	4/4	1	1	1/16		1/16	1		-2	70	35
3	3	5/16	5/16	4/4	1	1	1/16		1/16	1		3	69	36
3	3	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55	46
3	3	3/8	3/8	4/4	1	1	1/16		1/16	1		-2	70	37
3	3	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69	38
3	3	1/2	1/2	4/4	2	1	1/16		1/16	1		-3	63	47
3	3	1/2	1/2	4/4	1	1	1/8		1/8	1		1	67	39
3	3	9/16	9/16	4/4	2	1	1/16		1/16	1		2	62	48
3	3	5/8	5/8	4/4	2	1	1/16		1/16	1		-3	63	49
3	3	5/8	5/8	4/4	1	1	1/8		1/8	1		1	67	40
3	3	11/16	11/16	4/4	2	1	1/16		1/16	1		2	62	50
3	3	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	51
3	3	3/4	3/4	4/4	1	1	1/16		1/16	1		-3	75	41
3	3	13/16	13/16	4/4	1	1	1/16		1/16	1		2	74	42
3	3	7/8	7/8	4/4	2	1	1/8		1/8	1		0	48	52
3	3	7/8	7/8	4/4	1	1	1/16		1/16	1		-3	75	43
3	3	15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	44
4	4	0	0	4/4	2	1	1/16		1/16	1		-1	53	65
4	4	0	0	4/4	1	1	1/8		1/8	1		0	72	53
4	4	1/16	1/16	4/4	2	1	1/16		1/16	1		-3	51	66
4	4	1/8	1/8	4/4	2	1	1/16		1/16	1		-1	53	67
4	4	1/8	1/8	4/4	1	1	1/8		1/8	1		-1	65	54
4	4	3/16	3/16	4/4	2	1	1/16		1/16	1		-3	51	68
4	4	1/4	1/4	4/4	2	1	1/8		1/8	1		2	50	69
4	4	1/4	1/4	4/4	1	1	1/16		1/16	1		-1	77	55
4	4	5/16	5/16	4/4	1	1	1/16		1/16	1		-3	75	56
4	4	3/8	3/8	4/4	2	1	1/8		1/8	1		-2	46	70
4	4	3/8	3/8	4/4	1	1	1/16		1/16	1		-1	77	57
4	4	7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	58
4	4	1/2	1/2	4/4	2	1	1/16		1/16	1		-3	51	71
4	4	1/2	1/2	4/4	1	1	1/16		1/16	1		1	79	59
4	4	9/16	9/16	4/4	2	1	1/16		1/16	1		-1	53	72
4	4	9/16	9/16	4/4	1	1	1/16		1/16	1		3	81	60
4	4	5/8	5/8	4/4	2	1	1/16		1/16	1		1	55	73
4	4	5/8	5/8	4/4	1	1	1/16		1/16	1		-2	82	61
4	4	11/16	11/16	4/4	2	1	1/16		1/16	1		-3	51	74
4	4	11/16	11/16	4/4	1	1	1/16		1/16	1		2	74	62
4	4	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	53	75
4	4	3/4	3/4	4/4	1	1	3/16		1/8	3/2		0	72	63
4	4	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	41	76
4	4	15/16	15/16	4/4	1	1	1/16		1/16	1		-2	70	64
5	5	0	0	4/4	2	1	1/8		1/8	1		-2	46	87
5	5	0	0	4/4	1	1	1/8		1/8	1		-2	70	77
5	5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	78
5	5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	79
5	5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	88
5	5	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70	80
5	5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	89
5	5	1/2	1/2	4/4	1	1	3/16		1/8	3/2		6	66	81
5	5	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	90
5	5	11/16	11/16	4/4	1	1	1/16		1/16	1		1	67	82
5	5	3/4	3/4	4/4	2	1	1/8		1/8	1		6	54	91
5	5	3/4	3/4	4/4	1	1	1/16		1/16	1		3	69	83
5	5	13/16	13/16	4/4	1	1	1/16		1/16	1		-2	70	84
5	5	7/8	7/8	4/4	2	1	1/8		1/8	1		2	50	92
5	5	7/8	7/8	4/4	1	1	1/16		1/16	1		0	72	85
5	5	15/16	15/16	4/4	1	1	1/16		1/16	1		3	69	86
6	6	0	0	4/4	1	1	0	appoggiatura	1/8	1		3	69	93
6	6	0	0	4/4	2	1	1/8		1/8	1		1	55	105
6	6	0	0	4/4	1	1	1/8		1/8	1		-2	70	94
6	6	1/8	1/8	4/4	1	1	0	appoggiatura	1/8	1		3	69	95
6	6	1/8	1/8	4/4	2	1	1/16		1/16	1		1	67	106
6	6	1/8	1/8	4/4	1	1	1/8		1/8	1		1	67	96
6	6	3/16	3/16	4/4	2	1	1/16		1/16	1		-1	65	107
6	6	1/4	1/4	4/4	2	1	1/8		1/8	1		4	64	108
6	6	1/4	1/4	4/4	1	1	3/16		1/8	3/2		1	79	97
6	6	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	109
6	6	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	98
6	6	1/2	1/2	4/4	2	1	1/8		1/8	1		7	61	110
6	6	1/2	1/2	4/4	1	1	1/16		1/16	1		4	76	99
6	6	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77	100
6	6	5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	111
6	6	5/8	5/8	4/4	1	1	1/16		1/16	1		2	74	101
6	6	11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	102
6	6	3/4	3/4	4/4	2	1	1/8		1/8	1		3	69	112
6	6	3/4	3/4	4/4	1	1	3/16		1/8	3/2		7	73	103
6	6	7/8	7/8	4/4	2	1	1/16		1/16	1		3	57	113
6	6	15/16	15/16	4/4	2	1	1/16		1/16	1		5	59	114
6	6	15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	104
7	7	0	0	4/4	1	1	0	appoggiatura	1/8	1		2	74	115
7	7	0	0	4/4	2	1	1/16		1/16	1		7	61	125
7	7	0	0	4/4	1	1	1/8		1/8	1		4	76	116
7	7	1/16	1/16	4/4	2	1	1/16		1/16	1		2	62	126
7	7	1/8	1/8	4/4	2	1	1/16		1/16	1		4	64	127
7	7	1/8	1/8	4/4	1	1	1/8		1/8	1		3	69	117
7	7	3/16	3/16	4/4	2	1	1/16		1/16	1		3	57	128
7	7	1/4	1/4	4/4	2	1	1/16		1/16	1		2	62	129
7	7	1/4	1/4	4/4	1	1	3/16		1/8	3/2		-1	77	118
7	7	5/16	5/16	4/4	2	1	1/16		1/16	1		0	60	130
7	7	3/8	3/8	4/4	2	1	1/16		1/16	1		-2	58	131
7	7	7/16	7/16	4/4	2	1	1/16		1/16	1		3	57	132
7	7	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77	119
7	7	1/2	1/2	4/4	2	1	1/16		1/16	1		1	55	133
7	7	1/2	1/2	4/4	1	1	3/16		1/8	3/2		-1	77	120
7	7	9/16	9/16	4/4	2	1	1/16		1/16	1		3	57	134
7	7	5/8	5/8	4/4	2	1	1/16		1/16	1		-2	58	135
7	7	11/16	11/16	4/4	2	1	1/16		1/16	1		1	55	136
7	7	11/16	11/16	4/4	1	1	1/32		1/32	1		1	79	121
7	7	23/32	23/32	4/4	1	1	1/32		1/32	1		4	76	122
7	7	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	137
7	7	3/4	3/4	4/4	1	1	3/16		1/8	3/2		4	76	123
7	7	7/8	7/8	4/4	2	1	1/8		1/8	1		3	45	138
7	7	15/16	15/16	4/4	1	1	1/16		1/16	1		2	74	124
8	8	0	0	4/4	2	1	1/8		1/8	1		2	50	149
8	8	0	0	4/4	1	1	1/8		1/8	1		2	74	139
8	8	1/8	1/8	4/4	1	1	1/8		1/8	1		-2	82	140
8	8	1/4	1/4	4/4	1	1	1/8		1/8	1		2	74	141
8	8	3/8	3/8	4/4	1	1	1/8		1/8	1		4	76	142
8	8	1/2	1/2	4/4	1	1	0	appoggiatura	1/8	1		4	76	143
8	8	1/2	1/2	4/4	1	1	1/4		1/4	1	1	-1	77	144
8	8	5/8	5/8	4/4	2	1	1/8		1/8	1		-1	65	150
8	8	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	151
8	8	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	-1	77	145
8	8	13/16	13/16	4/4	1	1	1/16		1/16	1		3	81	146
8	8	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	152
8	8	7/8	7/8	4/4	1	1	1/16		1/16	1		1	79	147
8	8	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	77	148
9	9	0	0	4/4	2	1	1/8		1/8	1		0	60	164
9	9	0	0	4/4	1	1	1/8		1/8	1		4	76	153
9	9	1/8	1/8	4/4	1	1	1/8		1/8	1		0	84	154
9	9	1/4	1/4	4/4	1	1	1/16		1/16	1		4	76	155
9	9	5/16	5/16	4/4	1	1	1/16		1/16	1		1	79	156
9	9	3/8	3/8	4/4	1	1	1/16		1/16	1		6	78	157
9	9	7/16	7/16	4/4	1	1	1/16		1/16	1		3	81	158
9	9	1/2	1/2	4/4	1	1	1/4		1/4	1	1	1	79	159
9	9	5/8	5/8	4/4	2	1	1/8		1/8	1		1	67	165
9	9	3/4	3/4	4/4	2	1	1/16		1/16	1		-2	58	166
9	9	3/4	3/4	4/4	1	1	1/16		1/16	1	-1	1	79	160
9	9	13/16	13/16	4/4	2	1	1/16		1/16	1		2	62	167
9	9	13/16	13/16	4/4	1	1	1/16		1/16	1		-2	82	161
9	9	7/8	7/8	4/4	2	1	1/16		1/16	1		0	60	168
9	9	7/8	7/8	4/4	1	1	1/16		1/16	1		3	81	162
9	9	15/16	15/16	4/4	2	1	1/16		1/16	1		-3	63	169
9	9	15/16	15/16	4/4	1	1	1/16		1/16	1		1	79	163
10	10	0	0	4/4	2	1	1/8		1/8	1		2	62	178
10	10	0	0	4/4	1	1	1/8		1/8	1		6	78	170
10	10	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	171
10	10	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	172
10	10	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	179
10	10	3/8	3/8	4/4	1	1	1/8		1/8	1		-2	70	173
10	10	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	180
10	10	1/2	1/2	4/4	1	1	1/8		1/8	1		6	66	174
10	10	5/8	5/8	4/4	2	1	1/8		1/8	1		-2	58	181
10	10	5/8	5/8	4/4	1	1	1/8		1/8	1		2	74	175
10	10	3/4	3/4	4/4	2	1	1/16		1/16	1		6	54	182
10	10	3/4	3/4	4/4	1	1	1/8		1/8	1		3	69	176
10	10	13/16	13/16	4/4	2	1	1/16		1/16	1		2	50	183
10	10	7/8	7/8	4/4	2	1	1/16		1/16	1		1	55	184
10	10	7/8	7/8	4/4	1	1	1/8		1/8	1		5	71	177
10	10	15/16	15/16	4/4	2	1	1/16		1/16	1		-1	53	185
11	11	0	0	4/4	1	1	0	appoggiatura	1/8	1		-2	70	186
11	11	0	0	4/4	2	1	1/16		1/16	1		4	52	198
11	11	0	0	4/4	1	1	1/4		1/4	1	1	0	72	187
11	11	1/16	1/16	4/4	2	1	1/16		1/16	1		-2	58	199
11	11	1/8	1/8	4/4	2	1	1/16		1/16	1		3	57	200
11	11	3/16	3/16	4/4	2	1	1/16		1/16	1		1	55	201
11	11	1/4	1/4	4/4	2	1	1/8		1/8	1		6	54	202
11	11	1/4	1/4	4/4	1	1	1/16		1/16	1	-1	0	72	188
11	11	5/16	5/16	4/4	1	1	1/16		1/16	1		-3	75	189
11	11	3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	203
11	11	3/8	3/8	4/4	1	1	1/16		1/16	1		2	74	190
11	11	7/16	7/16	4/4	1	1	1/16		1/16	1		0	72	191
11	11	1/2	1/2	4/4	2	1	1/8		1/8	1		-2	46	204
11	11	1/2	1/2	4/4	1	1	1/16		1/16	1		2	74	192
11	11	9/16	9/16	4/4	1	1	1/16		1/16	1		0	72	193
11	11	5/8	5/8	4/4	2	1	1/8		1/8	1		1	43	205
11	11	5/8	5/8	4/4	1	1	1/16		1/16	1		-2	70	194
11	11	11/16	11/16	4/4	1	1	1/16		1/16	1		0	72	195
11	11	3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	206
11	11	3/4	3/4	4/4	1	1	3/16		1/8	3/2		3	69	196
11	11	7/8	7/8	4/4	2	1	1/8		1/8	1		2	38	207
11	11	15/16	15/16	4/4	1	1	1/16		1/16	1		1	67	197
12	12	0	0	4/4	2	1	1/8		1/8	1		1	43	216
